event_id,_time,host,user,task_name,action,task_command,run_as,classification,note
TASK-00485,2026-09-04T04:06:36Z,FILE-02,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,updated,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01122,2026-09-04T04:07:01Z,PATCH-01,ACME\kpatel,\ACME\Patch\DailyScan,completed,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00246,2026-09-04T04:09:11Z,DC-01,ACME\kpatel,\Microsoft\Windows\DiskCleanup,started,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-01254,2026-09-04T04:14:49Z,APP-03,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,started,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-01571,2026-09-04T04:14:50Z,DC-01,ACME\admin.ops,\ACME\Patch\DailyScan,updated,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-01623,2026-09-04T04:15:22Z,HR-WS-22,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,created,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-01702,2026-09-04T04:16:08Z,APP-03,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,started,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-01590,2026-09-04T04:24:05Z,DC-01,ACME\kpatel,\Microsoft\Windows\DiskCleanup,created,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00148,2026-09-04T04:26:29Z,JUMP-01,ACME\kpatel,\Microsoft\Windows\Update\Maintenance,updated,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00059,2026-09-04T04:35:58Z,PATCH-01,ACME\kpatel,\ACME\Patch\DailyScan,completed,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00037,2026-09-04T04:37:34Z,PATCH-01,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,updated,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-01078,2026-09-04T04:47:13Z,APP-03,NT AUTHORITY\SYSTEM,\ACME\Patch\DailyScan,completed,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00889,2026-09-04T04:48:07Z,APP-03,ACME\admin.ops,\Microsoft\Windows\DiskCleanup,started,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00226,2026-09-04T04:48:12Z,MGMT-01,ACME\kpatel,\Microsoft\Windows\Update\Maintenance,started,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01581,2026-09-04T04:48:54Z,PATCH-01,NT AUTHORITY\SYSTEM,\ACME\Patch\DailyScan,created,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00159,2026-09-04T04:51:19Z,DC-01,ACME\svc_patch,\Microsoft\Windows\DiskCleanup,completed,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-01589,2026-09-04T04:52:16Z,MGMT-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\DiskCleanup,created,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00984,2026-09-04T04:57:16Z,MGMT-01,NT AUTHORITY\SYSTEM,\ACME\Patch\DailyScan,completed,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00031,2026-09-04T04:58:23Z,HR-WS-22,NT AUTHORITY\SYSTEM,\Microsoft\Windows\DiskCleanup,started,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00946,2026-09-04T04:58:25Z,APP-03,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,started,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00054,2026-09-04T04:58:59Z,MGMT-01,ACME\svc_patch,\ACME\Patch\DailyScan,updated,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00745,2026-09-04T05:01:11Z,MGMT-01,ACME\kpatel,\ACME\Patch\DailyScan,updated,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00335,2026-09-04T05:06:08Z,APP-03,ACME\jsmith,\ACME\Patch\DailyScan,started,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01653,2026-09-04T05:06:16Z,JUMP-01,ACME\kpatel,\ACME\Patch\DailyScan,completed,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01161,2026-09-04T05:15:08Z,DC-01,ACME\kpatel,\Microsoft\Windows\Update\Maintenance,updated,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00285,2026-09-04T05:17:49Z,HR-WS-22,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,created,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01408,2026-09-04T05:38:39Z,JUMP-01,ACME\kpatel,\Microsoft\Windows\DiskCleanup,started,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01249,2026-09-04T05:42:26Z,DC-01,ACME\jsmith,\Microsoft\Windows\DiskCleanup,updated,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00864,2026-09-04T05:44:10Z,APP-03,ACME\kpatel,\ACME\Patch\DailyScan,created,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-01441,2026-09-04T05:44:26Z,FILE-02,ACME\jsmith,\ACME\Patch\DailyScan,created,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00905,2026-09-04T05:45:38Z,PATCH-01,ACME\kpatel,\ACME\Patch\DailyScan,updated,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01137,2026-09-04T05:50:31Z,JUMP-01,ACME\jsmith,\Microsoft\Windows\Update\Maintenance,updated,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01616,2026-09-04T05:53:14Z,MGMT-01,ACME\svc_patch,\Microsoft\Windows\DiskCleanup,updated,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00940,2026-09-04T05:59:05Z,DC-01,ACME\kpatel,\Microsoft\Windows\DiskCleanup,completed,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-01771,2026-09-04T06:01:25Z,DC-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,started,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-01243,2026-09-04T06:02:02Z,APP-03,NT AUTHORITY\SYSTEM,\Microsoft\Windows\DiskCleanup,updated,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01436,2026-09-04T06:03:29Z,FILE-02,ACME\kpatel,\Microsoft\Windows\DiskCleanup,completed,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00638,2026-09-04T06:09:23Z,PATCH-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\DiskCleanup,started,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00908,2026-09-04T06:14:24Z,JUMP-01,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,created,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00018,2026-09-04T06:15:53Z,DC-01,ACME\kpatel,\Microsoft\Windows\Update\Maintenance,completed,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00458,2026-09-04T06:15:56Z,FILE-02,NT AUTHORITY\SYSTEM,\Microsoft\Windows\DiskCleanup,started,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00847,2026-09-04T06:19:09Z,JUMP-01,ACME\jsmith,\Microsoft\Windows\DiskCleanup,started,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00218,2026-09-04T06:20:57Z,MGMT-01,ACME\kpatel,\Microsoft\Windows\Update\Maintenance,created,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00371,2026-09-04T06:34:50Z,DC-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,started,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01366,2026-09-04T06:38:29Z,APP-03,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,started,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00034,2026-09-04T06:39:13Z,DC-01,ACME\svc_patch,\Microsoft\Windows\Update\Maintenance,started,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01312,2026-09-04T06:40:32Z,PATCH-01,ACME\kpatel,\Microsoft\Windows\DiskCleanup,started,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01132,2026-09-04T06:54:40Z,DC-01,NT AUTHORITY\SYSTEM,\ACME\Patch\DailyScan,created,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00678,2026-09-04T06:55:52Z,HR-WS-22,NT AUTHORITY\SYSTEM,\Microsoft\Windows\DiskCleanup,updated,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-01407,2026-09-04T07:00:10Z,DC-01,NT AUTHORITY\SYSTEM,\ACME\Patch\DailyScan,updated,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00027,2026-09-04T07:02:01Z,JUMP-01,ACME\admin.ops,\Microsoft\Windows\DiskCleanup,started,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01007,2026-09-04T07:04:17Z,JUMP-01,ACME\kpatel,\Microsoft\Windows\DiskCleanup,started,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01311,2026-09-04T07:05:33Z,JUMP-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\DiskCleanup,created,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-01197,2026-09-04T07:07:24Z,DC-01,ACME\svc_patch,\Microsoft\Windows\Update\Maintenance,created,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00142,2026-09-04T07:08:52Z,PATCH-01,ACME\kpatel,\Microsoft\Windows\Update\Maintenance,started,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00447,2026-09-04T07:12:47Z,HR-WS-22,ACME\admin.ops,\ACME\Patch\DailyScan,updated,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00642,2026-09-04T07:18:07Z,PATCH-01,ACME\kpatel,\Microsoft\Windows\Update\Maintenance,completed,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00108,2026-09-04T07:18:17Z,MGMT-01,ACME\kpatel,\Microsoft\Windows\Update\Maintenance,created,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-01560,2026-09-04T07:19:00Z,MGMT-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\DiskCleanup,started,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01239,2026-09-04T07:29:59Z,DC-01,ACME\kpatel,\Microsoft\Windows\Update\Maintenance,created,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00579,2026-09-04T07:31:19Z,FILE-02,ACME\kpatel,\Microsoft\Windows\DiskCleanup,started,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-01086,2026-09-04T07:35:03Z,APP-03,ACME\admin.ops,\ACME\Patch\DailyScan,created,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00264,2026-09-04T07:38:46Z,JUMP-01,ACME\kpatel,\Microsoft\Windows\Update\Maintenance,updated,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-01749,2026-09-04T07:44:29Z,HR-WS-22,ACME\svc_patch,\Microsoft\Windows\Update\Maintenance,started,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00798,2026-09-04T07:48:51Z,HR-WS-22,ACME\admin.ops,\Microsoft\Windows\DiskCleanup,started,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00247,2026-09-04T07:55:22Z,APP-03,ACME\admin.ops,\ACME\Patch\DailyScan,updated,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00613,2026-09-04T08:01:23Z,JUMP-01,ACME\admin.ops,\ACME\Patch\DailyScan,updated,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00583,2026-09-04T08:10:29Z,PATCH-01,ACME\kpatel,\ACME\Patch\DailyScan,completed,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01786,2026-09-04T08:12:10Z,HR-WS-22,NT AUTHORITY\SYSTEM,\Microsoft\Windows\DiskCleanup,started,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00219,2026-09-04T08:17:31Z,MGMT-01,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,completed,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00032,2026-09-04T08:25:48Z,PATCH-01,ACME\admin.ops,\Microsoft\Windows\DiskCleanup,created,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-01219,2026-09-04T08:27:53Z,JUMP-01,ACME\jsmith,\Microsoft\Windows\DiskCleanup,started,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00240,2026-09-04T08:28:13Z,DC-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\DiskCleanup,updated,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00406,2026-09-04T08:36:58Z,FILE-02,ACME\kpatel,\Microsoft\Windows\Update\Maintenance,created,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-01475,2026-09-04T08:47:08Z,JUMP-01,ACME\jsmith,\ACME\Patch\DailyScan,updated,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00480,2026-09-04T08:48:02Z,FILE-02,ACME\jsmith,\Microsoft\Windows\Update\Maintenance,started,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00470,2026-09-04T08:48:55Z,APP-03,ACME\jsmith,\ACME\Patch\DailyScan,started,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00513,2026-09-04T09:14:11Z,MGMT-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,completed,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-01531,2026-09-04T09:16:21Z,PATCH-01,ACME\admin.ops,\Microsoft\Windows\DiskCleanup,updated,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00683,2026-09-04T09:35:27Z,MGMT-01,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,completed,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00800,2026-09-04T09:40:44Z,JUMP-01,ACME\jsmith,\Microsoft\Windows\Update\Maintenance,completed,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00625,2026-09-04T09:42:04Z,FILE-02,ACME\svc_patch,\ACME\Patch\DailyScan,started,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01657,2026-09-04T09:43:43Z,APP-03,ACME\admin.ops,\ACME\Patch\DailyScan,created,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01329,2026-09-04T09:47:50Z,HR-WS-22,ACME\kpatel,\Microsoft\Windows\DiskCleanup,updated,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00491,2026-09-04T09:50:42Z,FILE-02,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,completed,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00704,2026-09-04T09:52:02Z,PATCH-01,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,updated,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00546,2026-09-04T09:57:00Z,MGMT-01,ACME\admin.ops,\Microsoft\Windows\DiskCleanup,created,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01437,2026-09-04T09:59:00Z,DC-01,ACME\jsmith,\Microsoft\Windows\DiskCleanup,started,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01221,2026-09-04T10:00:32Z,HR-WS-22,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,started,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00636,2026-09-04T10:01:02Z,FILE-02,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,updated,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00833,2026-09-04T10:03:40Z,JUMP-01,ACME\svc_patch,\Microsoft\Windows\DiskCleanup,started,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-01750,2026-09-04T10:11:41Z,FILE-02,ACME\svc_patch,\ACME\Patch\DailyScan,updated,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00821,2026-09-04T10:14:47Z,MGMT-01,ACME\svc_patch,\ACME\Patch\DailyScan,created,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00445,2026-09-04T10:20:06Z,PATCH-01,ACME\svc_patch,\Microsoft\Windows\Update\Maintenance,updated,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01153,2026-09-04T10:28:18Z,JUMP-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,created,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01428,2026-09-04T10:46:35Z,HR-WS-22,ACME\kpatel,\ACME\Patch\DailyScan,started,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00270,2026-09-04T10:52:55Z,PATCH-01,ACME\jsmith,\Microsoft\Windows\DiskCleanup,started,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00779,2026-09-04T10:54:18Z,APP-03,ACME\admin.ops,\Microsoft\Windows\DiskCleanup,updated,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00238,2026-09-04T10:56:52Z,PATCH-01,NT AUTHORITY\SYSTEM,\ACME\Patch\DailyScan,created,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01645,2026-09-04T10:59:43Z,HR-WS-22,NT AUTHORITY\SYSTEM,\ACME\Patch\DailyScan,completed,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00235,2026-09-04T11:09:16Z,PATCH-01,NT AUTHORITY\SYSTEM,\ACME\Patch\DailyScan,completed,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00200,2026-09-04T11:17:34Z,FILE-02,ACME\jsmith,\ACME\Patch\DailyScan,created,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01710,2026-09-04T11:29:05Z,PATCH-01,ACME\admin.ops,\Microsoft\Windows\DiskCleanup,updated,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00839,2026-09-04T11:32:07Z,FILE-02,ACME\admin.ops,\ACME\Patch\DailyScan,created,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00570,2026-09-04T11:32:09Z,FILE-02,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,started,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00208,2026-09-04T11:35:41Z,FILE-02,ACME\admin.ops,\Microsoft\Windows\DiskCleanup,started,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00382,2026-09-04T11:37:05Z,DC-01,ACME\jsmith,\Microsoft\Windows\Update\Maintenance,updated,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01202,2026-09-04T11:38:47Z,FILE-02,ACME\svc_patch,\ACME\Patch\DailyScan,updated,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01394,2026-09-04T11:38:58Z,MGMT-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,started,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00892,2026-09-04T11:46:32Z,MGMT-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\DiskCleanup,started,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01286,2026-09-04T11:57:54Z,PATCH-01,ACME\admin.ops,\ACME\Patch\DailyScan,started,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01788,2026-09-04T11:58:15Z,APP-03,ACME\kpatel,\ACME\Patch\DailyScan,created,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01073,2026-09-04T11:59:34Z,APP-03,NT AUTHORITY\SYSTEM,\ACME\Patch\DailyScan,started,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00816,2026-09-04T12:09:40Z,DC-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\DiskCleanup,started,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01069,2026-09-04T12:10:32Z,PATCH-01,ACME\jsmith,\Microsoft\Windows\Update\Maintenance,completed,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00272,2026-09-04T12:16:00Z,APP-03,ACME\jsmith,\Microsoft\Windows\DiskCleanup,completed,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00941,2026-09-04T12:17:31Z,FILE-02,ACME\jsmith,\Microsoft\Windows\Update\Maintenance,updated,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00899,2026-09-04T12:20:13Z,JUMP-01,ACME\svc_patch,\Microsoft\Windows\Update\Maintenance,completed,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00993,2026-09-04T12:23:43Z,MGMT-01,NT AUTHORITY\SYSTEM,\ACME\Patch\DailyScan,completed,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01415,2026-09-04T12:28:40Z,MGMT-01,ACME\svc_patch,\ACME\Patch\DailyScan,started,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-01688,2026-09-04T12:32:10Z,APP-03,ACME\svc_patch,\Microsoft\Windows\DiskCleanup,completed,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00063,2026-09-04T12:32:26Z,JUMP-01,ACME\admin.ops,\Microsoft\Windows\DiskCleanup,created,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-01772,2026-09-04T12:33:38Z,DC-01,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,completed,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00462,2026-09-04T12:38:12Z,JUMP-01,ACME\kpatel,\ACME\Patch\DailyScan,completed,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00555,2026-09-04T12:39:58Z,HR-WS-22,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,completed,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01765,2026-09-04T12:54:00Z,MGMT-01,ACME\jsmith,\Microsoft\Windows\DiskCleanup,completed,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01703,2026-09-04T12:54:13Z,PATCH-01,ACME\kpatel,\ACME\Patch\DailyScan,created,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00207,2026-09-04T12:55:21Z,HR-WS-22,ACME\jsmith,\Microsoft\Windows\Update\Maintenance,completed,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01321,2026-09-04T13:02:06Z,FILE-02,ACME\admin.ops,\ACME\Patch\DailyScan,updated,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-01724,2026-09-04T13:03:46Z,DC-01,ACME\svc_patch,\Microsoft\Windows\Update\Maintenance,created,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01507,2026-09-04T13:22:27Z,DC-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\DiskCleanup,created,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00607,2026-09-04T13:25:17Z,DC-01,ACME\admin.ops,\ACME\Patch\DailyScan,started,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01253,2026-09-04T13:26:29Z,HR-WS-22,ACME\svc_patch,\ACME\Patch\DailyScan,created,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01474,2026-09-04T13:27:22Z,FILE-02,ACME\svc_patch,\Microsoft\Windows\Update\Maintenance,started,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
