event_id,_time,host,actor,service_name,display_name,action,image_path,start_type,service_account,classification,note
SVC-00015,2026-09-11T00:56:36Z,ENG-WS-17,ACME\jsmith,CcmExec,Windows Defender,stopped,C:\Windows\CCM\CcmExec.exe,auto,LocalSystem,benign,routine service activity
SVC-00288,2026-09-11T01:16:12Z,APP-06,ACME\svc_sccm,WinDefend,Print Spooler,stopped,C:\Windows\System32\svchost.exe,demand,NetworkService,benign,routine service activity
SVC-00357,2026-09-11T01:53:12Z,ENG-WS-17,ACME\svc_sccm,ACMEInventory,SMS Agent Host,queried,C:\Windows\System32\svchost.exe,demand,LocalSystem,benign,routine service activity
SVC-00471,2026-09-11T02:15:07Z,ENG-WS-17,ACME\svc_sccm,W32Time,Windows Time,queried,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,LocalSystem,benign,routine service activity
SVC-00497,2026-09-11T02:15:26Z,JUMP-01,ACME\adavis,CcmExec,SMS Agent Host,started,C:\Windows\System32\svchost.exe,demand,NetworkService,benign,routine service activity
SVC-00325,2026-09-11T02:21:04Z,SCCM-01,ACME\mturner,ACMEInventory,Windows Time,started,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,NetworkService,benign,routine service activity
SVC-00082,2026-09-11T02:28:29Z,OPS-WS-08,NT AUTHORITY\SYSTEM,CcmExec,SMS Agent Host,stopped,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,LocalSystem,benign,routine service activity
SVC-00209,2026-09-11T02:37:46Z,SCCM-01,ACME\jsmith,CcmExec,SMS Agent Host,started,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,LocalSystem,benign,routine service activity
SVC-00115,2026-09-11T02:37:48Z,APP-06,ACME\svc_sccm,WinDefend,Print Spooler,configuration_read,C:\Windows\System32\svchost.exe,demand,LocalSystem,benign,routine service activity
SVC-00298,2026-09-11T02:55:34Z,OPS-WS-08,NT AUTHORITY\SYSTEM,Spooler,Windows Time,started,C:\Windows\CCM\CcmExec.exe,auto,NetworkService,benign,routine service activity
SVC-00301,2026-09-11T03:06:04Z,JUMP-01,ACME\mturner,WinDefend,Windows Defender,queried,C:\Windows\System32\svchost.exe,demand,NetworkService,benign,routine service activity
SVC-00165,2026-09-11T03:12:05Z,JUMP-01,NT AUTHORITY\SYSTEM,CcmExec,SMS Agent Host,stopped,C:\Windows\CCM\CcmExec.exe,demand,LocalSystem,benign,routine service activity
SVC-00128,2026-09-11T03:18:36Z,APP-06,ACME\svc_sccm,CcmExec,ACME Inventory,queried,C:\Windows\System32\svchost.exe,auto,LocalSystem,benign,routine service activity
SVC-00314,2026-09-11T03:47:10Z,OPS-WS-08,ACME\adavis,ACMEInventory,Windows Time,started,C:\Windows\CCM\CcmExec.exe,auto,NetworkService,benign,routine service activity
SVC-00203,2026-09-11T03:47:14Z,JUMP-01,ACME\mturner,Spooler,ACME Inventory,configuration_read,C:\Windows\CCM\CcmExec.exe,auto,NetworkService,benign,routine service activity
SVC-00432,2026-09-11T03:56:25Z,JUMP-01,NT AUTHORITY\SYSTEM,ACMEInventory,Print Spooler,started,C:\Windows\System32\svchost.exe,demand,LocalSystem,benign,routine service activity
SVC-00433,2026-09-11T03:57:59Z,OPS-WS-08,NT AUTHORITY\SYSTEM,ACMEInventory,ACME Inventory,stopped,C:\Windows\CCM\CcmExec.exe,demand,NetworkService,benign,routine service activity
SVC-00022,2026-09-11T03:58:56Z,DC-01,ACME\svc_sccm,CcmExec,ACME Inventory,started,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,NetworkService,benign,routine service activity
SVC-00188,2026-09-11T04:00:56Z,ENG-WS-17,ACME\adavis,CcmExec,SMS Agent Host,configuration_read,C:\Windows\System32\svchost.exe,demand,NetworkService,benign,routine service activity
SVC-00436,2026-09-11T04:00:58Z,ENG-WS-17,NT AUTHORITY\SYSTEM,W32Time,Windows Time,started,C:\Windows\CCM\CcmExec.exe,auto,NetworkService,benign,routine service activity
SVC-00366,2026-09-11T04:03:39Z,SCCM-01,ACME\jsmith,CcmExec,Windows Defender,queried,C:\Windows\System32\svchost.exe,demand,NetworkService,benign,routine service activity
SVC-00212,2026-09-11T04:09:33Z,JUMP-01,ACME\adavis,WinDefend,Windows Defender,configuration_read,C:\Windows\System32\svchost.exe,demand,LocalSystem,benign,routine service activity
SVC-00046,2026-09-11T04:41:56Z,JUMP-01,ACME\mturner,ACMEInventory,ACME Inventory,started,C:\Windows\System32\svchost.exe,demand,NetworkService,benign,routine service activity
SVC-00378,2026-09-11T04:48:20Z,JUMP-01,ACME\mturner,Spooler,Print Spooler,started,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,LocalSystem,benign,routine service activity
SVC-00191,2026-09-11T05:03:30Z,OPS-WS-08,ACME\mturner,ACMEInventory,SMS Agent Host,stopped,C:\Windows\CCM\CcmExec.exe,auto,NetworkService,benign,routine service activity
SVC-00118,2026-09-11T05:27:43Z,DC-01,ACME\svc_sccm,CcmExec,ACME Inventory,configuration_read,C:\Windows\CCM\CcmExec.exe,demand,LocalSystem,benign,routine service activity
SVC-00461,2026-09-11T05:38:49Z,ENG-WS-17,ACME\adavis,WinDefend,ACME Inventory,configuration_read,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,LocalSystem,benign,routine service activity
SVC-00039,2026-09-11T05:40:36Z,FILE-03,ACME\svc_sccm,ACMEInventory,Windows Defender,stopped,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,NetworkService,benign,routine service activity
SVC-00182,2026-09-11T06:01:22Z,SCCM-01,ACME\jsmith,CcmExec,Print Spooler,queried,C:\Windows\CCM\CcmExec.exe,demand,NetworkService,benign,routine service activity
SVC-00494,2026-09-11T06:10:40Z,OPS-WS-08,NT AUTHORITY\SYSTEM,ACMEInventory,Print Spooler,queried,C:\Windows\CCM\CcmExec.exe,auto,NetworkService,benign,routine service activity
SVC-00131,2026-09-11T06:19:10Z,DC-01,ACME\adavis,Spooler,Windows Defender,configuration_read,C:\Windows\System32\svchost.exe,auto,NetworkService,benign,routine service activity
SVC-00185,2026-09-11T06:26:12Z,ENG-WS-17,ACME\jsmith,Spooler,Windows Time,stopped,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,NetworkService,benign,routine service activity
SVC-00312,2026-09-11T06:52:44Z,ENG-WS-17,ACME\jsmith,Spooler,Print Spooler,queried,C:\Windows\System32\svchost.exe,demand,NetworkService,benign,routine service activity
SVC-00372,2026-09-11T07:05:23Z,APP-06,ACME\adavis,WinDefend,Windows Time,queried,C:\Windows\System32\svchost.exe,demand,LocalSystem,benign,routine service activity
SVC-00116,2026-09-11T07:24:31Z,FILE-03,ACME\jsmith,CcmExec,ACME Inventory,started,C:\Windows\CCM\CcmExec.exe,auto,NetworkService,benign,routine service activity
SVC-00390,2026-09-11T07:27:34Z,JUMP-01,ACME\jsmith,ACMEInventory,ACME Inventory,started,C:\Windows\System32\svchost.exe,demand,LocalSystem,benign,routine service activity
SVC-00181,2026-09-11T07:37:32Z,FILE-03,ACME\adavis,WinDefend,ACME Inventory,queried,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,NetworkService,benign,routine service activity
SVC-00091,2026-09-11T07:52:12Z,APP-06,ACME\jsmith,WinDefend,ACME Inventory,configuration_read,C:\Windows\CCM\CcmExec.exe,demand,NetworkService,benign,routine service activity
SVC-00283,2026-09-11T08:03:59Z,SCCM-01,ACME\svc_sccm,CcmExec,ACME Inventory,queried,C:\Windows\CCM\CcmExec.exe,demand,LocalSystem,benign,routine service activity
SVC-00438,2026-09-11T08:13:47Z,APP-06,NT AUTHORITY\SYSTEM,W32Time,ACME Inventory,queried,C:\Windows\CCM\CcmExec.exe,demand,NetworkService,benign,routine service activity
SVC-00194,2026-09-11T08:14:21Z,FILE-03,ACME\mturner,ACMEInventory,Windows Defender,stopped,C:\Windows\CCM\CcmExec.exe,auto,NetworkService,benign,routine service activity
SVC-00373,2026-09-11T08:21:28Z,ENG-WS-17,ACME\jsmith,W32Time,Print Spooler,queried,C:\Windows\System32\svchost.exe,demand,NetworkService,benign,routine service activity
SVC-00297,2026-09-11T08:34:24Z,FILE-03,ACME\svc_sccm,W32Time,SMS Agent Host,started,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,LocalSystem,benign,routine service activity
SVC-00320,2026-09-11T08:48:15Z,DC-01,ACME\svc_sccm,WinDefend,Windows Time,stopped,C:\Windows\System32\svchost.exe,demand,LocalSystem,benign,routine service activity
SVC-00058,2026-09-11T08:51:01Z,SCCM-01,ACME\jsmith,W32Time,ACME Inventory,configuration_read,C:\Windows\CCM\CcmExec.exe,auto,LocalSystem,benign,routine service activity
SVC-00347,2026-09-11T08:53:24Z,OPS-WS-08,ACME\mturner,Spooler,ACME Inventory,configuration_read,C:\Windows\System32\svchost.exe,demand,LocalSystem,benign,routine service activity
SVC-00204,2026-09-11T09:07:53Z,FILE-03,NT AUTHORITY\SYSTEM,W32Time,Windows Time,started,C:\Windows\System32\svchost.exe,demand,LocalSystem,benign,routine service activity
SVC-00472,2026-09-11T09:11:23Z,DC-01,NT AUTHORITY\SYSTEM,CcmExec,Print Spooler,stopped,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,LocalSystem,benign,routine service activity
SVC-00064,2026-09-11T09:18:10Z,SCCM-01,NT AUTHORITY\SYSTEM,W32Time,Windows Defender,queried,C:\Windows\System32\svchost.exe,demand,LocalSystem,benign,routine service activity
SVC-00180,2026-09-11T09:18:19Z,OPS-WS-08,ACME\svc_sccm,CcmExec,Windows Defender,queried,C:\Windows\System32\svchost.exe,auto,NetworkService,benign,routine service activity
SVC-00346,2026-09-11T09:27:45Z,DC-01,ACME\mturner,Spooler,Windows Time,queried,C:\Windows\System32\svchost.exe,auto,NetworkService,benign,routine service activity
SVC-00239,2026-09-11T09:37:35Z,JUMP-01,ACME\mturner,Spooler,ACME Inventory,queried,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,NetworkService,benign,routine service activity
SVC-00176,2026-09-11T09:42:02Z,JUMP-01,NT AUTHORITY\SYSTEM,Spooler,Windows Time,queried,C:\Windows\System32\svchost.exe,auto,LocalSystem,benign,routine service activity
SVC-00376,2026-09-11T10:01:19Z,APP-06,ACME\svc_sccm,Spooler,ACME Inventory,configuration_read,C:\Windows\CCM\CcmExec.exe,demand,LocalSystem,benign,routine service activity
SVC-00218,2026-09-11T10:28:35Z,OPS-WS-08,ACME\adavis,Spooler,ACME Inventory,queried,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,LocalSystem,benign,routine service activity
SVC-00042,2026-09-11T10:44:18Z,JUMP-01,ACME\svc_sccm,WinDefend,Windows Defender,queried,C:\Windows\CCM\CcmExec.exe,auto,LocalSystem,benign,routine service activity
SVC-00404,2026-09-11T10:46:46Z,OPS-WS-08,ACME\svc_sccm,W32Time,Print Spooler,queried,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,NetworkService,benign,routine service activity
SVC-00036,2026-09-11T10:48:23Z,SCCM-01,NT AUTHORITY\SYSTEM,W32Time,ACME Inventory,started,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,LocalSystem,benign,routine service activity
SVC-00339,2026-09-11T10:48:54Z,FILE-03,ACME\adavis,ACMEInventory,Windows Time,started,C:\Windows\System32\svchost.exe,auto,NetworkService,benign,routine service activity
SVC-00134,2026-09-11T11:05:01Z,DC-01,ACME\adavis,CcmExec,SMS Agent Host,configuration_read,C:\Windows\System32\svchost.exe,auto,NetworkService,benign,routine service activity
SVC-00157,2026-09-11T11:08:56Z,OPS-WS-08,ACME\jsmith,W32Time,Windows Defender,stopped,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,NetworkService,benign,routine service activity
SVC-00416,2026-09-11T11:09:29Z,FILE-03,ACME\svc_sccm,CcmExec,Windows Defender,started,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,NetworkService,benign,routine service activity
SVC-00455,2026-09-11T11:16:29Z,SCCM-01,ACME\adavis,CcmExec,ACME Inventory,configuration_read,C:\Windows\System32\svchost.exe,auto,NetworkService,benign,routine service activity
SVC-00475,2026-09-11T11:17:01Z,DC-01,NT AUTHORITY\SYSTEM,ACMEInventory,Print Spooler,configuration_read,C:\Windows\System32\svchost.exe,auto,LocalSystem,benign,routine service activity
SVC-00009,2026-09-11T11:23:29Z,JUMP-01,ACME\mturner,W32Time,Print Spooler,started,C:\Windows\System32\svchost.exe,demand,LocalSystem,benign,routine service activity
SVC-00097,2026-09-11T11:34:56Z,OPS-WS-08,ACME\jsmith,W32Time,ACME Inventory,configuration_read,C:\Windows\CCM\CcmExec.exe,auto,LocalSystem,benign,routine service activity
SVC-00465,2026-09-11T11:49:13Z,ENG-WS-17,NT AUTHORITY\SYSTEM,Spooler,Windows Defender,configuration_read,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,NetworkService,benign,routine service activity
SVC-00307,2026-09-11T11:53:14Z,FILE-03,NT AUTHORITY\SYSTEM,W32Time,Windows Defender,queried,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,LocalSystem,benign,routine service activity
