id,_time,host,user,item,target,source,provenance,classification
START-N-04153,2026-09-22T23:53:25Z,DC-01,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-04372,2026-09-22T23:53:37Z,PATCH-01,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-01175,2026-09-22T23:53:53Z,HR-WS-22,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-00801,2026-09-22T23:54:05Z,DC-01,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-01734,2026-09-22T23:55:08Z,APP-06,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-04473,2026-09-22T23:55:09Z,APP-06,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-01750,2026-09-22T23:55:39Z,HR-WS-08,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-00656,2026-09-22T23:55:57Z,FIN-WS-09,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-05858,2026-09-22T23:57:12Z,FIN-WS-09,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-00400,2026-09-22T23:58:19Z,DC-01,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-02907,2026-09-22T23:58:31Z,FIN-WS-09,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-08013,2026-09-22T23:59:42Z,ENG-WS-17,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-07043,2026-09-22T23:59:45Z,HR-WS-22,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-05895,2026-09-22T23:59:51Z,MGMT-01,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-06649,2026-09-23T00:00:06Z,PATCH-01,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-01457,2026-09-23T00:02:01Z,DC-01,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-00147,2026-09-23T00:02:03Z,HR-WS-08,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-02067,2026-09-23T00:02:37Z,ENG-WS-17,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-00625,2026-09-23T00:04:54Z,HR-WS-22,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-05372,2026-09-23T00:06:29Z,FIN-WS-09,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-03669,2026-09-23T00:07:21Z,FIN-WS-09,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-08232,2026-09-23T00:07:32Z,PATCH-01,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-04952,2026-09-23T00:07:43Z,ENG-WS-17,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-09527,2026-09-23T00:10:02Z,HR-WS-22,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-02484,2026-09-23T00:10:05Z,ENG-WS-17,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-04190,2026-09-23T00:10:17Z,HR-WS-22,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-00859,2026-09-23T00:10:32Z,DC-01,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-01250,2026-09-23T00:11:10Z,PATCH-01,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-06214,2026-09-23T00:11:13Z,APP-06,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-02529,2026-09-23T00:11:24Z,ENG-WS-17,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-01537,2026-09-23T00:12:16Z,PATCH-01,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-07161,2026-09-23T00:12:48Z,HR-WS-08,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-09535,2026-09-23T00:14:42Z,HR-WS-08,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-01961,2026-09-23T00:14:53Z,DC-01,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-02594,2026-09-23T00:14:55Z,DC-01,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-06722,2026-09-23T00:15:01Z,DC-01,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-07944,2026-09-23T00:15:09Z,PATCH-01,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-06071,2026-09-23T00:16:58Z,HR-WS-22,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-08131,2026-09-23T00:17:02Z,ENG-WS-17,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-07334,2026-09-23T00:17:28Z,PATCH-01,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-06431,2026-09-23T00:17:34Z,PATCH-01,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-02840,2026-09-23T00:18:00Z,FIN-WS-09,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-06626,2026-09-23T00:18:08Z,HR-WS-22,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-07977,2026-09-23T00:18:16Z,FIN-WS-09,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-00760,2026-09-23T00:18:35Z,APP-06,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-04822,2026-09-23T00:18:56Z,HR-WS-22,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-02885,2026-09-23T00:19:14Z,FIN-WS-09,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-01156,2026-09-23T00:19:21Z,MGMT-01,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-07474,2026-09-23T00:19:50Z,PATCH-01,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-04749,2026-09-23T00:19:52Z,FIN-WS-09,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-02957,2026-09-23T00:19:57Z,DC-01,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-00792,2026-09-23T00:20:05Z,HR-WS-22,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-09248,2026-09-23T00:20:09Z,APP-06,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-05699,2026-09-23T00:20:24Z,MGMT-01,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-01056,2026-09-23T00:21:02Z,FIN-WS-09,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-01413,2026-09-23T00:21:18Z,DC-01,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-06925,2026-09-23T00:21:29Z,PATCH-01,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-05306,2026-09-23T00:22:02Z,FIN-WS-09,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-08698,2026-09-23T00:22:47Z,FIN-WS-09,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-08195,2026-09-23T00:23:50Z,FIN-WS-09,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-06614,2026-09-23T00:23:55Z,ENG-WS-17,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-07052,2026-09-23T00:24:07Z,APP-06,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-02605,2026-09-23T00:24:33Z,APP-06,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-06521,2026-09-23T00:25:18Z,FIN-WS-09,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-07850,2026-09-23T00:25:42Z,HR-WS-22,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-07197,2026-09-23T00:27:25Z,FIN-WS-09,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-04048,2026-09-23T00:28:06Z,FIN-WS-09,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-06471,2026-09-23T00:28:11Z,DC-01,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-09690,2026-09-23T00:29:29Z,FIN-WS-09,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-00723,2026-09-23T00:29:46Z,HR-WS-08,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-09285,2026-09-23T00:30:01Z,HR-WS-08,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-07922,2026-09-23T00:30:51Z,DC-01,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-00130,2026-09-23T00:31:12Z,PATCH-01,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-00582,2026-09-23T00:31:21Z,PATCH-01,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-03355,2026-09-23T00:32:03Z,APP-06,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-05826,2026-09-23T00:32:11Z,APP-06,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-02734,2026-09-23T00:32:15Z,PATCH-01,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-03258,2026-09-23T00:33:17Z,PATCH-01,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-03807,2026-09-23T00:33:29Z,FIN-WS-09,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-05822,2026-09-23T00:33:37Z,PATCH-01,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-05893,2026-09-23T00:33:40Z,HR-WS-22,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-00055,2026-09-23T00:33:44Z,ENG-WS-17,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-07503,2026-09-23T00:34:05Z,FIN-WS-09,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-04084,2026-09-23T00:34:32Z,PATCH-01,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-05628,2026-09-23T00:34:56Z,DC-01,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-07016,2026-09-23T00:35:14Z,HR-WS-22,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-04420,2026-09-23T00:35:44Z,APP-06,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-00572,2026-09-23T00:35:50Z,HR-WS-22,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-04853,2026-09-23T00:36:25Z,HR-WS-08,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-05985,2026-09-23T00:36:31Z,PATCH-01,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-06278,2026-09-23T00:36:59Z,ENG-WS-17,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-08574,2026-09-23T00:37:18Z,MGMT-01,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-01358,2026-09-23T00:38:11Z,HR-WS-08,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-05831,2026-09-23T00:38:16Z,PATCH-01,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-06364,2026-09-23T00:38:49Z,ENG-WS-17,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-07566,2026-09-23T00:39:54Z,HR-WS-08,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-08662,2026-09-23T00:40:57Z,HR-WS-22,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-09499,2026-09-23T00:41:09Z,APP-06,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-03320,2026-09-23T00:41:18Z,ENG-WS-17,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-06781,2026-09-23T00:42:10Z,MGMT-01,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-00414,2026-09-23T00:42:55Z,HR-WS-08,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-05335,2026-09-23T00:43:40Z,APP-06,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-01578,2026-09-23T00:44:12Z,PATCH-01,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-00058,2026-09-23T00:45:15Z,HR-WS-08,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-01807,2026-09-23T00:45:46Z,PATCH-01,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-01235,2026-09-23T00:47:45Z,HR-WS-22,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-05968,2026-09-23T00:47:46Z,MGMT-01,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-06396,2026-09-23T00:48:07Z,HR-WS-22,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-02377,2026-09-23T00:48:09Z,HR-WS-22,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-09869,2026-09-23T00:48:16Z,PATCH-01,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-02045,2026-09-23T00:48:30Z,MGMT-01,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-09106,2026-09-23T00:48:46Z,APP-06,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-09784,2026-09-23T00:49:15Z,ENG-WS-17,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-04554,2026-09-23T00:49:32Z,APP-06,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-07954,2026-09-23T00:49:50Z,APP-06,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-02641,2026-09-23T00:50:17Z,DC-01,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-06883,2026-09-23T00:50:54Z,ENG-WS-17,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-07081,2026-09-23T00:50:56Z,DC-01,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-09114,2026-09-23T00:52:40Z,APP-06,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-04760,2026-09-23T00:52:44Z,MGMT-01,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-01296,2026-09-23T00:53:01Z,MGMT-01,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-08083,2026-09-23T00:53:23Z,PATCH-01,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-07799,2026-09-23T00:54:07Z,FIN-WS-09,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-01237,2026-09-23T00:54:21Z,MGMT-01,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-09195,2026-09-23T00:55:02Z,HR-WS-08,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-01739,2026-09-23T00:55:14Z,DC-01,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-02691,2026-09-23T00:55:32Z,PATCH-01,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-05379,2026-09-23T00:55:36Z,PATCH-01,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-01337,2026-09-23T00:57:27Z,ENG-WS-17,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-05485,2026-09-23T00:58:24Z,HR-WS-08,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-06644,2026-09-23T00:59:40Z,DC-01,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-05202,2026-09-23T00:59:57Z,MGMT-01,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-04795,2026-09-23T01:00:38Z,APP-06,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-02138,2026-09-23T01:01:01Z,HR-WS-22,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-05850,2026-09-23T01:01:05Z,DC-01,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-05453,2026-09-23T01:01:15Z,MGMT-01,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-05676,2026-09-23T01:01:57Z,PATCH-01,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-01997,2026-09-23T01:02:46Z,PATCH-01,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-00996,2026-09-23T01:04:03Z,DC-01,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-02853,2026-09-23T01:04:03Z,MGMT-01,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-01485,2026-09-23T01:05:05Z,HR-WS-08,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-06284,2026-09-23T01:05:06Z,FIN-WS-09,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-07525,2026-09-23T01:05:08Z,HR-WS-08,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-05871,2026-09-23T01:05:49Z,ENG-WS-17,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-06954,2026-09-23T01:06:25Z,PATCH-01,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-09575,2026-09-23T01:07:32Z,FIN-WS-09,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-00113,2026-09-23T01:07:36Z,MGMT-01,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-01690,2026-09-23T01:08:38Z,PATCH-01,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-09445,2026-09-23T01:09:18Z,HR-WS-22,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-09610,2026-09-23T01:09:25Z,APP-06,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-00048,2026-09-23T01:09:35Z,HR-WS-08,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-06809,2026-09-23T01:09:43Z,HR-WS-08,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-08859,2026-09-23T01:10:13Z,APP-06,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-09083,2026-09-23T01:10:26Z,DC-01,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-04090,2026-09-23T01:10:53Z,HR-WS-08,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-03140,2026-09-23T01:10:56Z,HR-WS-08,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-06753,2026-09-23T01:11:25Z,HR-WS-22,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-07356,2026-09-23T01:11:57Z,DC-01,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-01364,2026-09-23T01:12:05Z,HR-WS-08,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-00007,2026-09-23T01:13:39Z,HR-WS-08,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-09878,2026-09-23T01:13:58Z,APP-06,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-09731,2026-09-23T01:14:33Z,FIN-WS-09,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-08064,2026-09-23T01:14:50Z,HR-WS-22,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-08691,2026-09-23T01:14:52Z,APP-06,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-00667,2026-09-23T01:14:56Z,APP-06,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-01146,2026-09-23T01:15:04Z,PATCH-01,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-00941,2026-09-23T01:15:58Z,DC-01,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-09198,2026-09-23T01:16:49Z,FIN-WS-09,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-02459,2026-09-23T01:17:22Z,HR-WS-22,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-00233,2026-09-23T01:18:05Z,ENG-WS-17,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-06511,2026-09-23T01:18:15Z,PATCH-01,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-01154,2026-09-23T01:18:38Z,ENG-WS-17,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-01293,2026-09-23T01:20:36Z,HR-WS-22,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-09550,2026-09-23T01:21:14Z,APP-06,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-06749,2026-09-23T01:22:55Z,ENG-WS-17,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-09865,2026-09-23T01:23:17Z,HR-WS-08,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-00503,2026-09-23T01:24:46Z,MGMT-01,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-04405,2026-09-23T01:25:46Z,FIN-WS-09,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-08221,2026-09-23T01:26:08Z,PATCH-01,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-02244,2026-09-23T01:26:18Z,DC-01,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-07247,2026-09-23T01:26:41Z,PATCH-01,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-02844,2026-09-23T01:26:45Z,DC-01,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-07848,2026-09-23T01:28:32Z,APP-06,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-03029,2026-09-23T01:29:18Z,ENG-WS-17,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-07788,2026-09-23T01:29:30Z,APP-06,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-06024,2026-09-23T01:31:08Z,APP-06,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-05892,2026-09-23T01:31:30Z,HR-WS-22,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-05937,2026-09-23T01:31:40Z,APP-06,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-01693,2026-09-23T01:32:12Z,FIN-WS-09,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-04520,2026-09-23T01:32:49Z,ENG-WS-17,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-09111,2026-09-23T01:35:04Z,ENG-WS-17,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-07056,2026-09-23T01:35:14Z,HR-WS-22,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-06966,2026-09-23T01:35:45Z,ENG-WS-17,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-02104,2026-09-23T01:36:44Z,ENG-WS-17,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-09431,2026-09-23T01:37:22Z,FIN-WS-09,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-04519,2026-09-23T01:37:41Z,MGMT-01,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-09388,2026-09-23T01:38:08Z,MGMT-01,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-05406,2026-09-23T01:38:12Z,APP-06,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-07823,2026-09-23T01:38:19Z,DC-01,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-06518,2026-09-23T01:38:29Z,APP-06,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-02033,2026-09-23T01:40:18Z,MGMT-01,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-01079,2026-09-23T01:40:26Z,PATCH-01,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-03457,2026-09-23T01:40:55Z,PATCH-01,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-06819,2026-09-23T01:41:08Z,MGMT-01,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-06821,2026-09-23T01:41:36Z,MGMT-01,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-09845,2026-09-23T01:42:33Z,HR-WS-22,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-07321,2026-09-23T01:42:41Z,APP-06,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-00220,2026-09-23T01:42:52Z,FIN-WS-09,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-05874,2026-09-23T01:45:49Z,MGMT-01,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-00847,2026-09-23T01:47:01Z,FIN-WS-09,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-05877,2026-09-23T01:47:21Z,HR-WS-22,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-03994,2026-09-23T01:48:23Z,HR-WS-08,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-05882,2026-09-23T01:50:34Z,FIN-WS-09,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-03654,2026-09-23T01:50:41Z,HR-WS-08,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-00899,2026-09-23T01:51:37Z,ENG-WS-17,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-09048,2026-09-23T01:52:27Z,PATCH-01,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-08535,2026-09-23T01:52:38Z,MGMT-01,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-02762,2026-09-23T01:52:48Z,APP-06,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-07444,2026-09-23T01:53:46Z,APP-06,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-02285,2026-09-23T01:54:30Z,HR-WS-22,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-04887,2026-09-23T01:55:03Z,HR-WS-22,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-02259,2026-09-23T01:55:44Z,ENG-WS-17,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-01120,2026-09-23T01:55:47Z,HR-WS-08,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-04271,2026-09-23T01:55:59Z,DC-01,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-00965,2026-09-23T01:57:02Z,PATCH-01,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-06500,2026-09-23T01:57:31Z,MGMT-01,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-03115,2026-09-23T01:58:11Z,PATCH-01,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-05145,2026-09-23T01:58:19Z,ENG-WS-17,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-06771,2026-09-23T01:58:37Z,HR-WS-08,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-07606,2026-09-23T01:59:03Z,FIN-WS-09,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-04885,2026-09-23T01:59:51Z,ENG-WS-17,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-02607,2026-09-23T02:00:10Z,DC-01,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-08058,2026-09-23T02:00:57Z,FIN-WS-09,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-07543,2026-09-23T02:01:05Z,HR-WS-22,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-03756,2026-09-23T02:01:11Z,APP-06,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
