id,_time,host,user,service,display,image_path,account,creator,provenance,classification
SVC-N-04262,2026-09-22T08:56:07Z,DC-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07116,2026-09-22T08:58:31Z,ENG-WS-17,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09431,2026-09-22T09:01:38Z,PATCH-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08731,2026-09-22T09:02:52Z,HR-WS-22,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08671,2026-09-22T09:03:09Z,ENG-WS-17,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-04566,2026-09-22T09:03:11Z,DC-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09674,2026-09-22T09:04:11Z,HR-WS-08,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08143,2026-09-22T09:04:20Z,PATCH-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08556,2026-09-22T09:05:31Z,ENG-WS-17,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08307,2026-09-22T09:05:46Z,HR-WS-08,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-05938,2026-09-22T09:06:00Z,DC-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07268,2026-09-22T09:08:24Z,FIN-WS-09,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-02091,2026-09-22T09:08:31Z,APP-06,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00709,2026-09-22T09:08:38Z,HR-WS-22,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07572,2026-09-22T09:08:42Z,MGMT-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-04583,2026-09-22T09:09:27Z,HR-WS-22,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-05040,2026-09-22T09:09:43Z,HR-WS-22,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-02608,2026-09-22T09:09:54Z,APP-06,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-01550,2026-09-22T09:10:02Z,HR-WS-08,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07634,2026-09-22T09:10:39Z,APP-06,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00524,2026-09-22T09:10:56Z,FIN-WS-09,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-05036,2026-09-22T09:11:25Z,FIN-WS-09,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-06558,2026-09-22T09:11:52Z,MGMT-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-01241,2026-09-22T09:12:08Z,MGMT-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09180,2026-09-22T09:12:28Z,FIN-WS-09,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00512,2026-09-22T09:12:35Z,HR-WS-22,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07089,2026-09-22T09:13:47Z,ENG-WS-17,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08176,2026-09-22T09:14:00Z,HR-WS-22,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00499,2026-09-22T09:14:40Z,DC-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07639,2026-09-22T09:14:44Z,HR-WS-22,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-06415,2026-09-22T09:15:50Z,ENG-WS-17,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07679,2026-09-22T09:16:14Z,APP-06,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-03917,2026-09-22T09:16:53Z,HR-WS-22,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-02742,2026-09-22T09:16:54Z,DC-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07961,2026-09-22T09:17:18Z,ENG-WS-17,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09643,2026-09-22T09:18:08Z,FIN-WS-09,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-02398,2026-09-22T09:18:11Z,MGMT-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-04085,2026-09-22T09:18:14Z,PATCH-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07339,2026-09-22T09:18:16Z,ENG-WS-17,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00310,2026-09-22T09:18:59Z,MGMT-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07426,2026-09-22T09:19:25Z,APP-06,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-03025,2026-09-22T09:19:32Z,DC-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08735,2026-09-22T09:19:34Z,MGMT-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-01206,2026-09-22T09:19:35Z,HR-WS-08,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-02539,2026-09-22T09:19:54Z,PATCH-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00110,2026-09-22T09:21:00Z,ENG-WS-17,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-04297,2026-09-22T09:21:15Z,HR-WS-08,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-01589,2026-09-22T09:21:49Z,FIN-WS-09,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-04239,2026-09-22T09:22:10Z,FIN-WS-09,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08919,2026-09-22T09:22:34Z,APP-06,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00244,2026-09-22T09:22:47Z,HR-WS-08,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08758,2026-09-22T09:22:53Z,PATCH-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00319,2026-09-22T09:23:37Z,APP-06,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-06809,2026-09-22T09:23:56Z,FIN-WS-09,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-06525,2026-09-22T09:24:29Z,APP-06,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-04414,2026-09-22T09:25:09Z,MGMT-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00029,2026-09-22T09:27:24Z,DC-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08916,2026-09-22T09:29:22Z,FIN-WS-09,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-02731,2026-09-22T09:29:34Z,HR-WS-22,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-03735,2026-09-22T09:29:54Z,FIN-WS-09,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-02895,2026-09-22T09:30:32Z,FIN-WS-09,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-03161,2026-09-22T09:30:37Z,FIN-WS-09,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-02618,2026-09-22T09:30:39Z,ENG-WS-17,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09646,2026-09-22T09:31:12Z,MGMT-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07834,2026-09-22T09:31:25Z,DC-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09017,2026-09-22T09:31:53Z,MGMT-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-02980,2026-09-22T09:32:08Z,APP-06,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00010,2026-09-22T09:32:26Z,FIN-WS-09,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09078,2026-09-22T09:32:42Z,PATCH-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-01326,2026-09-22T09:33:06Z,APP-06,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-05449,2026-09-22T09:33:24Z,APP-06,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-01467,2026-09-22T09:34:39Z,ENG-WS-17,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-04096,2026-09-22T09:34:51Z,FIN-WS-09,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-06923,2026-09-22T09:35:06Z,DC-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00927,2026-09-22T09:36:39Z,DC-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-04911,2026-09-22T09:37:43Z,ENG-WS-17,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-02008,2026-09-22T09:38:10Z,ENG-WS-17,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09006,2026-09-22T09:38:21Z,DC-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08673,2026-09-22T09:38:24Z,FIN-WS-09,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-06010,2026-09-22T09:38:35Z,MGMT-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-04365,2026-09-22T09:39:46Z,FIN-WS-09,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-01820,2026-09-22T09:40:22Z,DC-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-05442,2026-09-22T09:40:23Z,PATCH-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-06347,2026-09-22T09:40:30Z,APP-06,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08706,2026-09-22T09:41:02Z,FIN-WS-09,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-05735,2026-09-22T09:41:22Z,ENG-WS-17,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-06862,2026-09-22T09:42:03Z,ENG-WS-17,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08024,2026-09-22T09:43:10Z,HR-WS-08,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-06503,2026-09-22T09:44:48Z,DC-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09119,2026-09-22T09:47:22Z,FIN-WS-09,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09210,2026-09-22T09:47:45Z,ENG-WS-17,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08873,2026-09-22T09:48:00Z,ENG-WS-17,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00874,2026-09-22T09:48:13Z,ENG-WS-17,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07072,2026-09-22T09:50:19Z,HR-WS-22,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-04334,2026-09-22T09:50:30Z,APP-06,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08888,2026-09-22T09:50:55Z,ENG-WS-17,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-02125,2026-09-22T09:51:42Z,FIN-WS-09,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-02883,2026-09-22T09:52:38Z,ENG-WS-17,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-02275,2026-09-22T09:53:03Z,DC-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-03829,2026-09-22T09:53:42Z,HR-WS-08,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-04439,2026-09-22T09:53:43Z,DC-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00568,2026-09-22T09:55:00Z,HR-WS-22,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00994,2026-09-22T09:56:21Z,HR-WS-22,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-02953,2026-09-22T09:57:00Z,APP-06,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08958,2026-09-22T09:57:06Z,HR-WS-22,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-03703,2026-09-22T09:59:03Z,MGMT-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00857,2026-09-22T09:59:29Z,MGMT-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07799,2026-09-22T09:59:35Z,HR-WS-22,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-03231,2026-09-22T10:00:10Z,PATCH-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00315,2026-09-22T10:00:26Z,DC-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-02824,2026-09-22T10:00:30Z,FIN-WS-09,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-01571,2026-09-22T10:00:43Z,HR-WS-08,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07274,2026-09-22T10:01:23Z,PATCH-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-05493,2026-09-22T10:01:25Z,HR-WS-22,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-01858,2026-09-22T10:01:55Z,APP-06,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00286,2026-09-22T10:01:58Z,DC-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-02487,2026-09-22T10:02:31Z,FIN-WS-09,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09242,2026-09-22T10:02:44Z,ENG-WS-17,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00549,2026-09-22T10:02:51Z,HR-WS-08,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07424,2026-09-22T10:04:40Z,ENG-WS-17,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08670,2026-09-22T10:04:50Z,PATCH-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-05625,2026-09-22T10:05:16Z,ENG-WS-17,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-04314,2026-09-22T10:06:17Z,PATCH-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-06654,2026-09-22T10:06:41Z,DC-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-04463,2026-09-22T10:06:45Z,HR-WS-22,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-01298,2026-09-22T10:06:55Z,DC-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-03792,2026-09-22T10:07:08Z,HR-WS-22,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07012,2026-09-22T10:07:09Z,FIN-WS-09,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09139,2026-09-22T10:07:51Z,DC-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08274,2026-09-22T10:08:17Z,ENG-WS-17,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00902,2026-09-22T10:08:38Z,APP-06,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-03865,2026-09-22T10:09:06Z,FIN-WS-09,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00924,2026-09-22T10:10:34Z,MGMT-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07467,2026-09-22T10:10:37Z,DC-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-05331,2026-09-22T10:10:38Z,HR-WS-08,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-05823,2026-09-22T10:11:31Z,FIN-WS-09,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09565,2026-09-22T10:11:47Z,APP-06,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08447,2026-09-22T10:11:56Z,APP-06,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08094,2026-09-22T10:12:56Z,HR-WS-08,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-01370,2026-09-22T10:14:52Z,ENG-WS-17,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-06492,2026-09-22T10:15:40Z,DC-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00801,2026-09-22T10:15:47Z,ENG-WS-17,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07093,2026-09-22T10:15:51Z,MGMT-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-02813,2026-09-22T10:16:45Z,DC-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-04593,2026-09-22T10:16:52Z,APP-06,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-05151,2026-09-22T10:17:08Z,APP-06,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07614,2026-09-22T10:17:30Z,DC-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-01929,2026-09-22T10:17:42Z,MGMT-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00912,2026-09-22T10:18:28Z,HR-WS-22,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00008,2026-09-22T10:19:16Z,HR-WS-08,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-02753,2026-09-22T10:19:17Z,PATCH-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-03142,2026-09-22T10:19:49Z,MGMT-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-06034,2026-09-22T10:19:56Z,APP-06,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-03578,2026-09-22T10:20:18Z,ENG-WS-17,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-01708,2026-09-22T10:22:31Z,ENG-WS-17,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-03221,2026-09-22T10:22:41Z,DC-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08635,2026-09-22T10:23:11Z,HR-WS-22,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00538,2026-09-22T10:23:58Z,DC-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-05212,2026-09-22T10:24:03Z,FIN-WS-09,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-05839,2026-09-22T10:24:31Z,PATCH-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-02289,2026-09-22T10:24:32Z,ENG-WS-17,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-02678,2026-09-22T10:24:51Z,FIN-WS-09,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-01387,2026-09-22T10:25:53Z,ENG-WS-17,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-05632,2026-09-22T10:25:57Z,ENG-WS-17,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09073,2026-09-22T10:25:59Z,APP-06,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-01834,2026-09-22T10:28:02Z,PATCH-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-05595,2026-09-22T10:28:12Z,PATCH-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-02451,2026-09-22T10:31:09Z,MGMT-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00903,2026-09-22T10:31:39Z,FIN-WS-09,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00834,2026-09-22T10:31:46Z,MGMT-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09877,2026-09-22T10:31:48Z,APP-06,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08106,2026-09-22T10:32:53Z,HR-WS-22,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07073,2026-09-22T10:33:32Z,ENG-WS-17,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-05818,2026-09-22T10:33:44Z,FIN-WS-09,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09027,2026-09-22T10:34:08Z,DC-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-01293,2026-09-22T10:34:23Z,PATCH-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09665,2026-09-22T10:35:21Z,PATCH-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00038,2026-09-22T10:35:36Z,HR-WS-08,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09842,2026-09-22T10:35:56Z,HR-WS-22,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-06074,2026-09-22T10:35:58Z,HR-WS-22,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07698,2026-09-22T10:37:41Z,PATCH-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07317,2026-09-22T10:38:14Z,HR-WS-22,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-06991,2026-09-22T10:38:42Z,DC-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-05393,2026-09-22T10:39:58Z,ENG-WS-17,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-02259,2026-09-22T10:40:19Z,PATCH-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-06552,2026-09-22T10:40:20Z,ENG-WS-17,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09202,2026-09-22T10:40:27Z,HR-WS-08,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08750,2026-09-22T10:40:49Z,APP-06,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-04912,2026-09-22T10:40:57Z,MGMT-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-01074,2026-09-22T10:41:19Z,MGMT-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-03924,2026-09-22T10:41:26Z,APP-06,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07150,2026-09-22T10:41:28Z,HR-WS-22,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00860,2026-09-22T10:41:30Z,APP-06,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07847,2026-09-22T10:42:09Z,MGMT-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
