id,_time,host,user,signal,severity,classification
CAP-N-09366,2026-09-22T22:54:34Z,ENG-WS-17,SYSTEM,admin task review,low,context
CAP-N-09198,2026-09-22T22:56:46Z,MGMT-01,ACME\\svc_patch,service inventory,low,context
CAP-N-07961,2026-09-22T22:56:54Z,PATCH-01,SYSTEM,admin task review,medium,context
CAP-N-07924,2026-09-22T22:57:27Z,HR-WS-08,ACME\\mgarcia,service inventory,medium,context
CAP-N-07102,2026-09-22T22:57:44Z,HR-WS-22,ACME\\svc_patch,startup inventory,low,context
CAP-N-06132,2026-09-22T22:57:54Z,FIN-WS-09,ACME\\jsmith,service inventory,medium,context
CAP-N-07669,2026-09-22T22:58:22Z,APP-06,ACME\\mgarcia,startup inventory,medium,context
CAP-N-03933,2026-09-22T22:58:34Z,APP-06,SYSTEM,startup inventory,low,context
CAP-N-00718,2026-09-22T22:58:46Z,FIN-WS-09,SYSTEM,startup inventory,medium,context
CAP-N-09417,2026-09-22T22:58:57Z,DC-01,ACME\\mgarcia,service inventory,low,context
CAP-N-04777,2026-09-22T22:58:59Z,HR-WS-08,ACME\\svc_patch,service inventory,low,context
CAP-N-02841,2026-09-22T22:59:27Z,MGMT-01,ACME\\mgarcia,startup inventory,medium,context
CAP-N-02678,2026-09-22T23:00:02Z,APP-06,ACME\\jsmith,service inventory,medium,context
CAP-N-02538,2026-09-22T23:01:30Z,FIN-WS-09,ACME\\mgarcia,admin task review,low,context
CAP-N-07555,2026-09-22T23:02:46Z,ENG-WS-17,ACME\\mgarcia,service inventory,medium,context
CAP-N-01582,2026-09-22T23:04:26Z,MGMT-01,ACME\\lchen,service inventory,medium,context
CAP-N-07049,2026-09-22T23:06:32Z,FIN-WS-09,ACME\\svc_patch,startup inventory,medium,context
CAP-N-07566,2026-09-22T23:06:58Z,PATCH-01,ACME\\mgarcia,admin task review,low,context
CAP-N-02482,2026-09-22T23:07:13Z,FIN-WS-09,ACME\\svc_patch,service inventory,low,context
CAP-N-08289,2026-09-22T23:07:59Z,FIN-WS-09,SYSTEM,startup inventory,medium,context
CAP-N-02804,2026-09-22T23:08:27Z,DC-01,SYSTEM,service inventory,medium,context
CAP-N-02261,2026-09-22T23:08:45Z,PATCH-01,ACME\\mgarcia,admin task review,low,context
CAP-N-05060,2026-09-22T23:09:00Z,PATCH-01,ACME\\mgarcia,admin task review,low,context
CAP-N-09729,2026-09-22T23:09:10Z,PATCH-01,ACME\\jsmith,service inventory,low,context
CAP-N-06719,2026-09-22T23:09:11Z,HR-WS-08,ACME\\jsmith,admin task review,medium,context
CAP-N-05820,2026-09-22T23:09:13Z,MGMT-01,ACME\\svc_patch,startup inventory,low,context
CAP-N-03367,2026-09-22T23:09:33Z,HR-WS-08,SYSTEM,startup inventory,medium,context
CAP-N-01768,2026-09-22T23:11:56Z,MGMT-01,SYSTEM,admin task review,medium,context
CAP-N-07929,2026-09-22T23:11:59Z,DC-01,SYSTEM,service inventory,low,context
CAP-N-06417,2026-09-22T23:12:14Z,ENG-WS-17,ACME\\jsmith,service inventory,low,context
CAP-N-06686,2026-09-22T23:12:15Z,HR-WS-22,ACME\\jsmith,startup inventory,medium,context
CAP-N-02838,2026-09-22T23:12:45Z,APP-06,ACME\\mgarcia,startup inventory,medium,context
CAP-N-04004,2026-09-22T23:13:00Z,MGMT-01,ACME\\mgarcia,startup inventory,low,context
CAP-N-01005,2026-09-22T23:14:37Z,DC-01,ACME\\svc_patch,admin task review,medium,context
CAP-N-04077,2026-09-22T23:14:45Z,DC-01,ACME\\jsmith,admin task review,low,context
CAP-N-00408,2026-09-22T23:14:54Z,PATCH-01,ACME\\svc_patch,startup inventory,low,context
CAP-N-06691,2026-09-22T23:15:23Z,ENG-WS-17,ACME\\mgarcia,startup inventory,medium,context
CAP-N-08880,2026-09-22T23:15:23Z,MGMT-01,ACME\\mgarcia,service inventory,low,context
CAP-N-06124,2026-09-22T23:15:37Z,HR-WS-22,ACME\\lchen,startup inventory,low,context
CAP-N-05827,2026-09-22T23:15:54Z,HR-WS-08,ACME\\lchen,startup inventory,low,context
CAP-N-01653,2026-09-22T23:16:19Z,DC-01,ACME\\lchen,startup inventory,medium,context
CAP-N-09214,2026-09-22T23:17:00Z,PATCH-01,ACME\\jsmith,service inventory,medium,context
CAP-N-03892,2026-09-22T23:17:02Z,FIN-WS-09,ACME\\lchen,startup inventory,medium,context
CAP-N-00351,2026-09-22T23:18:02Z,APP-06,ACME\\svc_patch,admin task review,medium,context
CAP-N-03681,2026-09-22T23:18:36Z,PATCH-01,ACME\\svc_patch,startup inventory,medium,context
CAP-N-05869,2026-09-22T23:20:33Z,HR-WS-22,ACME\\lchen,startup inventory,medium,context
CAP-N-03147,2026-09-22T23:20:50Z,HR-WS-22,ACME\\mgarcia,startup inventory,low,context
CAP-N-07907,2026-09-22T23:21:14Z,DC-01,SYSTEM,admin task review,low,context
CAP-N-09271,2026-09-22T23:21:28Z,ENG-WS-17,SYSTEM,admin task review,low,context
CAP-N-05770,2026-09-22T23:21:42Z,ENG-WS-17,SYSTEM,startup inventory,medium,context
CAP-N-00030,2026-09-22T23:21:45Z,HR-WS-08,ACME\\lchen,startup inventory,medium,context
CAP-N-08186,2026-09-22T23:22:24Z,FIN-WS-09,ACME\\mgarcia,service inventory,medium,context
CAP-N-08543,2026-09-22T23:22:25Z,HR-WS-08,ACME\\mgarcia,service inventory,low,context
CAP-N-08911,2026-09-22T23:23:06Z,MGMT-01,ACME\\mgarcia,service inventory,low,context
CAP-N-09086,2026-09-22T23:23:28Z,ENG-WS-17,ACME\\lchen,service inventory,low,context
CAP-N-08975,2026-09-22T23:23:50Z,HR-WS-22,ACME\\lchen,admin task review,medium,context
CAP-N-04006,2026-09-22T23:24:02Z,FIN-WS-09,ACME\\svc_patch,admin task review,low,context
CAP-N-01781,2026-09-22T23:25:15Z,APP-06,ACME\\jsmith,startup inventory,low,context
CAP-N-03557,2026-09-22T23:25:19Z,HR-WS-22,ACME\\lchen,startup inventory,low,context
CAP-N-03387,2026-09-22T23:25:48Z,FIN-WS-09,ACME\\lchen,admin task review,low,context
CAP-N-02073,2026-09-22T23:26:09Z,MGMT-01,ACME\\mgarcia,service inventory,low,context
CAP-N-09374,2026-09-22T23:27:43Z,MGMT-01,ACME\\lchen,startup inventory,low,context
CAP-N-02658,2026-09-22T23:28:34Z,DC-01,ACME\\jsmith,service inventory,low,context
CAP-N-07911,2026-09-22T23:28:41Z,MGMT-01,ACME\\lchen,service inventory,medium,context
CAP-N-07599,2026-09-22T23:28:45Z,HR-WS-22,ACME\\jsmith,admin task review,medium,context
CAP-N-01713,2026-09-22T23:29:46Z,DC-01,ACME\\jsmith,service inventory,low,context
CAP-N-06588,2026-09-22T23:29:50Z,APP-06,ACME\\lchen,startup inventory,low,context
CAP-N-08050,2026-09-22T23:30:01Z,APP-06,ACME\\svc_patch,startup inventory,medium,context
CAP-N-03064,2026-09-22T23:30:26Z,DC-01,ACME\\svc_patch,startup inventory,low,context
CAP-N-09576,2026-09-22T23:30:54Z,PATCH-01,ACME\\svc_patch,service inventory,low,context
CAP-N-04538,2026-09-22T23:30:59Z,HR-WS-08,SYSTEM,service inventory,low,context
CAP-N-00929,2026-09-22T23:31:00Z,FIN-WS-09,ACME\\svc_patch,admin task review,low,context
CAP-N-00849,2026-09-22T23:31:32Z,APP-06,ACME\\lchen,startup inventory,low,context
CAP-N-03524,2026-09-22T23:31:40Z,HR-WS-08,ACME\\jsmith,admin task review,low,context
CAP-N-09754,2026-09-22T23:31:51Z,PATCH-01,ACME\\svc_patch,startup inventory,low,context
CAP-N-03230,2026-09-22T23:32:00Z,PATCH-01,SYSTEM,admin task review,low,context
CAP-N-04706,2026-09-22T23:32:28Z,MGMT-01,ACME\\lchen,service inventory,medium,context
CAP-N-04824,2026-09-22T23:32:57Z,FIN-WS-09,SYSTEM,admin task review,medium,context
CAP-N-05236,2026-09-22T23:33:46Z,HR-WS-22,SYSTEM,service inventory,medium,context
CAP-N-09774,2026-09-22T23:35:02Z,PATCH-01,ACME\\lchen,service inventory,low,context
CAP-N-09904,2026-09-22T23:36:12Z,FIN-WS-09,ACME\\svc_patch,startup inventory,medium,context
CAP-N-00215,2026-09-22T23:36:19Z,FIN-WS-09,SYSTEM,service inventory,medium,context
CAP-N-02536,2026-09-22T23:36:42Z,HR-WS-22,ACME\\jsmith,admin task review,low,context
CAP-N-01851,2026-09-22T23:38:55Z,FIN-WS-09,SYSTEM,startup inventory,medium,context
CAP-N-00486,2026-09-22T23:38:58Z,APP-06,ACME\\mgarcia,service inventory,low,context
CAP-N-07443,2026-09-22T23:39:18Z,HR-WS-08,ACME\\jsmith,service inventory,low,context
CAP-N-09517,2026-09-22T23:39:50Z,APP-06,ACME\\mgarcia,startup inventory,low,context
CAP-N-06646,2026-09-22T23:40:10Z,HR-WS-22,ACME\\jsmith,admin task review,low,context
CAP-N-03406,2026-09-22T23:40:13Z,MGMT-01,ACME\\jsmith,service inventory,low,context
CAP-N-08646,2026-09-22T23:41:12Z,ENG-WS-17,ACME\\mgarcia,admin task review,low,context
CAP-N-01792,2026-09-22T23:42:25Z,MGMT-01,ACME\\mgarcia,service inventory,medium,context
CAP-N-04881,2026-09-22T23:43:44Z,HR-WS-08,SYSTEM,service inventory,low,context
CAP-N-08560,2026-09-22T23:44:03Z,PATCH-01,ACME\\jsmith,service inventory,low,context
CAP-N-04358,2026-09-22T23:44:48Z,MGMT-01,ACME\\mgarcia,service inventory,medium,context
CAP-N-02637,2026-09-22T23:46:09Z,DC-01,ACME\\jsmith,service inventory,medium,context
CAP-N-05466,2026-09-22T23:46:20Z,HR-WS-22,ACME\\lchen,service inventory,low,context
CAP-N-06941,2026-09-22T23:46:36Z,ENG-WS-17,SYSTEM,service inventory,low,context
CAP-N-03601,2026-09-22T23:47:43Z,HR-WS-08,SYSTEM,service inventory,low,context
CAP-N-02159,2026-09-22T23:48:45Z,HR-WS-08,ACME\\lchen,admin task review,medium,context
CAP-N-07918,2026-09-22T23:49:01Z,MGMT-01,ACME\\lchen,startup inventory,low,context
CAP-N-05392,2026-09-22T23:49:33Z,ENG-WS-17,ACME\\svc_patch,admin task review,medium,context
CAP-N-08455,2026-09-22T23:49:43Z,HR-WS-08,SYSTEM,service inventory,low,context
CAP-N-02680,2026-09-22T23:51:41Z,MGMT-01,ACME\\mgarcia,startup inventory,low,context
CAP-N-06934,2026-09-22T23:52:51Z,HR-WS-08,ACME\\mgarcia,admin task review,low,context
CAP-N-07074,2026-09-22T23:53:07Z,HR-WS-22,SYSTEM,service inventory,low,context
CAP-N-06024,2026-09-22T23:53:21Z,PATCH-01,ACME\\svc_patch,service inventory,low,context
CAP-N-03002,2026-09-22T23:53:39Z,ENG-WS-17,ACME\\lchen,startup inventory,medium,context
CAP-N-03256,2026-09-22T23:53:52Z,FIN-WS-09,SYSTEM,service inventory,low,context
CAP-N-05111,2026-09-22T23:53:59Z,FIN-WS-09,ACME\\jsmith,startup inventory,low,context
CAP-N-02390,2026-09-22T23:54:12Z,PATCH-01,SYSTEM,startup inventory,medium,context
CAP-N-06239,2026-09-22T23:54:13Z,ENG-WS-17,ACME\\jsmith,admin task review,medium,context
CAP-N-02245,2026-09-22T23:54:22Z,ENG-WS-17,SYSTEM,service inventory,low,context
CAP-N-04437,2026-09-22T23:54:35Z,ENG-WS-17,ACME\\lchen,startup inventory,low,context
CAP-N-06679,2026-09-22T23:55:40Z,ENG-WS-17,ACME\\mgarcia,startup inventory,medium,context
CAP-N-06860,2026-09-22T23:55:46Z,HR-WS-22,ACME\\jsmith,startup inventory,low,context
CAP-N-00044,2026-09-22T23:56:06Z,HR-WS-22,ACME\\svc_patch,admin task review,medium,context
CAP-N-06261,2026-09-22T23:56:12Z,FIN-WS-09,SYSTEM,service inventory,medium,context
CAP-N-00535,2026-09-22T23:57:16Z,HR-WS-08,SYSTEM,admin task review,low,context
CAP-N-04114,2026-09-22T23:57:41Z,DC-01,SYSTEM,service inventory,medium,context
CAP-N-09462,2026-09-22T23:57:49Z,FIN-WS-09,ACME\\jsmith,startup inventory,medium,context
CAP-N-04238,2026-09-22T23:59:54Z,HR-WS-08,ACME\\jsmith,startup inventory,low,context
CAP-N-03767,2026-09-23T00:00:23Z,HR-WS-22,ACME\\lchen,admin task review,low,context
CAP-N-02395,2026-09-23T00:01:05Z,PATCH-01,ACME\\jsmith,startup inventory,low,context
CAP-N-00669,2026-09-23T00:01:29Z,ENG-WS-17,ACME\\jsmith,service inventory,medium,context
CAP-N-09590,2026-09-23T00:01:49Z,FIN-WS-09,ACME\\mgarcia,admin task review,low,context
CAP-N-03660,2026-09-23T00:01:51Z,PATCH-01,SYSTEM,admin task review,low,context
CAP-N-06400,2026-09-23T00:02:01Z,HR-WS-22,ACME\\lchen,service inventory,low,context
CAP-N-00355,2026-09-23T00:02:09Z,ENG-WS-17,ACME\\jsmith,startup inventory,low,context
CAP-N-05004,2026-09-23T00:02:55Z,PATCH-01,ACME\\lchen,startup inventory,medium,context
CAP-N-02752,2026-09-23T00:03:12Z,HR-WS-08,ACME\\jsmith,service inventory,medium,context
CAP-N-07536,2026-09-23T00:03:40Z,DC-01,SYSTEM,admin task review,medium,context
CAP-N-09267,2026-09-23T00:04:12Z,MGMT-01,ACME\\lchen,startup inventory,low,context
CAP-N-09827,2026-09-23T00:04:57Z,HR-WS-22,ACME\\jsmith,admin task review,medium,context
CAP-N-08057,2026-09-23T00:05:11Z,MGMT-01,ACME\\jsmith,service inventory,low,context
CAP-N-04612,2026-09-23T00:05:20Z,FIN-WS-09,ACME\\mgarcia,admin task review,medium,context
CAP-N-03727,2026-09-23T00:05:24Z,APP-06,ACME\\mgarcia,admin task review,medium,context
CAP-N-05654,2026-09-23T00:06:23Z,PATCH-01,ACME\\lchen,admin task review,low,context
CAP-N-05028,2026-09-23T00:06:51Z,HR-WS-22,ACME\\jsmith,admin task review,low,context
CAP-N-07570,2026-09-23T00:06:58Z,ENG-WS-17,ACME\\jsmith,startup inventory,medium,context
CAP-N-03955,2026-09-23T00:08:08Z,MGMT-01,ACME\\mgarcia,service inventory,low,context
CAP-N-04679,2026-09-23T00:08:32Z,FIN-WS-09,ACME\\lchen,service inventory,medium,context
CAP-N-06677,2026-09-23T00:08:38Z,ENG-WS-17,ACME\\jsmith,admin task review,low,context
CAP-N-02160,2026-09-23T00:08:43Z,MGMT-01,ACME\\mgarcia,startup inventory,medium,context
CAP-N-02829,2026-09-23T00:09:11Z,DC-01,ACME\\jsmith,service inventory,low,context
CAP-N-06114,2026-09-23T00:09:59Z,DC-01,SYSTEM,service inventory,medium,context
CAP-N-08540,2026-09-23T00:10:28Z,MGMT-01,SYSTEM,startup inventory,medium,context
CAP-N-08388,2026-09-23T00:11:34Z,APP-06,ACME\\svc_patch,admin task review,low,context
CAP-N-06564,2026-09-23T00:11:43Z,MGMT-01,ACME\\lchen,startup inventory,low,context
CAP-N-01771,2026-09-23T00:12:43Z,APP-06,ACME\\mgarcia,service inventory,low,context
CAP-N-07850,2026-09-23T00:14:00Z,DC-01,ACME\\lchen,startup inventory,medium,context
CAP-N-03798,2026-09-23T00:14:05Z,MGMT-01,ACME\\lchen,service inventory,low,context
CAP-N-04410,2026-09-23T00:14:13Z,MGMT-01,ACME\\lchen,admin task review,low,context
CAP-N-00933,2026-09-23T00:15:19Z,DC-01,ACME\\jsmith,startup inventory,medium,context
CAP-N-03359,2026-09-23T00:15:46Z,ENG-WS-17,ACME\\mgarcia,startup inventory,low,context
CAP-N-01744,2026-09-23T00:16:35Z,HR-WS-22,SYSTEM,service inventory,low,context
CAP-N-09171,2026-09-23T00:16:57Z,HR-WS-22,ACME\\mgarcia,service inventory,medium,context
CAP-N-07937,2026-09-23T00:17:13Z,DC-01,ACME\\svc_patch,startup inventory,medium,context
CAP-N-00138,2026-09-23T00:17:14Z,FIN-WS-09,SYSTEM,service inventory,low,context
CAP-N-04549,2026-09-23T00:18:50Z,ENG-WS-17,ACME\\svc_patch,admin task review,low,context
CAP-N-07467,2026-09-23T00:19:05Z,FIN-WS-09,ACME\\mgarcia,service inventory,medium,context
CAP-N-02378,2026-09-23T00:20:54Z,APP-06,ACME\\svc_patch,startup inventory,low,context
CAP-N-07343,2026-09-23T00:21:02Z,APP-06,ACME\\lchen,service inventory,medium,context
CAP-N-01584,2026-09-23T00:22:13Z,APP-06,ACME\\jsmith,service inventory,low,context
CAP-N-03894,2026-09-23T00:22:13Z,APP-06,ACME\\svc_patch,service inventory,low,context
CAP-N-06647,2026-09-23T00:22:47Z,FIN-WS-09,SYSTEM,service inventory,low,context
CAP-N-03232,2026-09-23T00:23:15Z,APP-06,ACME\\lchen,admin task review,medium,context
CAP-N-08096,2026-09-23T00:23:59Z,HR-WS-08,ACME\\mgarcia,service inventory,medium,context
CAP-N-09724,2026-09-23T00:24:04Z,APP-06,ACME\\svc_patch,startup inventory,low,context
CAP-N-09527,2026-09-23T00:24:06Z,DC-01,ACME\\jsmith,service inventory,medium,context
CAP-N-00689,2026-09-23T00:24:10Z,PATCH-01,ACME\\svc_patch,startup inventory,medium,context
CAP-N-09266,2026-09-23T00:24:28Z,FIN-WS-09,ACME\\lchen,admin task review,medium,context
CAP-N-02575,2026-09-23T00:24:31Z,MGMT-01,ACME\\mgarcia,admin task review,medium,context
CAP-N-06284,2026-09-23T00:24:42Z,FIN-WS-09,ACME\\mgarcia,startup inventory,medium,context
CAP-N-07038,2026-09-23T00:24:51Z,HR-WS-08,ACME\\mgarcia,service inventory,low,context
CAP-N-03695,2026-09-23T00:25:03Z,FIN-WS-09,ACME\\jsmith,service inventory,medium,context
CAP-N-06681,2026-09-23T00:25:09Z,DC-01,ACME\\jsmith,service inventory,low,context
CAP-N-06220,2026-09-23T00:27:08Z,APP-06,SYSTEM,admin task review,low,context
CAP-N-09183,2026-09-23T00:28:02Z,HR-WS-22,ACME\\jsmith,startup inventory,low,context
CAP-N-01989,2026-09-23T00:28:10Z,HR-WS-22,ACME\\jsmith,service inventory,medium,context
CAP-N-07847,2026-09-23T00:29:08Z,DC-01,SYSTEM,startup inventory,medium,context
CAP-N-08733,2026-09-23T00:29:36Z,ENG-WS-17,ACME\\lchen,service inventory,medium,context
CAP-N-06248,2026-09-23T00:29:47Z,FIN-WS-09,SYSTEM,service inventory,low,context
CAP-N-08788,2026-09-23T00:30:39Z,HR-WS-22,ACME\\svc_patch,service inventory,low,context
CAP-N-05637,2026-09-23T00:30:45Z,HR-WS-22,ACME\\svc_patch,service inventory,low,context
CAP-N-09867,2026-09-23T00:31:00Z,HR-WS-22,ACME\\jsmith,service inventory,low,context
CAP-N-00626,2026-09-23T00:31:21Z,MGMT-01,ACME\\lchen,admin task review,medium,context
CAP-N-07197,2026-09-23T00:31:25Z,DC-01,SYSTEM,service inventory,medium,context
CAP-N-05874,2026-09-23T00:35:05Z,DC-01,ACME\\mgarcia,service inventory,low,context
CAP-N-08559,2026-09-23T00:35:29Z,ENG-WS-17,SYSTEM,startup inventory,low,context
CAP-N-00700,2026-09-23T00:36:10Z,PATCH-01,ACME\\lchen,service inventory,medium,context
CAP-N-06041,2026-09-23T00:36:43Z,HR-WS-08,ACME\\jsmith,admin task review,low,context
CAP-N-06689,2026-09-23T00:38:36Z,PATCH-01,ACME\\mgarcia,startup inventory,medium,context
CAP-N-04429,2026-09-23T00:38:56Z,PATCH-01,ACME\\lchen,startup inventory,medium,context
CAP-N-02809,2026-09-23T00:39:56Z,HR-WS-08,ACME\\jsmith,startup inventory,low,context
CAP-N-08350,2026-09-23T00:40:22Z,HR-WS-08,ACME\\svc_patch,startup inventory,medium,context
CAP-N-09646,2026-09-23T00:40:27Z,DC-01,ACME\\svc_patch,service inventory,medium,context
CAP-N-00302,2026-09-23T00:41:24Z,MGMT-01,ACME\\svc_patch,startup inventory,medium,context
CAP-N-02410,2026-09-23T00:41:31Z,PATCH-01,ACME\\jsmith,startup inventory,medium,context
CAP-N-08507,2026-09-23T00:43:01Z,HR-WS-22,ACME\\svc_patch,admin task review,low,context
CAP-N-06995,2026-09-23T00:44:29Z,FIN-WS-09,SYSTEM,service inventory,low,context
CAP-N-08171,2026-09-23T00:44:32Z,ENG-WS-17,ACME\\mgarcia,admin task review,low,context
CAP-N-00906,2026-09-23T00:44:41Z,ENG-WS-17,ACME\\svc_patch,startup inventory,low,context
CAP-N-01620,2026-09-23T00:47:06Z,HR-WS-08,ACME\\jsmith,startup inventory,low,context
CAP-N-04279,2026-09-23T00:47:59Z,MGMT-01,ACME\\lchen,startup inventory,low,context
CAP-N-03615,2026-09-23T00:49:48Z,DC-01,ACME\\svc_patch,startup inventory,medium,context
CAP-N-01685,2026-09-23T00:50:09Z,ENG-WS-17,ACME\\svc_patch,startup inventory,low,context
CAP-N-07896,2026-09-23T00:50:39Z,PATCH-01,ACME\\svc_patch,admin task review,low,context
CAP-N-08617,2026-09-23T00:50:58Z,HR-WS-08,ACME\\mgarcia,admin task review,medium,context
CAP-N-02455,2026-09-23T00:51:41Z,PATCH-01,ACME\\jsmith,service inventory,low,context
CAP-N-03672,2026-09-23T00:52:01Z,HR-WS-22,SYSTEM,service inventory,medium,context
CAP-N-08887,2026-09-23T00:52:02Z,ENG-WS-17,ACME\\jsmith,service inventory,medium,context
CAP-N-01487,2026-09-23T00:52:11Z,HR-WS-22,ACME\\svc_patch,admin task review,low,context
CAP-N-01442,2026-09-23T00:52:25Z,DC-01,ACME\\mgarcia,startup inventory,low,context
CAP-N-01600,2026-09-23T00:52:27Z,APP-06,ACME\\svc_patch,startup inventory,low,context
CAP-N-02108,2026-09-23T00:52:48Z,HR-WS-22,ACME\\svc_patch,admin task review,low,context
CAP-N-00082,2026-09-23T00:53:06Z,PATCH-01,ACME\\jsmith,admin task review,medium,context
CAP-N-05877,2026-09-23T00:53:19Z,HR-WS-08,ACME\\jsmith,startup inventory,medium,context
CAP-N-02764,2026-09-23T00:53:22Z,DC-01,SYSTEM,service inventory,medium,context
CAP-N-07247,2026-09-23T00:53:37Z,MGMT-01,ACME\\mgarcia,service inventory,medium,context
CAP-N-03563,2026-09-23T00:55:04Z,FIN-WS-09,SYSTEM,admin task review,low,context
CAP-N-07762,2026-09-23T00:55:52Z,MGMT-01,ACME\\lchen,startup inventory,medium,context
CAP-N-03501,2026-09-23T00:56:11Z,MGMT-01,SYSTEM,startup inventory,low,context
CAP-N-06365,2026-09-23T00:57:51Z,HR-WS-08,ACME\\svc_patch,service inventory,medium,context
CAP-N-07459,2026-09-23T00:58:01Z,DC-01,ACME\\svc_patch,service inventory,low,context
CAP-N-07218,2026-09-23T00:58:28Z,PATCH-01,ACME\\svc_patch,startup inventory,medium,context
CAP-N-09317,2026-09-23T00:58:33Z,ENG-WS-17,ACME\\svc_patch,service inventory,medium,context
CAP-N-01540,2026-09-23T00:59:34Z,DC-01,ACME\\lchen,startup inventory,medium,context
CAP-N-00762,2026-09-23T01:01:24Z,APP-06,ACME\\svc_patch,admin task review,medium,context
CAP-N-05115,2026-09-23T01:02:35Z,HR-WS-08,SYSTEM,startup inventory,low,context
CAP-N-06468,2026-09-23T01:03:32Z,PATCH-01,ACME\\lchen,service inventory,medium,context
CAP-N-05107,2026-09-23T01:03:49Z,APP-06,ACME\\lchen,admin task review,low,context
CAP-N-07696,2026-09-23T01:04:21Z,FIN-WS-09,ACME\\svc_patch,admin task review,medium,context
CAP-N-03670,2026-09-23T01:04:42Z,HR-WS-08,ACME\\jsmith,service inventory,medium,context
CAP-N-03134,2026-09-23T01:04:44Z,DC-01,ACME\\svc_patch,admin task review,medium,context
CAP-N-04276,2026-09-23T01:05:28Z,HR-WS-22,ACME\\jsmith,service inventory,low,context
CAP-N-08958,2026-09-23T01:05:59Z,HR-WS-08,ACME\\lchen,admin task review,low,context
CAP-N-02926,2026-09-23T01:06:12Z,APP-06,ACME\\lchen,service inventory,medium,context
CAP-N-04694,2026-09-23T01:06:14Z,HR-WS-22,ACME\\jsmith,service inventory,medium,context
CAP-N-00310,2026-09-23T01:06:17Z,APP-06,ACME\\lchen,service inventory,low,context
CAP-N-05205,2026-09-23T01:07:03Z,HR-WS-08,ACME\\jsmith,admin task review,low,context
CAP-N-02648,2026-09-23T01:09:30Z,PATCH-01,ACME\\jsmith,service inventory,low,context
CAP-N-09414,2026-09-23T01:09:41Z,FIN-WS-09,ACME\\jsmith,admin task review,low,context
CAP-N-01224,2026-09-23T01:10:25Z,FIN-WS-09,ACME\\jsmith,admin task review,low,context
CAP-N-06437,2026-09-23T01:10:57Z,HR-WS-08,ACME\\lchen,startup inventory,medium,context
CAP-N-06953,2026-09-23T01:11:46Z,DC-01,ACME\\mgarcia,service inventory,medium,context
CAP-N-03931,2026-09-23T01:12:17Z,FIN-WS-09,ACME\\lchen,admin task review,low,context
CAP-N-03133,2026-09-23T01:12:34Z,PATCH-01,ACME\\lchen,startup inventory,low,context
CAP-N-04132,2026-09-23T01:13:08Z,ENG-WS-17,SYSTEM,admin task review,medium,context
CAP-N-04221,2026-09-23T01:13:24Z,MGMT-01,ACME\\svc_patch,startup inventory,medium,context
CAP-N-02547,2026-09-23T01:16:04Z,DC-01,ACME\\mgarcia,startup inventory,low,context
CAP-N-02571,2026-09-23T01:17:24Z,HR-WS-22,ACME\\mgarcia,service inventory,medium,context
CAP-N-09626,2026-09-23T01:18:21Z,APP-06,ACME\\mgarcia,admin task review,low,context
CAP-N-05180,2026-09-23T01:18:22Z,APP-06,ACME\\jsmith,admin task review,medium,context
CAP-N-02337,2026-09-23T01:19:00Z,PATCH-01,ACME\\mgarcia,service inventory,medium,context
CAP-N-01879,2026-09-23T01:19:46Z,MGMT-01,ACME\\mgarcia,startup inventory,medium,context
CAP-N-05797,2026-09-23T01:19:47Z,MGMT-01,ACME\\jsmith,startup inventory,low,context
CAP-N-07629,2026-09-23T01:19:49Z,MGMT-01,ACME\\lchen,admin task review,medium,context
CAP-N-05540,2026-09-23T01:20:07Z,HR-WS-22,ACME\\lchen,service inventory,low,context
CAP-N-06682,2026-09-23T01:21:10Z,MGMT-01,ACME\\lchen,admin task review,low,context
CAP-N-07310,2026-09-23T01:21:13Z,APP-06,ACME\\jsmith,admin task review,low,context
CAP-N-03729,2026-09-23T01:21:25Z,DC-01,ACME\\jsmith,service inventory,low,context
CAP-N-02709,2026-09-23T01:21:36Z,DC-01,ACME\\mgarcia,startup inventory,low,context
CAP-N-05813,2026-09-23T01:24:02Z,MGMT-01,ACME\\jsmith,admin task review,medium,context
CAP-N-07151,2026-09-23T01:24:07Z,ENG-WS-17,ACME\\svc_patch,service inventory,low,context
CAP-N-00785,2026-09-23T01:24:52Z,HR-WS-08,ACME\\mgarcia,startup inventory,low,context
CAP-N-06151,2026-09-23T01:25:21Z,MGMT-01,ACME\\jsmith,admin task review,medium,context
CAP-N-03800,2026-09-23T01:25:29Z,DC-01,ACME\\lchen,service inventory,medium,context
CAP-N-08794,2026-09-23T01:25:34Z,MGMT-01,ACME\\jsmith,startup inventory,low,context
CAP-N-01422,2026-09-23T01:25:37Z,HR-WS-22,ACME\\jsmith,admin task review,medium,context
CAP-N-07319,2026-09-23T01:27:13Z,FIN-WS-09,ACME\\jsmith,admin task review,medium,context
CAP-N-00989,2026-09-23T01:27:58Z,HR-WS-08,SYSTEM,startup inventory,medium,context
CAP-N-09593,2026-09-23T01:29:13Z,APP-06,ACME\\mgarcia,admin task review,low,context
CAP-N-07273,2026-09-23T01:29:16Z,HR-WS-08,ACME\\jsmith,startup inventory,low,context
CAP-N-06077,2026-09-23T01:29:32Z,DC-01,ACME\\lchen,startup inventory,low,context
CAP-N-01059,2026-09-23T01:29:35Z,FIN-WS-09,ACME\\svc_patch,service inventory,low,context
