event_id,_time,host,user,action,target,tool,classification,note
RESP-00286,2026-08-09T20:03:58Z,VULN-SCAN-01,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00618,2026-08-09T20:09:03Z,DEPLOY-01,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00832,2026-08-09T20:26:02Z,ADMIN-WS-11,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-01023,2026-08-09T20:28:53Z,APP-API-02,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00722,2026-08-09T20:31:29Z,ADMIN-WS-11,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01149,2026-08-09T20:32:59Z,DEPLOY-01,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00061,2026-08-09T20:39:43Z,DEPLOY-01,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-01208,2026-08-09T20:48:49Z,VULN-SCAN-01,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00786,2026-08-09T21:00:59Z,APP-API-02,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01396,2026-08-09T21:05:16Z,DEPLOY-01,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00689,2026-08-09T21:15:29Z,ADMIN-WS-11,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00377,2026-08-09T21:46:29Z,FILE-01,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-00096,2026-08-09T21:48:42Z,FILE-01,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01141,2026-08-09T21:50:21Z,APP-API-02,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-01442,2026-08-09T21:54:51Z,ADMIN-WS-07,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00605,2026-08-09T21:59:19Z,VULN-SCAN-01,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00536,2026-08-09T22:02:11Z,ADMIN-WS-07,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00499,2026-08-09T22:02:59Z,APP-API-02,ACME\admin.jlee,query_process,routine review,EDR,benign_response,authorized activity
RESP-01129,2026-08-09T22:11:14Z,WEB-EDGE-01,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01082,2026-08-09T22:13:33Z,ADMIN-WS-11,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00881,2026-08-09T22:13:53Z,FILE-01,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00337,2026-08-09T22:41:16Z,ADMIN-WS-11,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-00531,2026-08-09T22:51:07Z,APP-API-02,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-00404,2026-08-09T23:04:13Z,ADMIN-WS-07,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00452,2026-08-09T23:09:34Z,ADMIN-WS-11,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00831,2026-08-09T23:14:12Z,FILE-01,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00956,2026-08-09T23:21:08Z,DEPLOY-01,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00267,2026-08-09T23:27:21Z,ADMIN-WS-07,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00592,2026-08-09T23:32:57Z,VULN-SCAN-01,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00123,2026-08-09T23:36:10Z,APP-API-02,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-01327,2026-08-09T23:41:54Z,ADMIN-WS-11,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-00340,2026-08-09T23:43:46Z,FILE-01,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00381,2026-08-10T00:07:06Z,ADMIN-WS-11,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00581,2026-08-10T00:10:48Z,ADMIN-WS-11,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-01052,2026-08-10T00:25:42Z,DEPLOY-01,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01407,2026-08-10T00:33:34Z,DEPLOY-01,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00648,2026-08-10T00:36:43Z,DEPLOY-01,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-00365,2026-08-10T00:38:35Z,ADMIN-WS-11,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00009,2026-08-10T00:42:56Z,ADMIN-WS-07,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-01021,2026-08-10T00:44:51Z,DEPLOY-01,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-00229,2026-08-10T00:46:21Z,ADMIN-WS-11,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00622,2026-08-10T00:48:41Z,ADMIN-WS-11,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00233,2026-08-10T00:57:32Z,APP-API-02,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00474,2026-08-10T01:05:58Z,APP-API-02,ACME\admin.jlee,query_process,routine review,EDR,benign_response,authorized activity
RESP-01267,2026-08-10T01:17:21Z,VULN-SCAN-01,ACME\admin.jlee,query_process,routine review,EDR,benign_response,authorized activity
RESP-00068,2026-08-10T01:41:16Z,FILE-01,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00052,2026-08-10T01:41:49Z,WEB-EDGE-01,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00781,2026-08-10T01:54:26Z,FILE-01,ACME\admin.jlee,query_process,routine review,EDR,benign_response,authorized activity
RESP-00326,2026-08-10T01:58:53Z,ADMIN-WS-11,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-01321,2026-08-10T02:02:14Z,DEPLOY-01,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00284,2026-08-10T02:05:46Z,DEPLOY-01,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00350,2026-08-10T02:07:35Z,ADMIN-WS-07,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00803,2026-08-10T02:17:28Z,ADMIN-WS-11,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01289,2026-08-10T02:29:25Z,ADMIN-WS-11,ACME\admin.jlee,query_process,routine review,EDR,benign_response,authorized activity
RESP-01333,2026-08-10T02:35:43Z,ADMIN-WS-07,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00223,2026-08-10T02:43:22Z,ADMIN-WS-07,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-00418,2026-08-10T02:57:25Z,ADMIN-WS-11,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00827,2026-08-10T03:07:25Z,APP-API-02,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00534,2026-08-10T03:09:22Z,FILE-01,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00871,2026-08-10T03:11:39Z,WEB-EDGE-01,ACME\admin.jlee,query_process,routine review,EDR,benign_response,authorized activity
RESP-01252,2026-08-10T03:18:56Z,FILE-01,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00257,2026-08-10T03:26:38Z,DEPLOY-01,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00241,2026-08-10T03:32:09Z,ADMIN-WS-11,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00087,2026-08-10T03:33:33Z,APP-API-02,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00324,2026-08-10T03:36:39Z,ADMIN-WS-07,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00463,2026-08-10T03:39:24Z,ADMIN-WS-07,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-00877,2026-08-10T03:44:04Z,APP-API-02,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-01244,2026-08-10T03:49:20Z,WEB-EDGE-01,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00912,2026-08-10T03:54:11Z,APP-API-02,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00532,2026-08-10T03:57:43Z,DEPLOY-01,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00860,2026-08-10T04:01:33Z,WEB-EDGE-01,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00825,2026-08-10T04:08:43Z,FILE-01,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-00200,2026-08-10T04:09:00Z,FILE-01,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01264,2026-08-10T04:17:37Z,WEB-EDGE-01,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00427,2026-08-10T04:22:30Z,DEPLOY-01,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-01163,2026-08-10T04:23:42Z,VULN-SCAN-01,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-01312,2026-08-10T04:24:25Z,WEB-EDGE-01,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00271,2026-08-10T04:26:01Z,ADMIN-WS-11,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-01220,2026-08-10T04:31:17Z,VULN-SCAN-01,ACME\admin.jlee,query_process,routine review,EDR,benign_response,authorized activity
RESP-01469,2026-08-10T04:32:08Z,DEPLOY-01,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-01251,2026-08-10T04:35:21Z,APP-API-02,ACME\admin.jlee,query_process,routine review,EDR,benign_response,authorized activity
RESP-01382,2026-08-10T04:42:09Z,APP-API-02,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01330,2026-08-10T04:42:57Z,FILE-01,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00791,2026-08-10T04:45:01Z,ADMIN-WS-11,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-01245,2026-08-10T04:45:40Z,ADMIN-WS-11,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-00314,2026-08-10T04:57:41Z,FILE-01,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00796,2026-08-10T05:10:14Z,ADMIN-WS-07,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-00079,2026-08-10T05:15:29Z,ADMIN-WS-11,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00261,2026-08-10T05:21:01Z,WEB-EDGE-01,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-01135,2026-08-10T05:26:11Z,ADMIN-WS-11,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-00569,2026-08-10T05:34:32Z,DEPLOY-01,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00298,2026-08-10T05:45:23Z,VULN-SCAN-01,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00505,2026-08-10T05:53:23Z,VULN-SCAN-01,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00970,2026-08-10T05:53:25Z,WEB-EDGE-01,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01295,2026-08-10T06:00:14Z,DEPLOY-01,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00036,2026-08-10T06:06:38Z,WEB-EDGE-01,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00596,2026-08-10T06:07:34Z,ADMIN-WS-11,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00029,2026-08-10T06:13:48Z,ADMIN-WS-07,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-01443,2026-08-10T06:16:28Z,DEPLOY-01,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-00440,2026-08-10T06:17:39Z,APP-API-02,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-01420,2026-08-10T06:31:01Z,FILE-01,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00712,2026-08-10T06:31:31Z,VULN-SCAN-01,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-01449,2026-08-10T06:31:39Z,VULN-SCAN-01,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00415,2026-08-10T06:34:35Z,APP-API-02,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00644,2026-08-10T06:35:20Z,WEB-EDGE-01,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-01493,2026-08-10T06:40:18Z,WEB-EDGE-01,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-01091,2026-08-10T06:42:26Z,APP-API-02,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01066,2026-08-10T06:45:06Z,ADMIN-WS-07,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-00414,2026-08-10T06:47:54Z,ADMIN-WS-11,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-01060,2026-08-10T06:48:08Z,APP-API-02,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-01309,2026-08-10T06:56:56Z,ADMIN-WS-11,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01403,2026-08-10T07:01:47Z,APP-API-02,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01323,2026-08-10T07:09:29Z,ADMIN-WS-11,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01172,2026-08-10T07:14:02Z,WEB-EDGE-01,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-01195,2026-08-10T07:19:34Z,ADMIN-WS-11,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00732,2026-08-10T07:21:44Z,VULN-SCAN-01,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-01258,2026-08-10T07:33:22Z,APP-API-02,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01352,2026-08-10T07:35:25Z,ADMIN-WS-07,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00815,2026-08-10T07:45:21Z,APP-API-02,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-00713,2026-08-10T07:46:51Z,DEPLOY-01,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00185,2026-08-10T07:51:13Z,APP-API-02,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01291,2026-08-10T07:51:41Z,ADMIN-WS-11,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00720,2026-08-10T07:54:25Z,APP-API-02,ACME\admin.jlee,query_process,routine review,EDR,benign_response,authorized activity
RESP-00269,2026-08-10T08:05:23Z,ADMIN-WS-07,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00859,2026-08-10T08:25:13Z,VULN-SCAN-01,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00922,2026-08-10T08:37:07Z,VULN-SCAN-01,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00947,2026-08-10T08:37:37Z,WEB-EDGE-01,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-01067,2026-08-10T08:53:11Z,WEB-EDGE-01,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00183,2026-08-10T08:55:36Z,ADMIN-WS-11,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00631,2026-08-10T09:22:52Z,FILE-01,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00465,2026-08-10T09:29:02Z,ADMIN-WS-11,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-01033,2026-08-10T09:29:29Z,VULN-SCAN-01,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00853,2026-08-10T09:33:09Z,WEB-EDGE-01,ACME\admin.jlee,query_process,routine review,EDR,benign_response,authorized activity
RESP-00227,2026-08-10T09:42:04Z,APP-API-02,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-01156,2026-08-10T09:46:26Z,WEB-EDGE-01,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00080,2026-08-10T09:52:17Z,ADMIN-WS-07,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00951,2026-08-10T10:02:16Z,ADMIN-WS-11,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00609,2026-08-10T10:15:42Z,DEPLOY-01,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00319,2026-08-10T10:22:50Z,WEB-EDGE-01,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00133,2026-08-10T10:25:43Z,ADMIN-WS-11,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00012,2026-08-10T10:32:01Z,APP-API-02,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00694,2026-08-10T10:36:08Z,DEPLOY-01,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00872,2026-08-10T10:48:14Z,DEPLOY-01,ACME\admin.jlee,query_process,routine review,EDR,benign_response,authorized activity
RESP-01002,2026-08-10T10:56:40Z,DEPLOY-01,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00678,2026-08-10T10:57:12Z,ADMIN-WS-07,ACME\admin.jlee,query_process,routine review,EDR,benign_response,authorized activity
RESP-00201,2026-08-10T10:57:52Z,DEPLOY-01,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00548,2026-08-10T11:11:40Z,APP-API-02,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01238,2026-08-10T11:11:45Z,ADMIN-WS-11,ACME\admin.jlee,query_process,routine review,EDR,benign_response,authorized activity
RESP-01447,2026-08-10T11:13:12Z,WEB-EDGE-01,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00481,2026-08-10T11:21:05Z,FILE-01,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-00739,2026-08-10T11:21:16Z,ADMIN-WS-11,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00755,2026-08-10T11:33:23Z,APP-API-02,ACME\admin.jlee,query_process,routine review,EDR,benign_response,authorized activity
RESP-00178,2026-08-10T11:34:55Z,FILE-01,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-00065,2026-08-10T11:45:37Z,ADMIN-WS-07,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00849,2026-08-10T11:58:00Z,FILE-01,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00932,2026-08-10T12:05:24Z,APP-API-02,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00473,2026-08-10T12:09:52Z,WEB-EDGE-01,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-01057,2026-08-10T12:21:29Z,FILE-01,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-00125,2026-08-10T12:30:25Z,ADMIN-WS-07,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00961,2026-08-10T12:35:49Z,VULN-SCAN-01,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00351,2026-08-10T12:38:05Z,FILE-01,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-00213,2026-08-10T12:41:03Z,FILE-01,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-01131,2026-08-10T12:45:25Z,VULN-SCAN-01,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00705,2026-08-10T12:49:07Z,APP-API-02,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00575,2026-08-10T12:55:39Z,DEPLOY-01,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-00937,2026-08-10T13:01:43Z,DEPLOY-01,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01017,2026-08-10T13:03:28Z,DEPLOY-01,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-00506,2026-08-10T13:10:33Z,VULN-SCAN-01,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00402,2026-08-10T13:30:20Z,APP-API-02,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-01030,2026-08-10T13:34:03Z,DEPLOY-01,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-01237,2026-08-10T13:35:40Z,ADMIN-WS-11,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00874,2026-08-10T13:47:23Z,FILE-01,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00028,2026-08-10T13:51:07Z,WEB-EDGE-01,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01177,2026-08-10T13:51:57Z,ADMIN-WS-11,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00833,2026-08-10T13:57:11Z,ADMIN-WS-07,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-01450,2026-08-10T13:58:04Z,FILE-01,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01157,2026-08-10T13:58:26Z,APP-API-02,ACME\admin.jlee,query_process,routine review,EDR,benign_response,authorized activity
RESP-00718,2026-08-10T14:07:03Z,DEPLOY-01,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00266,2026-08-10T14:13:10Z,APP-API-02,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00653,2026-08-10T14:16:23Z,VULN-SCAN-01,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00820,2026-08-10T14:26:32Z,VULN-SCAN-01,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-01277,2026-08-10T14:34:06Z,FILE-01,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00270,2026-08-10T14:36:31Z,WEB-EDGE-01,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-01061,2026-08-10T14:41:51Z,ADMIN-WS-07,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-01168,2026-08-10T14:42:19Z,FILE-01,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00494,2026-08-10T14:55:22Z,VULN-SCAN-01,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00488,2026-08-10T14:56:41Z,VULN-SCAN-01,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00147,2026-08-10T14:59:05Z,VULN-SCAN-01,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-00716,2026-08-10T15:23:56Z,ADMIN-WS-11,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00480,2026-08-10T15:39:10Z,ADMIN-WS-07,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00016,2026-08-10T15:42:00Z,WEB-EDGE-01,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00870,2026-08-10T15:51:34Z,WEB-EDGE-01,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00317,2026-08-10T15:53:54Z,VULN-SCAN-01,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00315,2026-08-10T15:58:48Z,DEPLOY-01,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00032,2026-08-10T16:09:16Z,VULN-SCAN-01,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00502,2026-08-10T16:09:18Z,ADMIN-WS-11,ACME\admin.jlee,query_process,routine review,EDR,benign_response,authorized activity
RESP-00906,2026-08-10T16:09:40Z,ADMIN-WS-07,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-01329,2026-08-10T16:10:12Z,VULN-SCAN-01,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-01348,2026-08-10T16:11:30Z,VULN-SCAN-01,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-01275,2026-08-10T16:22:51Z,DEPLOY-01,ACME\admin.jlee,query_process,routine review,EDR,benign_response,authorized activity
RESP-01147,2026-08-10T16:35:14Z,APP-API-02,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00939,2026-08-10T16:42:39Z,VULN-SCAN-01,ACME\admin.jlee,query_process,routine review,EDR,benign_response,authorized activity
RESP-00357,2026-08-10T16:49:20Z,APP-API-02,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00510,2026-08-10T17:08:27Z,WEB-EDGE-01,ACME\admin.jlee,query_process,routine review,EDR,benign_response,authorized activity
RESP-00512,2026-08-10T17:15:01Z,ADMIN-WS-11,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00341,2026-08-10T17:17:18Z,WEB-EDGE-01,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01370,2026-08-10T17:32:38Z,FILE-01,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-01213,2026-08-10T17:32:52Z,ADMIN-WS-11,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
