change_id,_time,host,owner,change_type,approved,related_task,classification,note
CHG-02627,2026-09-04T07:13:35Z,MGMT-01,Endpoint Team,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02662,2026-09-04T07:15:02Z,MGMT-01,Endpoint Team,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01068,2026-09-04T07:18:15Z,JUMP-01,Endpoint Team,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01363,2026-09-04T07:27:23Z,DC-01,Endpoint Team,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02626,2026-09-04T07:33:36Z,HR-WS-22,IT Operations,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01306,2026-09-04T07:39:21Z,JUMP-01,Infrastructure,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02384,2026-09-04T07:39:59Z,DC-01,Endpoint Team,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01037,2026-09-04T07:43:41Z,PATCH-01,IT Operations,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02136,2026-09-04T07:45:03Z,APP-03,IT Operations,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01875,2026-09-04T07:53:52Z,FILE-02,Infrastructure,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02746,2026-09-04T07:54:41Z,MGMT-01,Endpoint Team,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01479,2026-09-04T07:59:02Z,JUMP-01,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02279,2026-09-04T08:00:43Z,PATCH-01,IT Operations,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01326,2026-09-04T08:00:47Z,PATCH-01,IT Operations,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02454,2026-09-04T08:00:59Z,HR-WS-22,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02727,2026-09-04T08:04:12Z,DC-01,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02604,2026-09-04T08:07:34Z,DC-01,IT Operations,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02027,2026-09-04T08:15:30Z,APP-03,Endpoint Team,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01028,2026-09-04T08:21:35Z,APP-03,IT Operations,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02487,2026-09-04T08:26:31Z,APP-03,IT Operations,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02538,2026-09-04T08:29:38Z,DC-01,Endpoint Team,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02686,2026-09-04T08:33:14Z,JUMP-01,Endpoint Team,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01868,2026-09-04T08:39:01Z,DC-01,IT Operations,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01252,2026-09-04T08:39:46Z,MGMT-01,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01909,2026-09-04T08:42:25Z,DC-01,IT Operations,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01769,2026-09-04T08:43:26Z,DC-01,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01601,2026-09-04T08:43:52Z,JUMP-01,Infrastructure,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01986,2026-09-04T08:44:17Z,JUMP-01,Endpoint Team,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01459,2026-09-04T08:45:42Z,JUMP-01,IT Operations,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02302,2026-09-04T08:48:42Z,PATCH-01,Infrastructure,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02344,2026-09-04T08:58:57Z,FILE-02,Endpoint Team,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01959,2026-09-04T09:01:07Z,JUMP-01,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01337,2026-09-04T09:03:34Z,APP-03,Endpoint Team,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02298,2026-09-04T09:06:02Z,APP-03,Infrastructure,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02003,2026-09-04T09:10:33Z,PATCH-01,Endpoint Team,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01520,2026-09-04T09:11:02Z,FILE-02,Infrastructure,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02404,2026-09-04T09:32:15Z,FILE-02,IT Operations,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01870,2026-09-04T09:32:44Z,DC-01,Endpoint Team,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01022,2026-09-04T09:37:28Z,JUMP-01,Endpoint Team,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02019,2026-09-04T09:39:38Z,PATCH-01,IT Operations,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02023,2026-09-04T09:39:56Z,JUMP-01,Endpoint Team,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02116,2026-09-04T09:49:39Z,DC-01,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01887,2026-09-04T09:52:45Z,FILE-02,Endpoint Team,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02005,2026-09-04T09:58:57Z,FILE-02,Infrastructure,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01250,2026-09-04T10:01:07Z,PATCH-01,Infrastructure,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02599,2026-09-04T10:02:56Z,PATCH-01,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01080,2026-09-04T10:03:05Z,MGMT-01,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02637,2026-09-04T10:04:37Z,PATCH-01,IT Operations,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02176,2026-09-04T10:05:07Z,HR-WS-22,Endpoint Team,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01407,2026-09-04T10:07:05Z,MGMT-01,IT Operations,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01798,2026-09-04T10:09:40Z,FILE-02,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02369,2026-09-04T10:13:32Z,HR-WS-22,Infrastructure,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01926,2026-09-04T10:14:11Z,JUMP-01,Infrastructure,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02651,2026-09-04T10:14:23Z,MGMT-01,IT Operations,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01943,2026-09-04T10:15:44Z,HR-WS-22,IT Operations,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01493,2026-09-04T10:19:38Z,DC-01,IT Operations,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02622,2026-09-04T10:43:30Z,JUMP-01,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02435,2026-09-04T10:51:55Z,APP-03,Endpoint Team,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02605,2026-09-04T11:11:35Z,MGMT-01,Endpoint Team,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01012,2026-09-04T11:16:19Z,MGMT-01,Endpoint Team,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01974,2026-09-04T11:20:58Z,APP-03,Endpoint Team,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01090,2026-09-04T11:27:03Z,DC-01,Endpoint Team,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01126,2026-09-04T11:27:17Z,HR-WS-22,Infrastructure,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01965,2026-09-04T11:29:14Z,FILE-02,Infrastructure,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01476,2026-09-04T11:29:23Z,FILE-02,Endpoint Team,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01895,2026-09-04T11:30:05Z,PATCH-01,IT Operations,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02044,2026-09-04T11:33:27Z,MGMT-01,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01535,2026-09-04T11:34:33Z,MGMT-01,Endpoint Team,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02271,2026-09-04T11:41:02Z,APP-03,Infrastructure,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01937,2026-09-04T11:41:26Z,HR-WS-22,Endpoint Team,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02765,2026-09-04T11:56:02Z,JUMP-01,Infrastructure,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01584,2026-09-04T12:01:29Z,PATCH-01,Endpoint Team,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01084,2026-09-04T12:01:34Z,PATCH-01,Infrastructure,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01637,2026-09-04T12:02:40Z,JUMP-01,IT Operations,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02434,2026-09-04T12:05:35Z,MGMT-01,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02471,2026-09-04T12:10:47Z,PATCH-01,IT Operations,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01677,2026-09-04T12:16:19Z,PATCH-01,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02621,2026-09-04T12:27:39Z,PATCH-01,Endpoint Team,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02717,2026-09-04T12:30:13Z,PATCH-01,IT Operations,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02325,2026-09-04T12:35:12Z,PATCH-01,IT Operations,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01834,2026-09-04T12:37:08Z,APP-03,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01426,2026-09-04T12:38:49Z,APP-03,IT Operations,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01863,2026-09-04T12:43:27Z,JUMP-01,IT Operations,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02276,2026-09-04T12:48:02Z,HR-WS-22,Infrastructure,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02533,2026-09-04T12:52:11Z,HR-WS-22,IT Operations,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02652,2026-09-04T12:52:21Z,JUMP-01,Infrastructure,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02774,2026-09-04T12:52:39Z,FILE-02,IT Operations,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02190,2026-09-04T12:55:21Z,JUMP-01,Endpoint Team,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01648,2026-09-04T12:58:58Z,FILE-02,IT Operations,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01451,2026-09-04T13:03:42Z,HR-WS-22,Endpoint Team,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01689,2026-09-04T13:06:37Z,FILE-02,Endpoint Team,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01721,2026-09-04T13:09:03Z,HR-WS-22,Endpoint Team,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01172,2026-09-04T13:19:04Z,MGMT-01,Endpoint Team,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02354,2026-09-04T13:21:26Z,JUMP-01,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02381,2026-09-04T13:30:34Z,FILE-02,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02501,2026-09-04T13:49:08Z,APP-03,Endpoint Team,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01471,2026-09-04T13:49:54Z,DC-01,Endpoint Team,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01132,2026-09-04T13:50:25Z,MGMT-01,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01958,2026-09-04T13:50:57Z,FILE-02,IT Operations,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02474,2026-09-04T13:56:27Z,APP-03,Endpoint Team,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02265,2026-09-04T13:56:52Z,DC-01,IT Operations,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01575,2026-09-04T14:10:20Z,JUMP-01,Endpoint Team,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02124,2026-09-04T14:14:22Z,MGMT-01,Endpoint Team,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01105,2026-09-04T14:15:10Z,DC-01,Endpoint Team,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01173,2026-09-04T14:15:44Z,JUMP-01,Endpoint Team,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01244,2026-09-04T14:19:31Z,DC-01,IT Operations,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01164,2026-09-04T14:23:54Z,APP-03,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01201,2026-09-04T14:27:54Z,FILE-02,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01634,2026-09-04T14:32:58Z,PATCH-01,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01888,2026-09-04T14:44:06Z,JUMP-01,Endpoint Team,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01962,2026-09-04T14:59:06Z,PATCH-01,IT Operations,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01827,2026-09-04T14:59:42Z,FILE-02,Endpoint Team,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01279,2026-09-04T15:01:20Z,PATCH-01,Endpoint Team,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02374,2026-09-04T15:05:46Z,PATCH-01,IT Operations,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02273,2026-09-04T15:09:01Z,DC-01,Endpoint Team,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01200,2026-09-04T15:10:06Z,JUMP-01,IT Operations,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01287,2026-09-04T15:15:43Z,HR-WS-22,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01874,2026-09-04T15:16:05Z,PATCH-01,Endpoint Team,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02418,2026-09-04T15:27:47Z,APP-03,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01825,2026-09-04T15:30:50Z,HR-WS-22,IT Operations,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01258,2026-09-04T15:31:46Z,JUMP-01,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02264,2026-09-04T15:32:51Z,HR-WS-22,IT Operations,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02307,2026-09-04T15:33:23Z,APP-03,IT Operations,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01013,2026-09-04T15:39:41Z,MGMT-01,Endpoint Team,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02579,2026-09-04T15:41:55Z,JUMP-01,Endpoint Team,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01148,2026-09-04T15:43:28Z,DC-01,Infrastructure,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01497,2026-09-04T15:48:35Z,DC-01,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01997,2026-09-04T15:49:42Z,MGMT-01,IT Operations,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02258,2026-09-04T15:55:27Z,FILE-02,Endpoint Team,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01728,2026-09-04T15:55:48Z,FILE-02,IT Operations,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02771,2026-09-04T15:57:31Z,MGMT-01,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01222,2026-09-04T16:19:05Z,PATCH-01,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01401,2026-09-04T16:20:37Z,PATCH-01,IT Operations,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02243,2026-09-04T16:28:54Z,JUMP-01,Endpoint Team,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01466,2026-09-04T16:35:20Z,HR-WS-22,Endpoint Team,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02200,2026-09-04T16:46:28Z,JUMP-01,Endpoint Team,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01040,2026-09-04T16:50:42Z,DC-01,IT Operations,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01877,2026-09-04T16:58:11Z,HR-WS-22,IT Operations,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02439,2026-09-04T16:59:03Z,MGMT-01,Endpoint Team,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01388,2026-09-04T17:05:25Z,MGMT-01,Infrastructure,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02699,2026-09-04T17:10:17Z,DC-01,IT Operations,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02196,2026-09-04T17:10:35Z,JUMP-01,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02583,2026-09-04T17:12:54Z,APP-03,Endpoint Team,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02788,2026-09-04T17:16:28Z,HR-WS-22,Endpoint Team,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01512,2026-09-04T17:21:07Z,HR-WS-22,IT Operations,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01315,2026-09-04T17:23:58Z,MGMT-01,IT Operations,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01251,2026-09-04T17:45:39Z,MGMT-01,Endpoint Team,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01656,2026-09-04T17:54:19Z,JUMP-01,IT Operations,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01817,2026-09-04T17:55:31Z,APP-03,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02331,2026-09-04T17:58:12Z,DC-01,Endpoint Team,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01430,2026-09-04T17:58:49Z,APP-03,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01990,2026-09-04T18:02:15Z,JUMP-01,Endpoint Team,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01844,2026-09-04T18:09:11Z,DC-01,Infrastructure,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01424,2026-09-04T18:22:13Z,JUMP-01,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01077,2026-09-04T18:27:10Z,HR-WS-22,IT Operations,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01774,2026-09-04T18:29:00Z,JUMP-01,Infrastructure,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01142,2026-09-04T18:29:21Z,MGMT-01,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01701,2026-09-04T18:35:17Z,FILE-02,IT Operations,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02773,2026-09-04T18:36:09Z,APP-03,Endpoint Team,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02514,2026-09-04T18:41:57Z,PATCH-01,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01097,2026-09-04T18:42:22Z,APP-03,Endpoint Team,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02058,2026-09-04T18:46:42Z,DC-01,Endpoint Team,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02036,2026-09-04T18:49:57Z,DC-01,Infrastructure,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02186,2026-09-04T18:54:54Z,MGMT-01,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01434,2026-09-04T18:55:15Z,JUMP-01,IT Operations,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01198,2026-09-04T19:01:03Z,HR-WS-22,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01448,2026-09-04T19:04:34Z,PATCH-01,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02234,2026-09-04T19:06:12Z,JUMP-01,IT Operations,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01284,2026-09-04T19:06:49Z,JUMP-01,Endpoint Team,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02584,2026-09-04T19:10:10Z,HR-WS-22,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02465,2026-09-04T19:13:44Z,APP-03,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01233,2026-09-04T19:15:22Z,JUMP-01,Infrastructure,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01764,2026-09-04T19:17:33Z,DC-01,Endpoint Team,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01163,2026-09-04T19:20:00Z,JUMP-01,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02054,2026-09-04T19:21:53Z,PATCH-01,IT Operations,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01577,2026-09-04T19:25:51Z,APP-03,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01951,2026-09-04T19:26:53Z,PATCH-01,Endpoint Team,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02060,2026-09-04T19:33:08Z,MGMT-01,Endpoint Team,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02709,2026-09-04T19:35:06Z,PATCH-01,Endpoint Team,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01297,2026-09-04T19:40:17Z,DC-01,Endpoint Team,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01422,2026-09-04T19:45:56Z,FILE-02,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02555,2026-09-04T19:53:21Z,APP-03,Endpoint Team,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02632,2026-09-04T19:58:51Z,DC-01,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01743,2026-09-04T20:00:19Z,APP-03,Infrastructure,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01708,2026-09-04T20:05:31Z,MGMT-01,IT Operations,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02071,2026-09-04T20:09:13Z,MGMT-01,IT Operations,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01979,2026-09-04T20:12:37Z,PATCH-01,Endpoint Team,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02696,2026-09-04T20:20:38Z,APP-03,IT Operations,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01432,2026-09-04T20:41:56Z,FILE-02,IT Operations,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02143,2026-09-04T20:42:29Z,HR-WS-22,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01086,2026-09-04T20:52:34Z,HR-WS-22,Infrastructure,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01554,2026-09-04T20:56:18Z,FILE-02,IT Operations,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02738,2026-09-04T20:57:54Z,DC-01,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01891,2026-09-04T21:10:04Z,APP-03,IT Operations,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02500,2026-09-04T21:14:56Z,PATCH-01,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01534,2026-09-04T21:18:59Z,MGMT-01,IT Operations,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02018,2026-09-04T21:19:16Z,MGMT-01,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02784,2026-09-04T21:22:37Z,MGMT-01,Endpoint Team,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01901,2026-09-04T21:24:56Z,MGMT-01,IT Operations,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02609,2026-09-04T21:30:10Z,DC-01,IT Operations,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01171,2026-09-04T21:40:26Z,HR-WS-22,Infrastructure,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01375,2026-09-04T21:45:40Z,FILE-02,Endpoint Team,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02721,2026-09-04T21:48:59Z,HR-WS-22,Endpoint Team,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01370,2026-09-04T21:56:22Z,DC-01,Infrastructure,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02711,2026-09-04T21:57:27Z,PATCH-01,IT Operations,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01398,2026-09-04T21:59:00Z,JUMP-01,IT Operations,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01667,2026-09-04T22:04:33Z,FILE-02,IT Operations,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01918,2026-09-04T22:06:05Z,HR-WS-22,IT Operations,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
