event_id,_time,src_host,dest_host,user,protocol,result,source_ip,classification,note
AUTH-00636,2026-08-16T03:43:26Z,APP-API-02,FIN-WS-14,ACME\mrivera,WinRM,failure,10.50.18.71,benign,routine authentication
AUTH-01362,2026-08-16T03:45:01Z,APP-API-02,DEPLOY-01,ACME\mrivera,Kerberos,success,10.50.31.239,benign,routine authentication
AUTH-00580,2026-08-16T03:53:44Z,APP-API-02,FIN-WS-14,ACME\svc_deploy,Kerberos,success,10.50.48.202,benign,routine authentication
AUTH-01305,2026-08-16T03:57:47Z,JUMP-01,FILE-02,ACME\svc_backup,RDP,success,10.50.33.159,benign,routine authentication
AUTH-00762,2026-08-16T04:03:45Z,DEPLOY-01,APP-API-03,ACME\svc_deploy,Kerberos,success,10.50.12.30,benign,routine authentication
AUTH-00984,2026-08-16T04:18:49Z,APP-API-03,FILE-02,ACME\svc_deploy,RDP,success,10.50.31.65,benign,routine authentication
AUTH-01051,2026-08-16T04:20:31Z,FIN-WS-14,FIN-WS-14,NT AUTHORITY\SYSTEM,NTLM,success,10.50.23.83,benign,routine authentication
AUTH-00149,2026-08-16T04:26:25Z,APP-API-03,FILE-02,ACME\mrivera,Kerberos,success,10.50.34.101,benign,routine authentication
AUTH-00049,2026-08-16T04:43:51Z,APP-API-02,JUMP-01,ACME\svc_deploy,Kerberos,success,10.50.8.60,benign,routine authentication
AUTH-00773,2026-08-16T04:53:45Z,DEPLOY-01,APP-API-03,ACME\mrivera,WinRM,success,10.50.46.24,benign,routine authentication
AUTH-01490,2026-08-16T04:59:31Z,APP-API-03,FILE-02,NT AUTHORITY\SYSTEM,NTLM,success,10.50.25.39,benign,routine authentication
AUTH-01223,2026-08-16T05:02:15Z,JUMP-01,DEPLOY-01,ACME\svc_deploy,WinRM,success,10.50.13.31,benign,routine authentication
AUTH-00394,2026-08-16T05:05:06Z,APP-API-02,FILE-02,ACME\mrivera,WinRM,success,10.50.48.180,benign,routine authentication
AUTH-00667,2026-08-16T05:12:13Z,APP-API-03,DEPLOY-01,ACME\jsmith,Kerberos,success,10.50.17.110,benign,routine authentication
AUTH-01203,2026-08-16T05:14:36Z,FILE-02,APP-API-02,ACME\svc_deploy,Kerberos,success,10.50.1.39,benign,routine authentication
AUTH-01008,2026-08-16T05:19:37Z,DEPLOY-01,APP-API-03,ACME\svc_deploy,RDP,success,10.50.22.173,benign,routine authentication
AUTH-00818,2026-08-16T05:20:05Z,FILE-02,APP-API-02,ACME\svc_deploy,Kerberos,failure,10.50.34.72,benign,routine authentication
AUTH-00124,2026-08-16T05:31:18Z,FIN-WS-14,APP-API-02,ACME\svc_backup,Kerberos,success,10.50.11.122,benign,routine authentication
AUTH-00319,2026-08-16T05:32:20Z,FIN-WS-14,APP-API-02,ACME\svc_backup,RDP,failure,10.50.37.152,benign,routine authentication
AUTH-00424,2026-08-16T05:34:52Z,JUMP-01,DEPLOY-01,ACME\jsmith,Kerberos,failure,10.50.28.128,benign,routine authentication
AUTH-01018,2026-08-16T05:37:32Z,FILE-02,JUMP-01,ACME\mrivera,WinRM,success,10.50.34.197,benign,routine authentication
AUTH-01114,2026-08-16T05:44:23Z,JUMP-01,FIN-WS-14,ACME\svc_deploy,NTLM,success,10.50.44.3,benign,routine authentication
AUTH-00498,2026-08-16T05:49:19Z,APP-API-03,APP-API-02,ACME\svc_backup,Kerberos,success,10.50.8.174,benign,routine authentication
AUTH-00684,2026-08-16T05:49:46Z,DEPLOY-01,FILE-02,ACME\svc_backup,RDP,success,10.50.34.20,benign,routine authentication
AUTH-00018,2026-08-16T05:50:04Z,JUMP-01,APP-API-02,ACME\svc_backup,NTLM,success,10.50.34.18,benign,routine authentication
AUTH-00575,2026-08-16T05:52:28Z,FILE-02,DEPLOY-01,ACME\svc_deploy,Kerberos,success,10.50.41.167,benign,routine authentication
AUTH-01276,2026-08-16T05:54:05Z,FIN-WS-14,FILE-02,NT AUTHORITY\SYSTEM,WinRM,success,10.50.44.133,benign,routine authentication
AUTH-00595,2026-08-16T06:03:02Z,FILE-02,FIN-WS-14,ACME\svc_deploy,RDP,success,10.50.46.162,benign,routine authentication
AUTH-01395,2026-08-16T06:07:40Z,FIN-WS-14,APP-API-02,ACME\svc_deploy,Kerberos,success,10.50.50.18,benign,routine authentication
AUTH-00240,2026-08-16T06:09:14Z,FILE-02,APP-API-02,ACME\svc_deploy,WinRM,success,10.50.3.55,benign,routine authentication
AUTH-00129,2026-08-16T06:23:13Z,DEPLOY-01,FIN-WS-14,ACME\mrivera,WinRM,success,10.50.48.129,benign,routine authentication
AUTH-01081,2026-08-16T06:38:44Z,FIN-WS-14,APP-API-03,ACME\mrivera,NTLM,success,10.50.4.22,benign,routine authentication
AUTH-00114,2026-08-16T06:40:13Z,DEPLOY-01,FIN-WS-14,NT AUTHORITY\SYSTEM,Kerberos,success,10.50.3.42,benign,routine authentication
AUTH-01068,2026-08-16T06:45:12Z,APP-API-03,DEPLOY-01,ACME\jsmith,NTLM,failure,10.50.50.162,benign,routine authentication
AUTH-01301,2026-08-16T06:45:16Z,FIN-WS-14,JUMP-01,ACME\jsmith,NTLM,success,10.50.9.16,benign,routine authentication
AUTH-00890,2026-08-16T07:06:18Z,FIN-WS-14,FIN-WS-14,ACME\jsmith,WinRM,success,10.50.44.45,benign,routine authentication
AUTH-00752,2026-08-16T07:10:30Z,APP-API-03,FILE-02,ACME\jsmith,NTLM,success,10.50.13.216,benign,routine authentication
AUTH-00285,2026-08-16T07:22:18Z,DEPLOY-01,DEPLOY-01,ACME\svc_backup,RDP,success,10.50.45.169,benign,routine authentication
AUTH-00512,2026-08-16T07:45:37Z,APP-API-02,APP-API-03,ACME\mrivera,RDP,success,10.50.6.99,benign,routine authentication
AUTH-01195,2026-08-16T07:47:30Z,DEPLOY-01,FILE-02,ACME\svc_deploy,RDP,success,10.50.7.237,benign,routine authentication
AUTH-01198,2026-08-16T07:50:45Z,FILE-02,APP-API-02,ACME\mrivera,NTLM,success,10.50.33.206,benign,routine authentication
AUTH-01352,2026-08-16T07:52:00Z,APP-API-02,FILE-02,ACME\svc_backup,NTLM,success,10.50.16.107,benign,routine authentication
AUTH-00422,2026-08-16T08:21:14Z,FIN-WS-14,APP-API-02,ACME\svc_deploy,NTLM,success,10.50.3.88,benign,routine authentication
AUTH-01098,2026-08-16T08:33:34Z,JUMP-01,FILE-02,ACME\svc_deploy,Kerberos,success,10.50.8.98,benign,routine authentication
AUTH-00460,2026-08-16T08:41:34Z,APP-API-02,FIN-WS-14,ACME\jsmith,WinRM,failure,10.50.40.34,benign,routine authentication
AUTH-00107,2026-08-16T08:42:12Z,JUMP-01,FIN-WS-14,ACME\svc_backup,WinRM,success,10.50.15.161,benign,routine authentication
AUTH-00035,2026-08-16T08:53:47Z,FILE-02,FILE-02,ACME\svc_backup,NTLM,failure,10.50.35.92,benign,routine authentication
AUTH-00145,2026-08-16T09:04:20Z,DEPLOY-01,FIN-WS-14,ACME\mrivera,NTLM,success,10.50.1.130,benign,routine authentication
AUTH-01336,2026-08-16T09:04:43Z,APP-API-02,APP-API-02,ACME\jsmith,RDP,success,10.50.28.186,benign,routine authentication
AUTH-00454,2026-08-16T09:07:56Z,FIN-WS-14,FILE-02,ACME\svc_deploy,Kerberos,failure,10.50.26.83,benign,routine authentication
AUTH-00356,2026-08-16T09:10:21Z,APP-API-02,APP-API-02,ACME\mrivera,WinRM,failure,10.50.5.4,benign,routine authentication
AUTH-00727,2026-08-16T09:12:42Z,FIN-WS-14,FILE-02,ACME\svc_deploy,WinRM,success,10.50.8.123,benign,routine authentication
AUTH-01289,2026-08-16T09:13:57Z,APP-API-03,APP-API-02,ACME\svc_deploy,WinRM,success,10.50.15.9,benign,routine authentication
AUTH-01055,2026-08-16T09:16:22Z,JUMP-01,FIN-WS-14,ACME\svc_backup,WinRM,success,10.50.35.104,benign,routine authentication
AUTH-00191,2026-08-16T09:17:00Z,APP-API-03,JUMP-01,ACME\svc_deploy,RDP,success,10.50.5.156,benign,routine authentication
AUTH-00675,2026-08-16T09:18:53Z,APP-API-02,FIN-WS-14,ACME\svc_deploy,WinRM,success,10.50.33.13,benign,routine authentication
AUTH-01424,2026-08-16T09:31:58Z,APP-API-02,FIN-WS-14,ACME\svc_deploy,NTLM,success,10.50.7.156,benign,routine authentication
AUTH-00891,2026-08-16T09:39:10Z,FILE-02,APP-API-02,ACME\svc_deploy,Kerberos,success,10.50.47.4,benign,routine authentication
AUTH-00832,2026-08-16T09:46:34Z,FIN-WS-14,JUMP-01,ACME\svc_deploy,NTLM,success,10.50.2.231,benign,routine authentication
AUTH-00383,2026-08-16T09:51:00Z,FILE-02,APP-API-03,ACME\mrivera,WinRM,failure,10.50.36.23,benign,routine authentication
AUTH-01451,2026-08-16T09:54:07Z,JUMP-01,FIN-WS-14,ACME\mrivera,RDP,success,10.50.19.203,benign,routine authentication
AUTH-00155,2026-08-16T10:08:19Z,APP-API-03,FIN-WS-14,ACME\svc_backup,WinRM,success,10.50.24.213,benign,routine authentication
AUTH-01122,2026-08-16T10:12:48Z,FILE-02,DEPLOY-01,ACME\svc_deploy,NTLM,success,10.50.22.68,benign,routine authentication
AUTH-00477,2026-08-16T10:13:35Z,APP-API-02,DEPLOY-01,ACME\svc_deploy,WinRM,failure,10.50.36.152,benign,routine authentication
AUTH-01166,2026-08-16T10:14:05Z,DEPLOY-01,APP-API-02,ACME\mrivera,RDP,success,10.50.17.128,benign,routine authentication
AUTH-01421,2026-08-16T10:27:08Z,FILE-02,APP-API-03,ACME\mrivera,NTLM,success,10.50.18.185,benign,routine authentication
AUTH-00922,2026-08-16T10:34:38Z,FILE-02,APP-API-03,ACME\mrivera,WinRM,success,10.50.48.132,benign,routine authentication
AUTH-01486,2026-08-16T10:38:46Z,FILE-02,FILE-02,ACME\svc_backup,Kerberos,success,10.50.37.239,benign,routine authentication
AUTH-00867,2026-08-16T10:47:43Z,FILE-02,DEPLOY-01,ACME\mrivera,Kerberos,success,10.50.25.133,benign,routine authentication
AUTH-00349,2026-08-16T10:57:28Z,FIN-WS-14,FILE-02,ACME\svc_deploy,RDP,failure,10.50.16.222,benign,routine authentication
AUTH-01443,2026-08-16T10:57:59Z,APP-API-02,JUMP-01,NT AUTHORITY\SYSTEM,NTLM,failure,10.50.1.225,benign,routine authentication
AUTH-00204,2026-08-16T11:15:53Z,FIN-WS-14,JUMP-01,ACME\svc_backup,WinRM,success,10.50.41.71,benign,routine authentication
AUTH-01335,2026-08-16T11:16:19Z,APP-API-03,APP-API-03,NT AUTHORITY\SYSTEM,WinRM,success,10.50.40.95,benign,routine authentication
AUTH-00554,2026-08-16T11:21:18Z,FIN-WS-14,APP-API-02,ACME\mrivera,WinRM,success,10.50.9.217,benign,routine authentication
AUTH-00887,2026-08-16T11:26:01Z,APP-API-02,FILE-02,ACME\svc_backup,RDP,failure,10.50.30.133,benign,routine authentication
AUTH-01261,2026-08-16T11:31:24Z,FIN-WS-14,FIN-WS-14,ACME\svc_deploy,RDP,failure,10.50.12.153,benign,routine authentication
AUTH-01079,2026-08-16T11:40:38Z,DEPLOY-01,FIN-WS-14,ACME\mrivera,Kerberos,success,10.50.6.103,benign,routine authentication
AUTH-00881,2026-08-16T11:42:20Z,JUMP-01,FIN-WS-14,ACME\mrivera,Kerberos,failure,10.50.47.78,benign,routine authentication
AUTH-00401,2026-08-16T11:44:15Z,FIN-WS-14,APP-API-03,ACME\jsmith,WinRM,success,10.50.18.99,benign,routine authentication
AUTH-00398,2026-08-16T11:49:32Z,APP-API-03,APP-API-03,ACME\mrivera,NTLM,success,10.50.17.171,benign,routine authentication
AUTH-00538,2026-08-16T11:50:09Z,APP-API-02,FIN-WS-14,ACME\svc_backup,RDP,success,10.50.42.143,benign,routine authentication
AUTH-01205,2026-08-16T11:59:01Z,FIN-WS-14,DEPLOY-01,ACME\mrivera,WinRM,success,10.50.31.108,benign,routine authentication
AUTH-00873,2026-08-16T12:03:06Z,JUMP-01,APP-API-03,ACME\svc_deploy,NTLM,failure,10.50.2.183,benign,routine authentication
AUTH-00757,2026-08-16T12:10:39Z,FIN-WS-14,APP-API-02,NT AUTHORITY\SYSTEM,NTLM,success,10.50.45.180,benign,routine authentication
AUTH-01225,2026-08-16T12:10:45Z,DEPLOY-01,JUMP-01,ACME\mrivera,WinRM,success,10.50.47.142,benign,routine authentication
AUTH-00046,2026-08-16T12:10:52Z,FILE-02,FIN-WS-14,NT AUTHORITY\SYSTEM,RDP,success,10.50.1.165,benign,routine authentication
AUTH-00989,2026-08-16T12:18:36Z,DEPLOY-01,APP-API-03,ACME\svc_deploy,WinRM,success,10.50.20.237,benign,routine authentication
AUTH-00754,2026-08-16T12:19:54Z,APP-API-02,FIN-WS-14,NT AUTHORITY\SYSTEM,WinRM,success,10.50.42.199,benign,routine authentication
AUTH-01262,2026-08-16T12:34:39Z,APP-API-03,APP-API-03,NT AUTHORITY\SYSTEM,NTLM,success,10.50.15.208,benign,routine authentication
AUTH-00548,2026-08-16T12:37:47Z,FILE-02,APP-API-02,ACME\mrivera,NTLM,success,10.50.19.196,benign,routine authentication
AUTH-00713,2026-08-16T12:46:19Z,FIN-WS-14,APP-API-02,ACME\svc_deploy,Kerberos,failure,10.50.44.147,benign,routine authentication
AUTH-00511,2026-08-16T12:55:44Z,DEPLOY-01,FIN-WS-14,ACME\mrivera,NTLM,success,10.50.45.160,benign,routine authentication
AUTH-00929,2026-08-16T12:59:45Z,FILE-02,FIN-WS-14,NT AUTHORITY\SYSTEM,WinRM,success,10.50.11.5,benign,routine authentication
AUTH-00681,2026-08-16T13:03:00Z,FIN-WS-14,JUMP-01,ACME\svc_backup,NTLM,failure,10.50.13.195,benign,routine authentication
AUTH-00115,2026-08-16T13:03:04Z,APP-API-03,APP-API-03,ACME\jsmith,Kerberos,success,10.50.5.65,benign,routine authentication
AUTH-01436,2026-08-16T13:13:35Z,FIN-WS-14,DEPLOY-01,ACME\mrivera,RDP,success,10.50.42.127,benign,routine authentication
AUTH-01181,2026-08-16T13:18:54Z,JUMP-01,APP-API-03,NT AUTHORITY\SYSTEM,NTLM,failure,10.50.4.217,benign,routine authentication
AUTH-01399,2026-08-16T13:20:35Z,FILE-02,FIN-WS-14,ACME\mrivera,RDP,failure,10.50.19.77,benign,routine authentication
AUTH-00333,2026-08-16T13:33:48Z,JUMP-01,JUMP-01,ACME\jsmith,RDP,success,10.50.29.114,benign,routine authentication
AUTH-01188,2026-08-16T13:38:52Z,FIN-WS-14,JUMP-01,ACME\svc_backup,RDP,success,10.50.18.56,benign,routine authentication
AUTH-01126,2026-08-16T13:39:27Z,FIN-WS-14,FIN-WS-14,ACME\mrivera,RDP,success,10.50.49.2,benign,routine authentication
AUTH-01061,2026-08-16T13:44:53Z,DEPLOY-01,APP-API-02,ACME\svc_deploy,RDP,success,10.50.44.10,benign,routine authentication
AUTH-00745,2026-08-16T13:47:12Z,FIN-WS-14,FIN-WS-14,ACME\mrivera,Kerberos,success,10.50.9.186,benign,routine authentication
AUTH-01269,2026-08-16T14:02:01Z,DEPLOY-01,JUMP-01,ACME\svc_backup,RDP,success,10.50.37.228,benign,routine authentication
AUTH-01431,2026-08-16T14:18:42Z,APP-API-03,FIN-WS-14,NT AUTHORITY\SYSTEM,RDP,failure,10.50.28.75,benign,routine authentication
AUTH-00178,2026-08-16T14:25:05Z,JUMP-01,DEPLOY-01,ACME\svc_deploy,Kerberos,success,10.50.15.10,benign,routine authentication
AUTH-00110,2026-08-16T14:25:38Z,DEPLOY-01,APP-API-03,ACME\svc_backup,NTLM,success,10.50.20.48,benign,routine authentication
AUTH-00371,2026-08-16T14:32:39Z,APP-API-02,FIN-WS-14,ACME\jsmith,WinRM,failure,10.50.37.213,benign,routine authentication
AUTH-00106,2026-08-16T14:40:41Z,DEPLOY-01,FILE-02,ACME\jsmith,Kerberos,success,10.50.29.159,benign,routine authentication
AUTH-00904,2026-08-16T14:42:42Z,APP-API-03,APP-API-02,ACME\mrivera,NTLM,success,10.50.17.106,benign,routine authentication
AUTH-00878,2026-08-16T14:43:14Z,JUMP-01,APP-API-03,ACME\jsmith,RDP,failure,10.50.13.186,benign,routine authentication
AUTH-00261,2026-08-16T14:49:51Z,FIN-WS-14,DEPLOY-01,NT AUTHORITY\SYSTEM,NTLM,success,10.50.12.140,benign,routine authentication
AUTH-00464,2026-08-16T14:58:40Z,DEPLOY-01,APP-API-03,NT AUTHORITY\SYSTEM,NTLM,success,10.50.47.87,benign,routine authentication
AUTH-01022,2026-08-16T15:03:05Z,DEPLOY-01,FIN-WS-14,ACME\mrivera,NTLM,failure,10.50.21.220,benign,routine authentication
AUTH-00992,2026-08-16T15:04:46Z,FIN-WS-14,FILE-02,ACME\jsmith,Kerberos,failure,10.50.31.124,benign,routine authentication
AUTH-00534,2026-08-16T15:08:43Z,APP-API-03,APP-API-03,ACME\jsmith,RDP,success,10.50.3.2,benign,routine authentication
AUTH-00994,2026-08-16T15:10:35Z,DEPLOY-01,JUMP-01,ACME\mrivera,WinRM,success,10.50.37.236,benign,routine authentication
AUTH-00427,2026-08-16T15:13:24Z,FIN-WS-14,APP-API-03,ACME\jsmith,RDP,success,10.50.27.21,benign,routine authentication
AUTH-01277,2026-08-16T15:23:29Z,DEPLOY-01,FILE-02,NT AUTHORITY\SYSTEM,Kerberos,failure,10.50.49.233,benign,routine authentication
AUTH-00508,2026-08-16T15:26:05Z,DEPLOY-01,DEPLOY-01,ACME\jsmith,NTLM,failure,10.50.42.70,benign,routine authentication
AUTH-00847,2026-08-16T15:29:44Z,APP-API-02,DEPLOY-01,ACME\svc_deploy,NTLM,success,10.50.50.196,benign,routine authentication
AUTH-00370,2026-08-16T15:31:15Z,FILE-02,FIN-WS-14,ACME\mrivera,WinRM,failure,10.50.10.12,benign,routine authentication
AUTH-00101,2026-08-16T15:31:27Z,APP-API-02,APP-API-02,ACME\jsmith,RDP,success,10.50.5.116,benign,routine authentication
AUTH-00405,2026-08-16T15:34:35Z,APP-API-02,DEPLOY-01,ACME\svc_deploy,NTLM,success,10.50.38.29,benign,routine authentication
AUTH-00297,2026-08-16T15:47:56Z,FIN-WS-14,APP-API-03,NT AUTHORITY\SYSTEM,Kerberos,success,10.50.44.101,benign,routine authentication
AUTH-00639,2026-08-16T15:55:25Z,JUMP-01,FIN-WS-14,ACME\jsmith,RDP,failure,10.50.41.193,benign,routine authentication
AUTH-00629,2026-08-16T15:58:36Z,APP-API-02,APP-API-03,ACME\svc_backup,NTLM,failure,10.50.29.130,benign,routine authentication
AUTH-00853,2026-08-16T16:21:24Z,JUMP-01,APP-API-02,ACME\mrivera,NTLM,failure,10.50.1.184,benign,routine authentication
AUTH-00264,2026-08-16T16:21:36Z,FILE-02,APP-API-03,ACME\mrivera,WinRM,success,10.50.29.76,benign,routine authentication
AUTH-00602,2026-08-16T16:22:54Z,FILE-02,FILE-02,ACME\jsmith,RDP,failure,10.50.7.229,benign,routine authentication
AUTH-01167,2026-08-16T16:29:44Z,FIN-WS-14,APP-API-03,ACME\svc_backup,WinRM,failure,10.50.19.45,benign,routine authentication
AUTH-00053,2026-08-16T16:37:05Z,APP-API-03,FIN-WS-14,ACME\svc_backup,WinRM,success,10.50.23.93,benign,routine authentication
AUTH-00775,2026-08-16T16:38:01Z,FIN-WS-14,FILE-02,NT AUTHORITY\SYSTEM,Kerberos,success,10.50.19.102,benign,routine authentication
AUTH-00136,2026-08-16T16:38:22Z,FIN-WS-14,APP-API-03,NT AUTHORITY\SYSTEM,Kerberos,success,10.50.44.15,benign,routine authentication
AUTH-00962,2026-08-16T16:54:37Z,APP-API-02,APP-API-03,NT AUTHORITY\SYSTEM,RDP,success,10.50.39.159,benign,routine authentication
AUTH-01067,2026-08-16T16:57:02Z,JUMP-01,JUMP-01,ACME\svc_backup,RDP,success,10.50.5.90,benign,routine authentication
AUTH-00920,2026-08-16T17:03:03Z,DEPLOY-01,FILE-02,NT AUTHORITY\SYSTEM,RDP,failure,10.50.31.121,benign,routine authentication
AUTH-00952,2026-08-16T17:07:01Z,FILE-02,DEPLOY-01,ACME\svc_backup,RDP,failure,10.50.23.234,benign,routine authentication
AUTH-01074,2026-08-16T17:07:55Z,FIN-WS-14,APP-API-02,NT AUTHORITY\SYSTEM,Kerberos,success,10.50.49.46,benign,routine authentication
AUTH-01235,2026-08-16T17:23:27Z,FILE-02,APP-API-02,ACME\jsmith,Kerberos,success,10.50.36.143,benign,routine authentication
AUTH-01125,2026-08-16T17:32:39Z,FIN-WS-14,APP-API-03,ACME\svc_deploy,WinRM,success,10.50.9.240,benign,routine authentication
AUTH-01341,2026-08-16T17:38:18Z,DEPLOY-01,FILE-02,ACME\svc_backup,RDP,success,10.50.10.165,benign,routine authentication
AUTH-00560,2026-08-16T17:47:51Z,APP-API-02,FILE-02,ACME\svc_backup,WinRM,success,10.50.6.139,benign,routine authentication
AUTH-00760,2026-08-16T17:50:13Z,FILE-02,JUMP-01,NT AUTHORITY\SYSTEM,Kerberos,success,10.50.35.85,benign,routine authentication
AUTH-00584,2026-08-16T18:15:11Z,JUMP-01,FIN-WS-14,ACME\mrivera,WinRM,success,10.50.49.173,benign,routine authentication
AUTH-00467,2026-08-16T18:17:15Z,DEPLOY-01,FILE-02,NT AUTHORITY\SYSTEM,RDP,success,10.50.40.31,benign,routine authentication
AUTH-01365,2026-08-16T18:17:57Z,APP-API-02,DEPLOY-01,ACME\svc_deploy,NTLM,failure,10.50.22.140,benign,routine authentication
AUTH-00916,2026-08-16T18:21:07Z,FIN-WS-14,FILE-02,ACME\svc_backup,NTLM,failure,10.50.45.99,benign,routine authentication
AUTH-00747,2026-08-16T18:28:14Z,APP-API-02,DEPLOY-01,NT AUTHORITY\SYSTEM,WinRM,success,10.50.35.182,benign,routine authentication
AUTH-00144,2026-08-16T18:36:39Z,JUMP-01,APP-API-03,ACME\jsmith,NTLM,success,10.50.8.198,benign,routine authentication
AUTH-01374,2026-08-16T18:39:39Z,DEPLOY-01,JUMP-01,ACME\svc_backup,NTLM,failure,10.50.8.16,benign,routine authentication
AUTH-00987,2026-08-16T18:45:19Z,JUMP-01,DEPLOY-01,ACME\svc_deploy,RDP,success,10.50.26.146,benign,routine authentication
AUTH-01477,2026-08-16T18:45:26Z,FILE-02,APP-API-02,ACME\jsmith,Kerberos,success,10.50.42.211,benign,routine authentication
AUTH-00484,2026-08-16T18:47:29Z,FILE-02,APP-API-02,ACME\mrivera,NTLM,failure,10.50.23.84,benign,routine authentication
AUTH-00347,2026-08-16T18:48:36Z,FIN-WS-14,DEPLOY-01,ACME\mrivera,RDP,success,10.50.48.86,benign,routine authentication
AUTH-00870,2026-08-16T18:48:36Z,APP-API-02,JUMP-01,ACME\jsmith,WinRM,success,10.50.22.88,benign,routine authentication
AUTH-01496,2026-08-16T18:57:10Z,DEPLOY-01,APP-API-03,NT AUTHORITY\SYSTEM,Kerberos,failure,10.50.17.66,benign,routine authentication
AUTH-00804,2026-08-16T18:58:32Z,APP-API-03,DEPLOY-01,ACME\svc_deploy,NTLM,success,10.50.28.103,benign,routine authentication
AUTH-01339,2026-08-16T18:58:49Z,JUMP-01,JUMP-01,ACME\mrivera,RDP,success,10.50.50.212,benign,routine authentication
AUTH-00585,2026-08-16T18:59:14Z,FIN-WS-14,JUMP-01,ACME\svc_backup,RDP,success,10.50.6.116,benign,routine authentication
AUTH-00928,2026-08-16T18:59:48Z,JUMP-01,FILE-02,ACME\svc_backup,Kerberos,success,10.50.32.107,benign,routine authentication
AUTH-00311,2026-08-16T19:03:33Z,DEPLOY-01,FILE-02,ACME\svc_backup,Kerberos,success,10.50.9.104,benign,routine authentication
AUTH-00824,2026-08-16T19:11:44Z,DEPLOY-01,FIN-WS-14,ACME\mrivera,WinRM,success,10.50.25.56,benign,routine authentication
AUTH-01206,2026-08-16T19:13:21Z,JUMP-01,JUMP-01,ACME\mrivera,WinRM,success,10.50.7.57,benign,routine authentication
AUTH-00777,2026-08-16T19:14:40Z,DEPLOY-01,FILE-02,ACME\svc_deploy,WinRM,success,10.50.21.191,benign,routine authentication
AUTH-00938,2026-08-16T19:16:35Z,APP-API-02,JUMP-01,ACME\mrivera,WinRM,success,10.50.14.161,benign,routine authentication
AUTH-00039,2026-08-16T19:21:33Z,DEPLOY-01,APP-API-03,ACME\svc_backup,NTLM,success,10.50.19.157,benign,routine authentication
AUTH-00574,2026-08-16T19:21:57Z,DEPLOY-01,APP-API-03,ACME\mrivera,NTLM,success,10.50.46.38,benign,routine authentication
AUTH-01106,2026-08-16T19:33:57Z,APP-API-02,APP-API-02,ACME\svc_backup,WinRM,success,10.50.41.115,benign,routine authentication
AUTH-00776,2026-08-16T19:35:59Z,APP-API-03,APP-API-02,ACME\jsmith,RDP,success,10.50.27.107,benign,routine authentication
AUTH-00686,2026-08-16T19:37:24Z,JUMP-01,APP-API-02,ACME\jsmith,NTLM,failure,10.50.12.69,benign,routine authentication
AUTH-00425,2026-08-16T19:43:04Z,DEPLOY-01,JUMP-01,ACME\jsmith,WinRM,success,10.50.33.158,benign,routine authentication
AUTH-01192,2026-08-16T19:45:16Z,FILE-02,APP-API-02,ACME\svc_backup,Kerberos,success,10.50.33.213,benign,routine authentication
AUTH-00730,2026-08-16T19:45:58Z,JUMP-01,DEPLOY-01,ACME\mrivera,WinRM,success,10.50.16.93,benign,routine authentication
AUTH-00284,2026-08-16T19:47:46Z,FIN-WS-14,FIN-WS-14,ACME\svc_backup,RDP,success,10.50.42.102,benign,routine authentication
AUTH-01158,2026-08-16T19:52:36Z,APP-API-02,APP-API-02,ACME\jsmith,Kerberos,success,10.50.50.135,benign,routine authentication
AUTH-00139,2026-08-16T19:53:12Z,APP-API-02,JUMP-01,NT AUTHORITY\SYSTEM,NTLM,failure,10.50.24.16,benign,routine authentication
AUTH-00130,2026-08-16T19:53:18Z,DEPLOY-01,APP-API-02,ACME\jsmith,RDP,success,10.50.23.82,benign,routine authentication
AUTH-00324,2026-08-16T19:59:32Z,APP-API-02,APP-API-03,ACME\jsmith,WinRM,failure,10.50.22.19,benign,routine authentication
AUTH-00664,2026-08-16T20:07:56Z,JUMP-01,DEPLOY-01,ACME\svc_deploy,WinRM,success,10.50.3.214,benign,routine authentication
AUTH-00128,2026-08-16T20:15:35Z,APP-API-03,APP-API-02,NT AUTHORITY\SYSTEM,RDP,success,10.50.12.209,benign,routine authentication
AUTH-00385,2026-08-16T20:24:44Z,DEPLOY-01,APP-API-03,ACME\svc_deploy,Kerberos,success,10.50.7.112,benign,routine authentication
AUTH-01414,2026-08-16T20:25:22Z,FIN-WS-14,DEPLOY-01,ACME\svc_backup,Kerberos,success,10.50.1.240,benign,routine authentication
AUTH-00612,2026-08-16T20:27:56Z,FILE-02,APP-API-02,ACME\jsmith,RDP,failure,10.50.33.89,benign,routine authentication
AUTH-00006,2026-08-16T20:31:48Z,FILE-02,APP-API-03,ACME\jsmith,WinRM,success,10.50.25.34,benign,routine authentication
AUTH-00158,2026-08-16T20:34:03Z,APP-API-02,JUMP-01,ACME\jsmith,RDP,success,10.50.5.148,benign,routine authentication
AUTH-01275,2026-08-16T20:44:38Z,FILE-02,FIN-WS-14,ACME\jsmith,RDP,failure,10.50.28.17,benign,routine authentication
AUTH-00102,2026-08-16T20:45:02Z,FIN-WS-14,FIN-WS-14,ACME\svc_deploy,RDP,success,10.50.15.114,benign,routine authentication
AUTH-01304,2026-08-16T21:04:30Z,DEPLOY-01,APP-API-02,NT AUTHORITY\SYSTEM,WinRM,success,10.50.41.134,benign,routine authentication
AUTH-01481,2026-08-16T21:06:27Z,FILE-02,APP-API-03,ACME\svc_deploy,RDP,success,10.50.11.178,benign,routine authentication
