id,_time,host,artifact,status,publisher,classification
TRUST-N-07083,2026-09-23T05:17:49Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-06530,2026-09-23T05:18:27Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-02973,2026-09-23T05:18:29Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-04648,2026-09-23T05:18:41Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-04672,2026-09-23T05:19:04Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-07498,2026-09-23T05:19:18Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-00223,2026-09-23T05:20:05Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-08295,2026-09-23T05:20:46Z,MGMT-01,known software,signed,Known Publisher,benign
TRUST-N-03780,2026-09-23T05:21:49Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-06532,2026-09-23T05:22:06Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-09469,2026-09-23T05:22:49Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-00087,2026-09-23T05:23:19Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-01336,2026-09-23T05:23:25Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-04801,2026-09-23T05:23:35Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-03606,2026-09-23T05:24:30Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-04593,2026-09-23T05:24:33Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-06703,2026-09-23T05:25:20Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-07937,2026-09-23T05:25:48Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-08642,2026-09-23T05:25:51Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-03890,2026-09-23T05:27:18Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-03405,2026-09-23T05:27:42Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-05613,2026-09-23T05:29:16Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-05493,2026-09-23T05:30:30Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-04532,2026-09-23T05:31:00Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-01647,2026-09-23T05:31:36Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-02797,2026-09-23T05:32:24Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-03008,2026-09-23T05:35:43Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-00101,2026-09-23T05:35:53Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-03049,2026-09-23T05:35:57Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-02128,2026-09-23T05:36:01Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-07905,2026-09-23T05:36:08Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-02747,2026-09-23T05:37:21Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-09235,2026-09-23T05:38:16Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-07817,2026-09-23T05:38:50Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-06351,2026-09-23T05:39:24Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-05402,2026-09-23T05:39:36Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-01723,2026-09-23T05:39:47Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-09770,2026-09-23T05:40:44Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-08200,2026-09-23T05:42:11Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-07608,2026-09-23T05:43:05Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-03601,2026-09-23T05:43:13Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-04788,2026-09-23T05:43:54Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-04558,2026-09-23T05:43:58Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-04434,2026-09-23T05:44:05Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-00674,2026-09-23T05:44:30Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-06793,2026-09-23T05:44:35Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-00814,2026-09-23T05:44:40Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-02626,2026-09-23T05:45:00Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-03079,2026-09-23T05:45:20Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-09297,2026-09-23T05:45:33Z,MGMT-01,known software,signed,Known Publisher,benign
TRUST-N-08027,2026-09-23T05:45:41Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-07228,2026-09-23T05:45:59Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-01832,2026-09-23T05:46:22Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-01231,2026-09-23T05:46:53Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-00675,2026-09-23T05:48:41Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-05457,2026-09-23T05:49:58Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-04498,2026-09-23T05:50:09Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-04243,2026-09-23T05:50:53Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-09330,2026-09-23T05:52:03Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-01462,2026-09-23T05:52:18Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-01241,2026-09-23T05:52:33Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-05420,2026-09-23T05:53:09Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-01935,2026-09-23T05:55:21Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-06966,2026-09-23T05:55:35Z,MGMT-01,known software,signed,Known Publisher,benign
TRUST-N-01082,2026-09-23T05:55:41Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-09278,2026-09-23T05:56:04Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-07678,2026-09-23T05:56:06Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-07305,2026-09-23T05:56:22Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-07255,2026-09-23T05:56:48Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-02931,2026-09-23T05:56:56Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-01291,2026-09-23T05:57:04Z,MGMT-01,known software,signed,Known Publisher,benign
TRUST-N-00608,2026-09-23T05:57:21Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-08042,2026-09-23T05:57:56Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-03617,2026-09-23T05:57:58Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-07550,2026-09-23T05:58:12Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-05147,2026-09-23T05:58:21Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-07647,2026-09-23T05:58:22Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-00900,2026-09-23T05:58:39Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-06430,2026-09-23T05:58:47Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-00694,2026-09-23T05:59:25Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-09452,2026-09-23T05:59:27Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-02989,2026-09-23T05:59:56Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-02250,2026-09-23T06:00:31Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-00817,2026-09-23T06:00:39Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-08350,2026-09-23T06:02:14Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-08536,2026-09-23T06:02:14Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-09892,2026-09-23T06:02:45Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-09488,2026-09-23T06:02:48Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-05222,2026-09-23T06:05:42Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-09787,2026-09-23T06:06:26Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-00996,2026-09-23T06:06:30Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-04732,2026-09-23T06:08:21Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-01276,2026-09-23T06:08:56Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-07054,2026-09-23T06:09:25Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-03093,2026-09-23T06:09:31Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-08910,2026-09-23T06:09:49Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-03590,2026-09-23T06:10:17Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-03456,2026-09-23T06:10:25Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-01804,2026-09-23T06:10:52Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-03922,2026-09-23T06:11:41Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-05295,2026-09-23T06:12:13Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-00641,2026-09-23T06:12:39Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-01457,2026-09-23T06:14:57Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-08032,2026-09-23T06:15:14Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-06263,2026-09-23T06:15:40Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-03031,2026-09-23T06:16:10Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-02778,2026-09-23T06:16:54Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-09856,2026-09-23T06:17:10Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-03279,2026-09-23T06:17:16Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-03417,2026-09-23T06:18:25Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-03551,2026-09-23T06:18:46Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-04668,2026-09-23T06:19:06Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-07746,2026-09-23T06:19:23Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-03329,2026-09-23T06:19:59Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-03815,2026-09-23T06:20:06Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-03460,2026-09-23T06:20:07Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-03274,2026-09-23T06:20:38Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-04844,2026-09-23T06:21:14Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-06029,2026-09-23T06:21:42Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-02926,2026-09-23T06:21:52Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-05862,2026-09-23T06:22:16Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-01454,2026-09-23T06:23:54Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-03966,2026-09-23T06:24:50Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-02869,2026-09-23T06:26:11Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-08204,2026-09-23T06:26:20Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-08381,2026-09-23T06:26:23Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-09019,2026-09-23T06:27:32Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-00478,2026-09-23T06:28:40Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-06339,2026-09-23T06:28:40Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-07933,2026-09-23T06:29:04Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-09415,2026-09-23T06:29:22Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-09898,2026-09-23T06:29:36Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-00477,2026-09-23T06:29:50Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-04989,2026-09-23T06:30:18Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-03886,2026-09-23T06:30:39Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-09271,2026-09-23T06:32:10Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-03059,2026-09-23T06:33:00Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-00677,2026-09-23T06:33:15Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-01887,2026-09-23T06:33:19Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-03500,2026-09-23T06:33:37Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-07469,2026-09-23T06:33:43Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-08962,2026-09-23T06:35:12Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-06406,2026-09-23T06:36:07Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-01878,2026-09-23T06:36:27Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-01222,2026-09-23T06:37:12Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-06342,2026-09-23T06:37:24Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-09122,2026-09-23T06:38:17Z,MGMT-01,known software,signed,Known Publisher,benign
TRUST-N-06943,2026-09-23T06:38:50Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-00673,2026-09-23T06:39:53Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-00654,2026-09-23T06:40:03Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-07274,2026-09-23T06:40:10Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-04607,2026-09-23T06:41:25Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-08631,2026-09-23T06:41:39Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-01740,2026-09-23T06:41:49Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-04189,2026-09-23T06:42:09Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-00495,2026-09-23T06:42:54Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-06622,2026-09-23T06:43:03Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-09394,2026-09-23T06:43:08Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-01979,2026-09-23T06:44:33Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-06666,2026-09-23T06:45:38Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-00521,2026-09-23T06:46:19Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-01325,2026-09-23T06:47:05Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-06380,2026-09-23T06:47:51Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-01975,2026-09-23T06:47:53Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-06732,2026-09-23T06:47:57Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-03837,2026-09-23T06:48:41Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-09145,2026-09-23T06:48:45Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-09611,2026-09-23T06:48:58Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-00833,2026-09-23T06:49:58Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-02184,2026-09-23T06:50:47Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-00432,2026-09-23T06:51:29Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-06563,2026-09-23T06:52:11Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-01183,2026-09-23T06:52:16Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-02821,2026-09-23T06:53:08Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-07671,2026-09-23T06:53:38Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-04764,2026-09-23T06:53:52Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-01925,2026-09-23T06:54:41Z,MGMT-01,known software,signed,Known Publisher,benign
TRUST-N-00653,2026-09-23T06:55:19Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-08287,2026-09-23T06:55:30Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-07535,2026-09-23T06:56:41Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-09338,2026-09-23T06:57:43Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-07028,2026-09-23T06:58:00Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-00655,2026-09-23T06:58:03Z,MGMT-01,known software,signed,Known Publisher,benign
TRUST-N-08029,2026-09-23T06:58:05Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-09682,2026-09-23T06:59:08Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-05827,2026-09-23T06:59:34Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-00512,2026-09-23T07:00:37Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-02531,2026-09-23T07:00:53Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-00496,2026-09-23T07:03:15Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-09703,2026-09-23T07:03:15Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-03987,2026-09-23T07:03:59Z,MGMT-01,known software,signed,Known Publisher,benign
TRUST-N-09840,2026-09-23T07:04:17Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-00564,2026-09-23T07:04:38Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-01178,2026-09-23T07:05:25Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-03406,2026-09-23T07:05:33Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-03151,2026-09-23T07:05:39Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-09624,2026-09-23T07:05:54Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-00659,2026-09-23T07:06:09Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-00468,2026-09-23T07:09:27Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-05622,2026-09-23T07:09:49Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-03434,2026-09-23T07:09:58Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-07672,2026-09-23T07:10:02Z,MGMT-01,known software,signed,Known Publisher,benign
TRUST-N-00990,2026-09-23T07:10:59Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-06602,2026-09-23T07:11:25Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-07523,2026-09-23T07:11:37Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-00857,2026-09-23T07:12:16Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-01233,2026-09-23T07:12:28Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-08468,2026-09-23T07:12:49Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-09829,2026-09-23T07:13:43Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-03374,2026-09-23T07:14:21Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-09416,2026-09-23T07:14:23Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-07410,2026-09-23T07:14:33Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-01539,2026-09-23T07:14:52Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-09975,2026-09-23T07:15:38Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-02122,2026-09-23T07:16:13Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-06135,2026-09-23T07:16:24Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-01365,2026-09-23T07:18:13Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-03296,2026-09-23T07:18:43Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-04348,2026-09-23T07:18:47Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-05378,2026-09-23T07:19:19Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-09774,2026-09-23T07:19:27Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-04004,2026-09-23T07:19:31Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-02898,2026-09-23T07:19:48Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-09418,2026-09-23T07:20:16Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-07907,2026-09-23T07:20:21Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-03682,2026-09-23T07:20:22Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-01765,2026-09-23T07:20:54Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-05898,2026-09-23T07:21:17Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-05121,2026-09-23T07:21:38Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-01738,2026-09-23T07:21:39Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-00052,2026-09-23T07:22:13Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-03777,2026-09-23T07:22:36Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-04133,2026-09-23T07:22:41Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-05164,2026-09-23T07:23:18Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-00294,2026-09-23T07:23:27Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-02512,2026-09-23T07:24:16Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-05446,2026-09-23T07:26:44Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-01891,2026-09-23T07:27:11Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-09367,2026-09-23T07:27:13Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-03585,2026-09-23T07:27:58Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-04773,2026-09-23T07:28:31Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-07022,2026-09-23T07:29:54Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-08379,2026-09-23T07:30:04Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-06492,2026-09-23T07:30:34Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-01230,2026-09-23T07:31:40Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-00707,2026-09-23T07:33:01Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-07095,2026-09-23T07:33:07Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-01149,2026-09-23T07:34:58Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-09144,2026-09-23T07:36:08Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-01815,2026-09-23T07:36:10Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-08635,2026-09-23T07:36:27Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-09577,2026-09-23T07:37:05Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-00471,2026-09-23T07:38:31Z,MGMT-01,known software,signed,Known Publisher,benign
TRUST-N-05619,2026-09-23T07:39:09Z,MGMT-01,known software,signed,Known Publisher,benign
TRUST-N-05687,2026-09-23T07:40:11Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-00072,2026-09-23T07:40:17Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-04146,2026-09-23T07:41:25Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-00587,2026-09-23T07:41:29Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-08093,2026-09-23T07:42:36Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-07384,2026-09-23T07:42:48Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-08582,2026-09-23T07:43:00Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-00259,2026-09-23T07:43:20Z,MGMT-01,known software,signed,Known Publisher,benign
TRUST-N-09087,2026-09-23T07:43:22Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-00168,2026-09-23T07:45:09Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-08279,2026-09-23T07:45:29Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-06811,2026-09-23T07:46:39Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-09501,2026-09-23T07:46:45Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-09828,2026-09-23T07:47:50Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-00116,2026-09-23T07:48:36Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-00864,2026-09-23T07:49:43Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-05156,2026-09-23T07:49:50Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-02780,2026-09-23T07:50:33Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-01987,2026-09-23T07:51:20Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-04545,2026-09-23T07:51:21Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-09249,2026-09-23T07:52:22Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-08701,2026-09-23T07:53:43Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-09922,2026-09-23T07:54:43Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-01208,2026-09-23T07:55:50Z,ENG-WS-17,known software,signed,Known Publisher,benign
