id,_time,host,user,action,path,process,classification
FILE-N-05039,2026-09-22T18:48:56Z,HR-WS-22,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-04934,2026-09-22T18:50:18Z,HR-WS-22,SYSTEM,create,approved operational file,approved process,benign
FILE-N-07947,2026-09-22T18:51:08Z,APP-06,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-05856,2026-09-22T18:51:10Z,DC-01,SYSTEM,read,approved operational file,approved process,benign
FILE-N-07623,2026-09-22T18:51:10Z,HR-WS-08,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-02490,2026-09-22T18:51:25Z,ENG-WS-17,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-08585,2026-09-22T18:52:07Z,DC-01,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-05589,2026-09-22T18:52:11Z,MGMT-01,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-00875,2026-09-22T18:52:35Z,ENG-WS-17,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-08770,2026-09-22T18:52:47Z,ENG-WS-17,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-03135,2026-09-22T18:53:45Z,HR-WS-22,SYSTEM,create,approved operational file,approved process,benign
FILE-N-09066,2026-09-22T18:53:46Z,DC-01,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-07075,2026-09-22T18:54:53Z,MGMT-01,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-00463,2026-09-22T18:55:20Z,MGMT-01,SYSTEM,read,approved operational file,approved process,benign
FILE-N-03902,2026-09-22T18:56:13Z,ENG-WS-17,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-05905,2026-09-22T18:56:33Z,HR-WS-08,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-04841,2026-09-22T18:56:39Z,FIN-WS-09,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-08022,2026-09-22T18:56:51Z,MGMT-01,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-03700,2026-09-22T18:57:19Z,PATCH-01,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-05054,2026-09-22T18:57:21Z,PATCH-01,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-02307,2026-09-22T18:57:28Z,HR-WS-08,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-07114,2026-09-22T18:58:30Z,APP-06,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-01225,2026-09-22T18:58:46Z,HR-WS-08,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-02617,2026-09-22T18:59:36Z,MGMT-01,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-09555,2026-09-22T19:00:37Z,ENG-WS-17,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-08080,2026-09-22T19:00:44Z,HR-WS-22,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-06732,2026-09-22T19:00:55Z,HR-WS-08,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-02381,2026-09-22T19:01:04Z,HR-WS-08,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-07418,2026-09-22T19:01:29Z,HR-WS-08,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-05218,2026-09-22T19:01:44Z,FIN-WS-09,SYSTEM,read,approved operational file,approved process,benign
FILE-N-02767,2026-09-22T19:01:52Z,FIN-WS-09,SYSTEM,create,approved operational file,approved process,benign
FILE-N-08622,2026-09-22T19:02:11Z,APP-06,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-05407,2026-09-22T19:03:05Z,DC-01,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-02577,2026-09-22T19:03:06Z,MGMT-01,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-08990,2026-09-22T19:03:31Z,DC-01,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-06730,2026-09-22T19:04:01Z,HR-WS-08,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-01958,2026-09-22T19:04:12Z,HR-WS-22,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-03021,2026-09-22T19:04:30Z,FIN-WS-09,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-03887,2026-09-22T19:04:35Z,ENG-WS-17,SYSTEM,read,approved operational file,approved process,benign
FILE-N-04901,2026-09-22T19:05:02Z,HR-WS-08,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-05727,2026-09-22T19:05:47Z,MGMT-01,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-04142,2026-09-22T19:05:57Z,DC-01,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-06844,2026-09-22T19:06:21Z,HR-WS-22,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-04854,2026-09-22T19:06:28Z,MGMT-01,SYSTEM,create,approved operational file,approved process,benign
FILE-N-01109,2026-09-22T19:06:30Z,HR-WS-22,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-04102,2026-09-22T19:07:14Z,HR-WS-08,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-04619,2026-09-22T19:07:41Z,HR-WS-22,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-06953,2026-09-22T19:07:44Z,HR-WS-08,SYSTEM,create,approved operational file,approved process,benign
FILE-N-05185,2026-09-22T19:08:31Z,FIN-WS-09,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-04251,2026-09-22T19:08:34Z,DC-01,SYSTEM,create,approved operational file,approved process,benign
FILE-N-02015,2026-09-22T19:08:43Z,APP-06,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-09170,2026-09-22T19:09:27Z,ENG-WS-17,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-07576,2026-09-22T19:09:41Z,MGMT-01,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-05230,2026-09-22T19:09:57Z,DC-01,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-03069,2026-09-22T19:10:22Z,PATCH-01,SYSTEM,create,approved operational file,approved process,benign
FILE-N-06337,2026-09-22T19:11:14Z,DC-01,SYSTEM,read,approved operational file,approved process,benign
FILE-N-08632,2026-09-22T19:11:17Z,FIN-WS-09,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-00558,2026-09-22T19:11:37Z,MGMT-01,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-08836,2026-09-22T19:11:56Z,APP-06,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-02672,2026-09-22T19:12:40Z,MGMT-01,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-05731,2026-09-22T19:13:00Z,ENG-WS-17,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-01735,2026-09-22T19:13:08Z,MGMT-01,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-03112,2026-09-22T19:13:27Z,HR-WS-22,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-03123,2026-09-22T19:13:41Z,PATCH-01,SYSTEM,create,approved operational file,approved process,benign
FILE-N-02901,2026-09-22T19:14:04Z,HR-WS-22,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-03668,2026-09-22T19:14:08Z,FIN-WS-09,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-05401,2026-09-22T19:15:05Z,APP-06,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-05488,2026-09-22T19:15:21Z,APP-06,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-07229,2026-09-22T19:15:47Z,HR-WS-22,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-01700,2026-09-22T19:15:51Z,APP-06,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-03400,2026-09-22T19:16:52Z,HR-WS-22,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-02285,2026-09-22T19:17:57Z,DC-01,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-00831,2026-09-22T19:18:57Z,PATCH-01,SYSTEM,create,approved operational file,approved process,benign
FILE-N-04503,2026-09-22T19:19:48Z,MGMT-01,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-07125,2026-09-22T19:20:15Z,MGMT-01,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-05178,2026-09-22T19:20:30Z,HR-WS-08,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-07690,2026-09-22T19:20:45Z,DC-01,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-02384,2026-09-22T19:20:48Z,HR-WS-22,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-09348,2026-09-22T19:21:01Z,APP-06,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-06072,2026-09-22T19:21:22Z,PATCH-01,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-09379,2026-09-22T19:22:01Z,PATCH-01,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-00276,2026-09-22T19:22:27Z,ENG-WS-17,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-07096,2026-09-22T19:23:14Z,PATCH-01,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-06283,2026-09-22T19:23:30Z,DC-01,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-01331,2026-09-22T19:23:48Z,HR-WS-22,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-02458,2026-09-22T19:24:57Z,APP-06,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-05284,2026-09-22T19:25:03Z,HR-WS-08,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-04321,2026-09-22T19:25:19Z,APP-06,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-00617,2026-09-22T19:25:41Z,HR-WS-22,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-00602,2026-09-22T19:27:24Z,PATCH-01,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-07564,2026-09-22T19:27:39Z,HR-WS-08,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-01868,2026-09-22T19:27:48Z,DC-01,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-01903,2026-09-22T19:29:19Z,FIN-WS-09,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-02836,2026-09-22T19:29:53Z,DC-01,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-09926,2026-09-22T19:29:53Z,PATCH-01,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-06087,2026-09-22T19:31:11Z,FIN-WS-09,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-02313,2026-09-22T19:32:35Z,DC-01,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-03745,2026-09-22T19:32:43Z,ENG-WS-17,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-03233,2026-09-22T19:33:41Z,MGMT-01,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-01220,2026-09-22T19:35:08Z,MGMT-01,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-00368,2026-09-22T19:35:27Z,APP-06,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-04977,2026-09-22T19:35:29Z,ENG-WS-17,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-02113,2026-09-22T19:35:36Z,DC-01,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-08285,2026-09-22T19:36:18Z,HR-WS-22,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-08288,2026-09-22T19:36:27Z,APP-06,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-08955,2026-09-22T19:37:26Z,HR-WS-08,SYSTEM,read,approved operational file,approved process,benign
FILE-N-06790,2026-09-22T19:37:56Z,APP-06,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-05227,2026-09-22T19:38:20Z,HR-WS-08,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-03799,2026-09-22T19:39:20Z,HR-WS-22,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-03508,2026-09-22T19:39:28Z,DC-01,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-02234,2026-09-22T19:39:45Z,APP-06,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-08723,2026-09-22T19:39:47Z,MGMT-01,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-01777,2026-09-22T19:41:23Z,DC-01,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-00901,2026-09-22T19:42:12Z,MGMT-01,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-02337,2026-09-22T19:42:51Z,PATCH-01,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-04938,2026-09-22T19:43:04Z,HR-WS-22,SYSTEM,read,approved operational file,approved process,benign
FILE-N-02964,2026-09-22T19:43:19Z,APP-06,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-07292,2026-09-22T19:43:30Z,HR-WS-08,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-07176,2026-09-22T19:43:48Z,MGMT-01,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-01118,2026-09-22T19:44:46Z,HR-WS-08,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-03678,2026-09-22T19:45:30Z,DC-01,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-08186,2026-09-22T19:46:07Z,FIN-WS-09,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-08932,2026-09-22T19:46:21Z,DC-01,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-06550,2026-09-22T19:46:36Z,HR-WS-08,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-04158,2026-09-22T19:47:07Z,MGMT-01,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-05988,2026-09-22T19:47:11Z,ENG-WS-17,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-07906,2026-09-22T19:47:27Z,PATCH-01,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-00110,2026-09-22T19:47:29Z,HR-WS-22,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-07569,2026-09-22T19:48:34Z,HR-WS-22,SYSTEM,create,approved operational file,approved process,benign
FILE-N-05395,2026-09-22T19:48:48Z,FIN-WS-09,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-09165,2026-09-22T19:49:24Z,FIN-WS-09,SYSTEM,read,approved operational file,approved process,benign
FILE-N-00500,2026-09-22T19:50:07Z,ENG-WS-17,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-04582,2026-09-22T19:50:08Z,MGMT-01,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-04802,2026-09-22T19:50:24Z,MGMT-01,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-09932,2026-09-22T19:50:34Z,ENG-WS-17,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-09017,2026-09-22T19:50:42Z,ENG-WS-17,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-08458,2026-09-22T19:50:52Z,FIN-WS-09,SYSTEM,create,approved operational file,approved process,benign
FILE-N-03960,2026-09-22T19:51:09Z,HR-WS-08,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-05874,2026-09-22T19:52:01Z,APP-06,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-01250,2026-09-22T19:52:13Z,DC-01,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-02212,2026-09-22T19:52:58Z,DC-01,SYSTEM,create,approved operational file,approved process,benign
FILE-N-09427,2026-09-22T19:54:06Z,HR-WS-22,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-02430,2026-09-22T19:55:01Z,FIN-WS-09,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-06078,2026-09-22T19:56:21Z,FIN-WS-09,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-08817,2026-09-22T19:57:09Z,MGMT-01,SYSTEM,read,approved operational file,approved process,benign
FILE-N-04516,2026-09-22T19:57:26Z,DC-01,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-03445,2026-09-22T19:57:29Z,DC-01,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-07417,2026-09-22T19:57:31Z,PATCH-01,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-09356,2026-09-22T19:58:08Z,PATCH-01,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-00286,2026-09-22T19:59:14Z,ENG-WS-17,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-04229,2026-09-22T20:01:19Z,APP-06,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-07466,2026-09-22T20:01:35Z,MGMT-01,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-07339,2026-09-22T20:01:57Z,FIN-WS-09,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-02105,2026-09-22T20:02:06Z,HR-WS-22,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-09473,2026-09-22T20:02:12Z,DC-01,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-04867,2026-09-22T20:02:23Z,ENG-WS-17,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-07002,2026-09-22T20:02:54Z,ENG-WS-17,SYSTEM,create,approved operational file,approved process,benign
FILE-N-06001,2026-09-22T20:03:03Z,DC-01,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-05996,2026-09-22T20:03:21Z,HR-WS-22,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-03635,2026-09-22T20:03:29Z,DC-01,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-03622,2026-09-22T20:04:25Z,HR-WS-22,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-00848,2026-09-22T20:05:12Z,DC-01,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-07319,2026-09-22T20:05:14Z,HR-WS-22,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-00806,2026-09-22T20:05:18Z,DC-01,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-04810,2026-09-22T20:05:27Z,HR-WS-22,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-05725,2026-09-22T20:06:11Z,HR-WS-08,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-09877,2026-09-22T20:06:29Z,MGMT-01,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-00563,2026-09-22T20:06:33Z,HR-WS-22,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-01698,2026-09-22T20:06:53Z,PATCH-01,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-00366,2026-09-22T20:08:02Z,DC-01,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-08813,2026-09-22T20:08:23Z,APP-06,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-09668,2026-09-22T20:10:19Z,HR-WS-22,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-04721,2026-09-22T20:11:27Z,DC-01,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-00850,2026-09-22T20:13:02Z,ENG-WS-17,SYSTEM,create,approved operational file,approved process,benign
FILE-N-09077,2026-09-22T20:13:12Z,HR-WS-08,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-02940,2026-09-22T20:13:18Z,HR-WS-08,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-07672,2026-09-22T20:13:19Z,HR-WS-08,SYSTEM,create,approved operational file,approved process,benign
FILE-N-07585,2026-09-22T20:15:55Z,MGMT-01,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-09168,2026-09-22T20:16:18Z,PATCH-01,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-04114,2026-09-22T20:16:25Z,FIN-WS-09,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-00788,2026-09-22T20:16:35Z,DC-01,SYSTEM,create,approved operational file,approved process,benign
FILE-N-01984,2026-09-22T20:16:57Z,APP-06,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-06345,2026-09-22T20:17:10Z,MGMT-01,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-09461,2026-09-22T20:17:21Z,MGMT-01,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-07843,2026-09-22T20:18:08Z,DC-01,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-00073,2026-09-22T20:19:28Z,PATCH-01,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-09571,2026-09-22T20:19:41Z,DC-01,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-00175,2026-09-22T20:20:39Z,HR-WS-08,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-03094,2026-09-22T20:21:20Z,HR-WS-08,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-07992,2026-09-22T20:21:30Z,ENG-WS-17,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-00520,2026-09-22T20:21:34Z,PATCH-01,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-05356,2026-09-22T20:22:45Z,PATCH-01,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-06346,2026-09-22T20:25:05Z,MGMT-01,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-06803,2026-09-22T20:25:33Z,FIN-WS-09,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-09694,2026-09-22T20:25:47Z,ENG-WS-17,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-09817,2026-09-22T20:26:03Z,MGMT-01,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-09065,2026-09-22T20:26:14Z,APP-06,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-08377,2026-09-22T20:26:18Z,APP-06,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-07356,2026-09-22T20:27:06Z,DC-01,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-02166,2026-09-22T20:27:25Z,HR-WS-22,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-02233,2026-09-22T20:27:32Z,APP-06,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-00777,2026-09-22T20:27:36Z,APP-06,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-04228,2026-09-22T20:27:53Z,DC-01,SYSTEM,read,approved operational file,approved process,benign
FILE-N-04224,2026-09-22T20:28:26Z,APP-06,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-06985,2026-09-22T20:28:53Z,APP-06,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-03792,2026-09-22T20:29:50Z,HR-WS-08,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-02326,2026-09-22T20:29:59Z,HR-WS-08,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-00948,2026-09-22T20:30:08Z,FIN-WS-09,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-07530,2026-09-22T20:30:43Z,MGMT-01,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-04003,2026-09-22T20:30:47Z,ENG-WS-17,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-07819,2026-09-22T20:31:17Z,HR-WS-22,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-06285,2026-09-22T20:33:08Z,HR-WS-22,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-01395,2026-09-22T20:33:12Z,DC-01,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-07440,2026-09-22T20:33:15Z,DC-01,SYSTEM,create,approved operational file,approved process,benign
FILE-N-09789,2026-09-22T20:33:30Z,APP-06,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-02478,2026-09-22T20:35:24Z,DC-01,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-06118,2026-09-22T20:35:48Z,DC-01,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-01858,2026-09-22T20:36:19Z,FIN-WS-09,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-01127,2026-09-22T20:36:52Z,PATCH-01,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-03719,2026-09-22T20:37:56Z,HR-WS-08,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-04704,2026-09-22T20:38:45Z,APP-06,SYSTEM,create,approved operational file,approved process,benign
FILE-N-09328,2026-09-22T20:39:13Z,HR-WS-22,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-06768,2026-09-22T20:39:41Z,HR-WS-22,SYSTEM,read,approved operational file,approved process,benign
FILE-N-02904,2026-09-22T20:40:06Z,HR-WS-22,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-09618,2026-09-22T20:40:41Z,ENG-WS-17,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-07351,2026-09-22T20:40:53Z,MGMT-01,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-06395,2026-09-22T20:41:21Z,FIN-WS-09,SYSTEM,create,approved operational file,approved process,benign
FILE-N-07628,2026-09-22T20:41:31Z,ENG-WS-17,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-00008,2026-09-22T20:41:37Z,MGMT-01,SYSTEM,create,approved operational file,approved process,benign
FILE-N-09477,2026-09-22T20:43:55Z,PATCH-01,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-03634,2026-09-22T20:43:58Z,HR-WS-08,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-06942,2026-09-22T20:44:42Z,MGMT-01,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-01978,2026-09-22T20:45:02Z,MGMT-01,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-00952,2026-09-22T20:45:41Z,HR-WS-22,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-04942,2026-09-22T20:46:03Z,MGMT-01,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-02933,2026-09-22T20:46:42Z,HR-WS-22,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-05993,2026-09-22T20:47:18Z,ENG-WS-17,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-01165,2026-09-22T20:47:36Z,DC-01,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-09157,2026-09-22T20:47:39Z,DC-01,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-00169,2026-09-22T20:47:50Z,HR-WS-08,SYSTEM,create,approved operational file,approved process,benign
FILE-N-07258,2026-09-22T20:48:57Z,PATCH-01,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-06695,2026-09-22T20:49:19Z,HR-WS-22,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-07809,2026-09-22T20:50:03Z,HR-WS-08,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-05197,2026-09-22T20:51:13Z,HR-WS-22,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-09108,2026-09-22T20:51:38Z,DC-01,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-03364,2026-09-22T20:52:25Z,FIN-WS-09,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-01045,2026-09-22T20:52:46Z,FIN-WS-09,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-04103,2026-09-22T20:52:46Z,PATCH-01,SYSTEM,read,approved operational file,approved process,benign
FILE-N-07556,2026-09-22T20:53:29Z,ENG-WS-17,ACME\\mgarcia,create,approved operational file,approved process,benign
