event_id,_time,src_host,dest_host,user,protocol,result,classification,note
AUTH-00903,2026-08-22T06:22:48Z,FILE-02,APP-API-02,ACME\svc_print,RDP,success,benign,routine authentication
AUTH-01541,2026-08-22T06:27:37Z,DC-01,DC-01,ACME\jsmith,RDP,failure,benign,routine authentication
AUTH-00454,2026-08-22T06:35:25Z,FIN-WS-14,FILE-02,ACME\mrivera,RDP,success,benign,routine authentication
AUTH-00856,2026-08-22T06:36:51Z,BACKUP-01,APP-API-02,ACME\svc_backup,NTLM,success,benign,routine authentication
AUTH-00219,2026-08-22T06:39:42Z,DC-01,APP-API-02,ACME\jsmith,SMB,failure,benign,routine authentication
AUTH-01038,2026-08-22T06:43:34Z,PRINT-01,DC-01,ACME\svc_backup,RDP,failure,benign,routine authentication
AUTH-00780,2026-08-22T06:48:17Z,JUMP-01,APP-API-02,ACME\svc_print,Kerberos,success,benign,routine authentication
AUTH-01645,2026-08-22T06:52:18Z,JUMP-01,FILE-02,ACME\mrivera,RDP,success,benign,routine authentication
AUTH-00993,2026-08-22T06:54:14Z,BACKUP-01,DC-01,ACME\svc_print,NTLM,failure,benign,routine authentication
AUTH-01568,2026-08-22T06:57:26Z,FIN-WS-14,DC-01,ACME\jsmith,Kerberos,failure,benign,routine authentication
AUTH-01559,2026-08-22T07:04:00Z,APP-API-02,APP-API-02,ACME\mrivera,SMB,success,benign,routine authentication
AUTH-00596,2026-08-22T07:07:27Z,FILE-02,DC-01,ACME\mrivera,RDP,success,benign,routine authentication
AUTH-01725,2026-08-22T07:07:55Z,JUMP-01,FILE-02,ACME\jsmith,NTLM,success,benign,routine authentication
AUTH-00396,2026-08-22T07:08:32Z,BACKUP-01,DC-01,ACME\mrivera,RDP,success,benign,routine authentication
AUTH-00328,2026-08-22T07:11:15Z,PRINT-01,APP-API-02,ACME\svc_backup,RDP,success,benign,routine authentication
AUTH-00723,2026-08-22T07:12:49Z,BACKUP-01,APP-API-02,ACME\mrivera,SMB,success,benign,routine authentication
AUTH-00852,2026-08-22T07:15:47Z,FILE-02,APP-API-02,ACME\jsmith,NTLM,success,benign,routine authentication
AUTH-00390,2026-08-22T07:26:16Z,BACKUP-01,DC-01,ACME\svc_print,SMB,success,benign,routine authentication
AUTH-01330,2026-08-22T07:27:53Z,DC-01,FILE-02,ACME\svc_backup,SMB,success,benign,routine authentication
AUTH-01476,2026-08-22T07:29:50Z,FILE-02,DC-01,ACME\mrivera,RDP,success,benign,routine authentication
AUTH-00120,2026-08-22T07:40:19Z,DC-01,DC-01,ACME\mrivera,Kerberos,failure,benign,routine authentication
AUTH-00167,2026-08-22T07:50:30Z,DC-01,APP-API-02,ACME\svc_backup,SMB,success,benign,routine authentication
AUTH-01077,2026-08-22T07:52:30Z,FILE-02,APP-API-02,ACME\svc_print,Kerberos,success,benign,routine authentication
AUTH-01218,2026-08-22T07:52:47Z,APP-API-02,FILE-02,ACME\svc_backup,SMB,success,benign,routine authentication
AUTH-00121,2026-08-22T07:55:23Z,FILE-02,FILE-02,ACME\svc_backup,RDP,success,benign,routine authentication
AUTH-00772,2026-08-22T08:08:10Z,FILE-02,FILE-02,ACME\jsmith,Kerberos,success,benign,routine authentication
AUTH-00859,2026-08-22T08:20:44Z,PRINT-01,DC-01,ACME\mrivera,Kerberos,success,benign,routine authentication
AUTH-01273,2026-08-22T08:26:06Z,BACKUP-01,FILE-02,NT AUTHORITY\SYSTEM,RDP,success,benign,routine authentication
AUTH-00128,2026-08-22T08:28:38Z,BACKUP-01,APP-API-02,ACME\mrivera,Kerberos,success,benign,routine authentication
AUTH-00372,2026-08-22T08:30:17Z,BACKUP-01,DC-01,ACME\mrivera,Kerberos,success,benign,routine authentication
AUTH-01248,2026-08-22T08:33:06Z,APP-API-02,FILE-02,ACME\mrivera,NTLM,success,benign,routine authentication
AUTH-01542,2026-08-22T08:34:16Z,BACKUP-01,APP-API-02,NT AUTHORITY\SYSTEM,RDP,success,benign,routine authentication
AUTH-00091,2026-08-22T08:39:18Z,PRINT-01,FILE-02,ACME\svc_backup,NTLM,failure,benign,routine authentication
AUTH-00422,2026-08-22T08:40:08Z,APP-API-02,FILE-02,ACME\svc_backup,RDP,success,benign,routine authentication
AUTH-00310,2026-08-22T08:40:30Z,PRINT-01,DC-01,ACME\svc_print,Kerberos,failure,benign,routine authentication
AUTH-00907,2026-08-22T08:41:35Z,PRINT-01,APP-API-02,ACME\jsmith,Kerberos,success,benign,routine authentication
AUTH-00282,2026-08-22T08:43:33Z,PRINT-01,FILE-02,ACME\jsmith,NTLM,success,benign,routine authentication
AUTH-01663,2026-08-22T08:46:31Z,BACKUP-01,DC-01,ACME\jsmith,SMB,success,benign,routine authentication
AUTH-00287,2026-08-22T08:54:31Z,FILE-02,FILE-02,ACME\jsmith,RDP,failure,benign,routine authentication
AUTH-00465,2026-08-22T08:56:59Z,APP-API-02,FILE-02,ACME\mrivera,Kerberos,success,benign,routine authentication
AUTH-01341,2026-08-22T09:02:58Z,FILE-02,FILE-02,ACME\svc_print,SMB,success,benign,routine authentication
AUTH-01067,2026-08-22T09:08:38Z,FIN-WS-14,FILE-02,ACME\svc_print,RDP,failure,benign,routine authentication
AUTH-01279,2026-08-22T09:10:09Z,DC-01,FILE-02,ACME\svc_backup,Kerberos,success,benign,routine authentication
AUTH-00330,2026-08-22T09:23:37Z,JUMP-01,DC-01,ACME\svc_print,RDP,success,benign,routine authentication
AUTH-00914,2026-08-22T09:24:29Z,DC-01,APP-API-02,ACME\svc_print,Kerberos,failure,benign,routine authentication
AUTH-01221,2026-08-22T09:25:51Z,JUMP-01,FILE-02,ACME\jsmith,NTLM,success,benign,routine authentication
AUTH-01479,2026-08-22T09:35:21Z,JUMP-01,FILE-02,ACME\svc_backup,SMB,success,benign,routine authentication
AUTH-00432,2026-08-22T09:39:53Z,FILE-02,DC-01,NT AUTHORITY\SYSTEM,SMB,success,benign,routine authentication
AUTH-00403,2026-08-22T09:44:14Z,PRINT-01,DC-01,ACME\jsmith,RDP,success,benign,routine authentication
AUTH-00575,2026-08-22T09:50:59Z,FIN-WS-14,FILE-02,ACME\jsmith,SMB,success,benign,routine authentication
AUTH-01053,2026-08-22T09:54:18Z,FIN-WS-14,APP-API-02,NT AUTHORITY\SYSTEM,NTLM,success,benign,routine authentication
AUTH-00983,2026-08-22T09:54:37Z,BACKUP-01,DC-01,ACME\svc_print,SMB,success,benign,routine authentication
AUTH-00076,2026-08-22T09:58:38Z,PRINT-01,DC-01,ACME\jsmith,SMB,failure,benign,routine authentication
AUTH-00053,2026-08-22T09:59:28Z,JUMP-01,APP-API-02,ACME\mrivera,NTLM,failure,benign,routine authentication
AUTH-01731,2026-08-22T10:02:46Z,DC-01,FILE-02,ACME\jsmith,NTLM,success,benign,routine authentication
AUTH-00682,2026-08-22T10:04:36Z,JUMP-01,DC-01,ACME\svc_print,Kerberos,success,benign,routine authentication
AUTH-00137,2026-08-22T10:10:01Z,FIN-WS-14,FILE-02,ACME\jsmith,NTLM,failure,benign,routine authentication
AUTH-01503,2026-08-22T10:12:32Z,FILE-02,APP-API-02,ACME\svc_backup,SMB,success,benign,routine authentication
AUTH-01391,2026-08-22T10:13:48Z,DC-01,FILE-02,ACME\jsmith,SMB,success,benign,routine authentication
AUTH-01498,2026-08-22T10:20:50Z,PRINT-01,APP-API-02,NT AUTHORITY\SYSTEM,NTLM,success,benign,routine authentication
AUTH-00195,2026-08-22T10:29:10Z,FIN-WS-14,APP-API-02,ACME\mrivera,SMB,success,benign,routine authentication
AUTH-01572,2026-08-22T10:29:48Z,APP-API-02,APP-API-02,ACME\jsmith,SMB,success,benign,routine authentication
AUTH-00386,2026-08-22T10:33:28Z,PRINT-01,DC-01,ACME\svc_backup,NTLM,failure,benign,routine authentication
AUTH-00846,2026-08-22T10:35:25Z,APP-API-02,DC-01,ACME\svc_print,RDP,success,benign,routine authentication
AUTH-01707,2026-08-22T10:38:27Z,FIN-WS-14,DC-01,ACME\mrivera,RDP,failure,benign,routine authentication
AUTH-00629,2026-08-22T10:39:40Z,DC-01,FILE-02,ACME\svc_print,RDP,success,benign,routine authentication
AUTH-00566,2026-08-22T10:54:37Z,JUMP-01,FILE-02,ACME\svc_print,Kerberos,success,benign,routine authentication
AUTH-01492,2026-08-22T11:00:03Z,FIN-WS-14,DC-01,ACME\svc_backup,Kerberos,success,benign,routine authentication
AUTH-00193,2026-08-22T11:03:51Z,FIN-WS-14,FILE-02,ACME\mrivera,NTLM,success,benign,routine authentication
AUTH-00587,2026-08-22T11:05:37Z,APP-API-02,DC-01,ACME\mrivera,SMB,failure,benign,routine authentication
AUTH-00986,2026-08-22T11:18:51Z,PRINT-01,FILE-02,ACME\svc_print,SMB,success,benign,routine authentication
AUTH-00662,2026-08-22T11:22:12Z,JUMP-01,APP-API-02,ACME\mrivera,Kerberos,success,benign,routine authentication
AUTH-01100,2026-08-22T11:23:03Z,FIN-WS-14,FILE-02,ACME\svc_print,RDP,success,benign,routine authentication
AUTH-00722,2026-08-22T11:28:33Z,APP-API-02,APP-API-02,ACME\svc_print,SMB,failure,benign,routine authentication
AUTH-01549,2026-08-22T11:30:19Z,FILE-02,FILE-02,ACME\mrivera,Kerberos,success,benign,routine authentication
AUTH-00798,2026-08-22T11:33:46Z,JUMP-01,DC-01,ACME\svc_print,RDP,success,benign,routine authentication
AUTH-01500,2026-08-22T11:40:40Z,FIN-WS-14,FILE-02,ACME\svc_print,Kerberos,success,benign,routine authentication
AUTH-01595,2026-08-22T11:54:56Z,DC-01,DC-01,NT AUTHORITY\SYSTEM,SMB,success,benign,routine authentication
AUTH-00711,2026-08-22T11:59:07Z,JUMP-01,FILE-02,ACME\svc_backup,NTLM,success,benign,routine authentication
AUTH-00481,2026-08-22T12:00:44Z,FILE-02,APP-API-02,ACME\svc_backup,NTLM,success,benign,routine authentication
AUTH-01404,2026-08-22T12:02:44Z,DC-01,FILE-02,ACME\mrivera,RDP,success,benign,routine authentication
AUTH-01690,2026-08-22T12:04:15Z,DC-01,FILE-02,NT AUTHORITY\SYSTEM,Kerberos,success,benign,routine authentication
AUTH-00232,2026-08-22T12:09:14Z,FILE-02,FILE-02,NT AUTHORITY\SYSTEM,Kerberos,success,benign,routine authentication
AUTH-00408,2026-08-22T12:25:34Z,FILE-02,DC-01,NT AUTHORITY\SYSTEM,Kerberos,success,benign,routine authentication
AUTH-00818,2026-08-22T12:26:14Z,FILE-02,DC-01,ACME\jsmith,SMB,success,benign,routine authentication
AUTH-00902,2026-08-22T12:30:09Z,JUMP-01,FILE-02,ACME\mrivera,RDP,success,benign,routine authentication
AUTH-00606,2026-08-22T12:34:47Z,JUMP-01,DC-01,NT AUTHORITY\SYSTEM,Kerberos,success,benign,routine authentication
AUTH-00112,2026-08-22T12:46:25Z,PRINT-01,FILE-02,ACME\mrivera,RDP,success,benign,routine authentication
AUTH-00423,2026-08-22T12:56:26Z,JUMP-01,FILE-02,ACME\svc_print,RDP,failure,benign,routine authentication
AUTH-00400,2026-08-22T12:56:41Z,JUMP-01,FILE-02,ACME\svc_print,SMB,success,benign,routine authentication
AUTH-01344,2026-08-22T12:57:43Z,PRINT-01,APP-API-02,ACME\svc_print,SMB,failure,benign,routine authentication
AUTH-00735,2026-08-22T13:01:50Z,DC-01,DC-01,ACME\svc_print,SMB,success,benign,routine authentication
AUTH-00056,2026-08-22T13:04:28Z,FIN-WS-14,APP-API-02,ACME\svc_backup,RDP,failure,benign,routine authentication
AUTH-00311,2026-08-22T13:06:16Z,FILE-02,DC-01,ACME\mrivera,SMB,success,benign,routine authentication
AUTH-01284,2026-08-22T13:06:57Z,BACKUP-01,DC-01,NT AUTHORITY\SYSTEM,RDP,success,benign,routine authentication
AUTH-01554,2026-08-22T13:20:38Z,FILE-02,DC-01,ACME\svc_print,SMB,failure,benign,routine authentication
AUTH-01521,2026-08-22T13:25:00Z,DC-01,DC-01,ACME\mrivera,SMB,failure,benign,routine authentication
AUTH-00671,2026-08-22T13:28:37Z,FILE-02,DC-01,ACME\mrivera,NTLM,success,benign,routine authentication
AUTH-00645,2026-08-22T13:29:08Z,APP-API-02,DC-01,ACME\svc_backup,RDP,success,benign,routine authentication
AUTH-01547,2026-08-22T13:47:16Z,PRINT-01,DC-01,ACME\mrivera,Kerberos,success,benign,routine authentication
AUTH-01591,2026-08-22T13:47:17Z,DC-01,FILE-02,ACME\jsmith,SMB,success,benign,routine authentication
AUTH-01187,2026-08-22T13:48:54Z,BACKUP-01,FILE-02,ACME\mrivera,SMB,success,benign,routine authentication
AUTH-00752,2026-08-22T13:53:40Z,JUMP-01,DC-01,ACME\jsmith,NTLM,success,benign,routine authentication
AUTH-00404,2026-08-22T14:00:08Z,BACKUP-01,APP-API-02,ACME\jsmith,RDP,success,benign,routine authentication
AUTH-00819,2026-08-22T14:02:13Z,APP-API-02,DC-01,ACME\svc_backup,Kerberos,success,benign,routine authentication
AUTH-00568,2026-08-22T14:04:20Z,DC-01,APP-API-02,ACME\svc_backup,Kerberos,success,benign,routine authentication
AUTH-01696,2026-08-22T14:07:40Z,FILE-02,DC-01,ACME\jsmith,SMB,success,benign,routine authentication
AUTH-01421,2026-08-22T14:13:09Z,BACKUP-01,DC-01,ACME\svc_backup,SMB,success,benign,routine authentication
AUTH-00160,2026-08-22T14:14:39Z,APP-API-02,APP-API-02,ACME\svc_print,Kerberos,success,benign,routine authentication
AUTH-01050,2026-08-22T14:15:58Z,FIN-WS-14,DC-01,ACME\mrivera,RDP,success,benign,routine authentication
AUTH-01217,2026-08-22T14:17:52Z,FILE-02,DC-01,NT AUTHORITY\SYSTEM,SMB,success,benign,routine authentication
AUTH-01156,2026-08-22T14:21:25Z,FIN-WS-14,DC-01,ACME\svc_print,Kerberos,success,benign,routine authentication
AUTH-00523,2026-08-22T14:26:42Z,JUMP-01,APP-API-02,ACME\jsmith,NTLM,success,benign,routine authentication
AUTH-01285,2026-08-22T14:32:43Z,FIN-WS-14,APP-API-02,ACME\svc_backup,Kerberos,success,benign,routine authentication
AUTH-00338,2026-08-22T14:33:21Z,PRINT-01,DC-01,ACME\mrivera,Kerberos,success,benign,routine authentication
AUTH-01194,2026-08-22T14:36:48Z,APP-API-02,APP-API-02,ACME\mrivera,Kerberos,success,benign,routine authentication
AUTH-01456,2026-08-22T14:42:39Z,DC-01,FILE-02,ACME\svc_backup,SMB,success,benign,routine authentication
AUTH-00592,2026-08-22T14:43:21Z,FILE-02,APP-API-02,ACME\svc_print,Kerberos,success,benign,routine authentication
AUTH-00355,2026-08-22T14:47:25Z,PRINT-01,APP-API-02,ACME\svc_print,SMB,failure,benign,routine authentication
AUTH-01271,2026-08-22T14:47:58Z,JUMP-01,FILE-02,ACME\mrivera,Kerberos,success,benign,routine authentication
AUTH-00564,2026-08-22T14:49:14Z,FIN-WS-14,APP-API-02,ACME\mrivera,Kerberos,success,benign,routine authentication
AUTH-00348,2026-08-22T14:51:38Z,JUMP-01,FILE-02,ACME\jsmith,RDP,success,benign,routine authentication
AUTH-01524,2026-08-22T15:08:11Z,PRINT-01,APP-API-02,ACME\svc_print,SMB,success,benign,routine authentication
AUTH-00619,2026-08-22T15:09:39Z,DC-01,DC-01,ACME\mrivera,RDP,failure,benign,routine authentication
AUTH-01544,2026-08-22T15:14:00Z,DC-01,DC-01,ACME\jsmith,Kerberos,failure,benign,routine authentication
AUTH-00546,2026-08-22T15:15:04Z,BACKUP-01,APP-API-02,ACME\svc_print,NTLM,success,benign,routine authentication
AUTH-01790,2026-08-22T15:18:58Z,PRINT-01,FILE-02,ACME\svc_backup,RDP,success,benign,routine authentication
AUTH-01668,2026-08-22T15:20:33Z,FIN-WS-14,DC-01,ACME\mrivera,RDP,success,benign,routine authentication
AUTH-01425,2026-08-22T15:20:45Z,BACKUP-01,DC-01,NT AUTHORITY\SYSTEM,RDP,success,benign,routine authentication
AUTH-00201,2026-08-22T15:23:22Z,BACKUP-01,FILE-02,ACME\svc_print,RDP,success,benign,routine authentication
AUTH-00635,2026-08-22T15:23:38Z,FILE-02,FILE-02,ACME\mrivera,NTLM,success,benign,routine authentication
AUTH-00469,2026-08-22T15:23:54Z,FILE-02,APP-API-02,NT AUTHORITY\SYSTEM,RDP,success,benign,routine authentication
AUTH-01592,2026-08-22T15:29:49Z,FIN-WS-14,FILE-02,ACME\jsmith,NTLM,success,benign,routine authentication
AUTH-01432,2026-08-22T15:30:46Z,JUMP-01,APP-API-02,ACME\jsmith,RDP,success,benign,routine authentication
AUTH-00676,2026-08-22T15:33:12Z,FILE-02,DC-01,ACME\svc_backup,NTLM,success,benign,routine authentication
AUTH-01216,2026-08-22T15:38:23Z,PRINT-01,DC-01,ACME\svc_print,NTLM,failure,benign,routine authentication
AUTH-01134,2026-08-22T15:42:40Z,JUMP-01,DC-01,ACME\svc_backup,Kerberos,failure,benign,routine authentication
AUTH-00163,2026-08-22T15:53:50Z,FILE-02,DC-01,ACME\jsmith,RDP,failure,benign,routine authentication
AUTH-01017,2026-08-22T15:56:38Z,DC-01,DC-01,ACME\svc_backup,SMB,success,benign,routine authentication
AUTH-01294,2026-08-22T16:09:39Z,FILE-02,FILE-02,NT AUTHORITY\SYSTEM,NTLM,success,benign,routine authentication
AUTH-01539,2026-08-22T16:10:52Z,BACKUP-01,DC-01,ACME\svc_print,RDP,failure,benign,routine authentication
AUTH-01794,2026-08-22T16:13:13Z,DC-01,FILE-02,ACME\jsmith,RDP,success,benign,routine authentication
AUTH-00925,2026-08-22T16:14:24Z,DC-01,FILE-02,ACME\svc_print,NTLM,success,benign,routine authentication
AUTH-01624,2026-08-22T16:20:12Z,FILE-02,DC-01,ACME\mrivera,RDP,success,benign,routine authentication
AUTH-00150,2026-08-22T16:28:34Z,JUMP-01,APP-API-02,ACME\svc_print,SMB,success,benign,routine authentication
AUTH-01676,2026-08-22T16:29:01Z,PRINT-01,DC-01,NT AUTHORITY\SYSTEM,Kerberos,success,benign,routine authentication
AUTH-00346,2026-08-22T16:32:37Z,FIN-WS-14,FILE-02,ACME\mrivera,RDP,failure,benign,routine authentication
AUTH-01265,2026-08-22T16:33:51Z,JUMP-01,APP-API-02,NT AUTHORITY\SYSTEM,RDP,success,benign,routine authentication
AUTH-00322,2026-08-22T16:37:41Z,APP-API-02,APP-API-02,ACME\mrivera,RDP,success,benign,routine authentication
AUTH-01177,2026-08-22T16:41:15Z,JUMP-01,DC-01,NT AUTHORITY\SYSTEM,NTLM,success,benign,routine authentication
AUTH-00314,2026-08-22T16:48:09Z,FIN-WS-14,DC-01,NT AUTHORITY\SYSTEM,NTLM,failure,benign,routine authentication
AUTH-00851,2026-08-22T16:53:18Z,APP-API-02,APP-API-02,NT AUTHORITY\SYSTEM,SMB,success,benign,routine authentication
AUTH-01497,2026-08-22T17:09:51Z,PRINT-01,FILE-02,NT AUTHORITY\SYSTEM,SMB,success,benign,routine authentication
AUTH-00421,2026-08-22T17:09:52Z,BACKUP-01,APP-API-02,ACME\svc_backup,RDP,success,benign,routine authentication
AUTH-01231,2026-08-22T17:10:55Z,JUMP-01,DC-01,NT AUTHORITY\SYSTEM,NTLM,success,benign,routine authentication
AUTH-00375,2026-08-22T17:13:36Z,FIN-WS-14,DC-01,ACME\svc_backup,SMB,failure,benign,routine authentication
AUTH-00071,2026-08-22T17:14:04Z,DC-01,APP-API-02,ACME\mrivera,Kerberos,success,benign,routine authentication
AUTH-01347,2026-08-22T17:14:06Z,FIN-WS-14,FILE-02,ACME\mrivera,Kerberos,success,benign,routine authentication
AUTH-00431,2026-08-22T17:23:21Z,FIN-WS-14,DC-01,NT AUTHORITY\SYSTEM,RDP,success,benign,routine authentication
AUTH-01481,2026-08-22T17:24:06Z,BACKUP-01,DC-01,ACME\jsmith,RDP,failure,benign,routine authentication
AUTH-00830,2026-08-22T17:27:15Z,DC-01,APP-API-02,ACME\mrivera,RDP,success,benign,routine authentication
AUTH-01270,2026-08-22T17:35:52Z,FILE-02,APP-API-02,ACME\mrivera,SMB,failure,benign,routine authentication
AUTH-00017,2026-08-22T17:36:28Z,BACKUP-01,DC-01,ACME\jsmith,RDP,failure,benign,routine authentication
AUTH-00747,2026-08-22T17:38:15Z,JUMP-01,DC-01,ACME\mrivera,SMB,success,benign,routine authentication
AUTH-00712,2026-08-22T17:41:36Z,BACKUP-01,APP-API-02,ACME\svc_print,Kerberos,failure,benign,routine authentication
AUTH-01618,2026-08-22T17:57:35Z,FILE-02,DC-01,NT AUTHORITY\SYSTEM,Kerberos,success,benign,routine authentication
AUTH-01290,2026-08-22T18:01:05Z,JUMP-01,FILE-02,NT AUTHORITY\SYSTEM,Kerberos,success,benign,routine authentication
AUTH-00686,2026-08-22T18:04:13Z,BACKUP-01,APP-API-02,ACME\jsmith,SMB,success,benign,routine authentication
AUTH-00005,2026-08-22T18:04:31Z,FIN-WS-14,DC-01,ACME\mrivera,Kerberos,success,benign,routine authentication
AUTH-01203,2026-08-22T18:11:46Z,DC-01,FILE-02,ACME\jsmith,NTLM,success,benign,routine authentication
AUTH-01169,2026-08-22T18:12:59Z,FIN-WS-14,APP-API-02,NT AUTHORITY\SYSTEM,RDP,failure,benign,routine authentication
AUTH-01247,2026-08-22T18:15:05Z,APP-API-02,FILE-02,ACME\svc_backup,SMB,success,benign,routine authentication
AUTH-00035,2026-08-22T18:16:25Z,DC-01,APP-API-02,ACME\svc_print,Kerberos,success,benign,routine authentication
AUTH-00218,2026-08-22T18:19:30Z,JUMP-01,DC-01,ACME\svc_print,SMB,failure,benign,routine authentication
AUTH-01517,2026-08-22T18:24:41Z,FIN-WS-14,APP-API-02,NT AUTHORITY\SYSTEM,Kerberos,success,benign,routine authentication
AUTH-00238,2026-08-22T18:25:31Z,FILE-02,FILE-02,ACME\svc_print,RDP,success,benign,routine authentication
AUTH-01580,2026-08-22T18:29:27Z,BACKUP-01,FILE-02,ACME\jsmith,RDP,failure,benign,routine authentication
AUTH-00200,2026-08-22T18:29:30Z,BACKUP-01,FILE-02,ACME\mrivera,SMB,failure,benign,routine authentication
AUTH-01022,2026-08-22T18:30:13Z,BACKUP-01,FILE-02,ACME\svc_print,RDP,success,benign,routine authentication
AUTH-00740,2026-08-22T18:33:33Z,FILE-02,APP-API-02,ACME\mrivera,NTLM,success,benign,routine authentication
AUTH-00550,2026-08-22T18:35:47Z,PRINT-01,APP-API-02,ACME\jsmith,NTLM,failure,benign,routine authentication
AUTH-00176,2026-08-22T18:38:36Z,JUMP-01,DC-01,ACME\svc_backup,Kerberos,success,benign,routine authentication
AUTH-00880,2026-08-22T18:38:57Z,FILE-02,APP-API-02,ACME\mrivera,RDP,success,benign,routine authentication
AUTH-01141,2026-08-22T18:47:15Z,BACKUP-01,APP-API-02,ACME\mrivera,SMB,failure,benign,routine authentication
AUTH-00531,2026-08-22T18:51:18Z,BACKUP-01,APP-API-02,ACME\mrivera,SMB,failure,benign,routine authentication
AUTH-01299,2026-08-22T18:51:48Z,FILE-02,DC-01,NT AUTHORITY\SYSTEM,NTLM,success,benign,routine authentication
AUTH-00236,2026-08-22T18:52:16Z,DC-01,DC-01,ACME\svc_print,NTLM,success,benign,routine authentication
AUTH-01172,2026-08-22T18:53:20Z,JUMP-01,DC-01,ACME\mrivera,SMB,success,benign,routine authentication
AUTH-01540,2026-08-22T19:00:47Z,APP-API-02,DC-01,NT AUTHORITY\SYSTEM,SMB,success,benign,routine authentication
AUTH-01438,2026-08-22T19:13:47Z,BACKUP-01,APP-API-02,ACME\svc_backup,RDP,success,benign,routine authentication
AUTH-01716,2026-08-22T19:15:08Z,APP-API-02,DC-01,ACME\jsmith,Kerberos,failure,benign,routine authentication
AUTH-00024,2026-08-22T19:17:47Z,BACKUP-01,FILE-02,ACME\jsmith,Kerberos,success,benign,routine authentication
AUTH-00781,2026-08-22T19:19:44Z,APP-API-02,DC-01,ACME\svc_print,RDP,success,benign,routine authentication
AUTH-01291,2026-08-22T19:20:26Z,DC-01,FILE-02,ACME\mrivera,Kerberos,success,benign,routine authentication
AUTH-00845,2026-08-22T19:24:17Z,PRINT-01,DC-01,NT AUTHORITY\SYSTEM,NTLM,success,benign,routine authentication
AUTH-01598,2026-08-22T19:28:27Z,APP-API-02,FILE-02,ACME\jsmith,Kerberos,failure,benign,routine authentication
AUTH-00853,2026-08-22T19:30:53Z,DC-01,DC-01,ACME\mrivera,SMB,failure,benign,routine authentication
AUTH-01785,2026-08-22T19:35:12Z,FIN-WS-14,FILE-02,ACME\jsmith,SMB,success,benign,routine authentication
AUTH-00021,2026-08-22T19:54:26Z,BACKUP-01,APP-API-02,ACME\jsmith,RDP,success,benign,routine authentication
AUTH-01371,2026-08-22T20:01:09Z,FIN-WS-14,FILE-02,ACME\svc_backup,RDP,success,benign,routine authentication
AUTH-00166,2026-08-22T20:03:47Z,APP-API-02,FILE-02,NT AUTHORITY\SYSTEM,SMB,failure,benign,routine authentication
AUTH-00796,2026-08-22T20:08:54Z,BACKUP-01,FILE-02,ACME\mrivera,NTLM,success,benign,routine authentication
AUTH-00123,2026-08-22T20:09:09Z,BACKUP-01,FILE-02,ACME\jsmith,Kerberos,success,benign,routine authentication
AUTH-00648,2026-08-22T20:13:20Z,DC-01,DC-01,ACME\mrivera,Kerberos,success,benign,routine authentication
AUTH-01587,2026-08-22T20:13:27Z,DC-01,DC-01,ACME\jsmith,SMB,success,benign,routine authentication
AUTH-00695,2026-08-22T20:13:33Z,JUMP-01,DC-01,ACME\svc_print,NTLM,success,benign,routine authentication
AUTH-00111,2026-08-22T20:20:15Z,JUMP-01,APP-API-02,ACME\jsmith,Kerberos,success,benign,routine authentication
AUTH-00353,2026-08-22T20:21:19Z,FILE-02,FILE-02,ACME\svc_backup,SMB,success,benign,routine authentication
AUTH-01453,2026-08-22T20:30:24Z,PRINT-01,DC-01,ACME\svc_print,RDP,failure,benign,routine authentication
AUTH-01757,2026-08-22T20:31:15Z,FIN-WS-14,APP-API-02,ACME\svc_backup,RDP,success,benign,routine authentication
AUTH-01727,2026-08-22T20:34:54Z,BACKUP-01,DC-01,ACME\svc_backup,NTLM,success,benign,routine authentication
AUTH-00492,2026-08-22T20:41:34Z,DC-01,FILE-02,ACME\jsmith,NTLM,success,benign,routine authentication
AUTH-00417,2026-08-22T20:46:42Z,DC-01,FILE-02,ACME\mrivera,Kerberos,success,benign,routine authentication
AUTH-01143,2026-08-22T20:53:24Z,APP-API-02,APP-API-02,ACME\jsmith,SMB,success,benign,routine authentication
AUTH-01224,2026-08-22T20:58:17Z,FIN-WS-14,DC-01,ACME\mrivera,RDP,failure,benign,routine authentication
AUTH-00398,2026-08-22T21:07:21Z,PRINT-01,DC-01,ACME\svc_print,Kerberos,success,benign,routine authentication
AUTH-01573,2026-08-22T21:07:42Z,FIN-WS-14,APP-API-02,ACME\jsmith,RDP,failure,benign,routine authentication
AUTH-00077,2026-08-22T21:15:57Z,BACKUP-01,FILE-02,ACME\mrivera,RDP,success,benign,routine authentication
AUTH-00882,2026-08-22T21:21:39Z,DC-01,FILE-02,NT AUTHORITY\SYSTEM,NTLM,success,benign,routine authentication
AUTH-00886,2026-08-22T21:25:54Z,FILE-02,DC-01,ACME\mrivera,NTLM,success,benign,routine authentication
AUTH-00171,2026-08-22T21:26:26Z,FILE-02,APP-API-02,ACME\svc_print,RDP,success,benign,routine authentication
AUTH-01082,2026-08-22T21:28:26Z,JUMP-01,FILE-02,ACME\svc_print,SMB,failure,benign,routine authentication
AUTH-01140,2026-08-22T21:29:38Z,FIN-WS-14,DC-01,ACME\svc_print,RDP,success,benign,routine authentication
AUTH-00257,2026-08-22T21:51:23Z,APP-API-02,APP-API-02,NT AUTHORITY\SYSTEM,SMB,failure,benign,routine authentication
